look: 5 | smell: 5 | taste: 4.5 | feel: 4.25 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 2016 version poured into a snifter. This is the first Bourbon County coffee I have tried and I was not disappointed. This beer's high rating is well deserved. The coffee was not overpowering which I prefer. Anxious to try the '17 version with less age on it.   
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 2017 Vintage in a snifter  Look- Pours a coffee Black with tan head. Head dissipated quickly.   Smell- classic BCBS aroma, I get sweetness and big barrel. Coffee not as prominent on the nose as I expected.   Taste- has all of the qualities of the base (roasty, warm booze, malt sweetness & bourbon) but the coffee adds a spicyness that is unique. Not green peppers but adding richness and bite to the body without overpowering. Good stuff.  Feel- warmth from the barrel, medium body not too thick or sticky.  Overall- big fan of the BCBS series, this stands out for sure. Nice that the coffee is more of a compliment to the base beer rather than overpowering.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 3 | taste: 3 | feel: 4.5 | overall: 3.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 2017 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4 | overall: 4.75 Poured and smelled nice and thick, decadent. Taste was spot on. I wanted a bit more body, but it was overall great. 
look: 4.5 | smell: 4.75 | taste: 4 | feel: 3.5 | overall: 4.25 Looked like a nice creamy latte. Very thick / dark head, dissipated somewhat quickly. The taste and aroma was everything you want from a coffee stout. Great beer, slightly overrated as there are a few others out there that are pretty comparable, but would never be turn one of these down!   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 pour black. Aroma of sweet and complex -- coffee, caramel, bourbon & chocolate. Taste is equally complex as the aroma and incredibly well balanced. The chocolate and caramel flavors upfront with a lingering coffee, malt and bourbon tastes. The feel is medium to chewy. Overall an incredible BA stout. Clearly, one of the best and lives up to its reputation.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 4.25 | taste: 3.5 | feel: 4.5 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Bottled on 7/25/17    Pours a thick, viscous black with a pillowy, sandy caramel head; it dissipates quickly and leaves little, if any, lacing.    First inhale gives off deep notes of baker's chocolate, fudge, and soft bits of oak and vanilla; some more nosing reveals subdued aromas of sweet malt, caramel, and ground dark-roast coffee.    The taste yields plenty of the now-familiar baker's chocolate, smooth oak, dark chocolate fudge, and vanilla, all in conjunction with a backbone of roasty malt; although obviously faded from the near-year in the bottle, soft coffee undertones have had an impact on the overall flavor profile, imparting an earthy bitterness and roasty ground coffee dusting to all the adjuncts.    The mouthfeel is big, almost chewy, but it never detracts from the flavor experience; its slick, oily qualities add a softness to balance out any carbonation to deliver an almost effortless feel.    While its time in the bottle clearly toned down the coffee notes, this was still an incredibly nuanced stout that showed quite a spectrum of flavor. That being said, I'd love to try this one fresh; I can see this being absolutely brilliant with the coffee more intact.   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 1 | feel: 4 | overall: 2.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Tried a 2014, 2016, 2017 lineup tonight (as I heard that 2015 was infected). Below I have some notes from the tasting:    2014  Very balance nose. Not too sweet; lots of roasty coffee. Medium body pour.  More of the same. Subtle oakey booze. Coffee present throughout. Predominantly sweet.  Smooth, sticky. Warm    2016  Very similar nose to 17.  Slightly thicker pour.  Sweet, roasty. Good balance. Very subtle barrel.    2017  Super roasty pour. Subtle cinnamon. Roasty, oak, subtle spice, subtle burn. Great balance. Very good. Fairly thin, medium carb.   
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 So. Much. Coffee. It's fantastic. Dark Brown/black pour. Smells like dark roast coffee, a little chocolate and some bourbon. Taste is chocolate and espresso, a little vanilla, and some roastiness. Mouthfeel is medium, not as thick as I would like. Overall, this is fantastic and definitely worth the high score it has. Glad I finally go to try this one.   
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 3.75 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.5 This is for 2014 BCBS. Tasted in April of ‘18. Coffee has really faded at this point. Barrel coming through really strong but lacking other flavors. If I had tasted it a year or 2 earlier with more coffee/chocolate the rating would likely be higher.   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 Love all the BCBS variants and this was no exception as it was absolutely outstanding. The mix seemed to be about 90% BCBS to 10% coffee, which lowers the ABV which isn't always that bad when you start with such a big beer. Well done once again.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 A: Poured into a snifter to a black beer topped by a finger of dark tan head which fades quickly into the ether without any lacing  S: Smells of coffee with some bourbon notes and a hint of chocolate  T: Taste is coffee, dark chocolate, roasted malts, some oak, caramel and vanilla. Swallow is more coffee, roasted malts and dark chocolate with some lingering molasses like dark sugar notes   M: This beer is big and slightly chewy on the palate while also being slightly silky. Carbonation is low but adequate for the style and ABV while the beer has a drying finish.  O: Overall this is a really great beer. The flavors are really good and the complexity is very nice as well. Fairly coffee forward but the other notes are still able to shine through. Definitely worth trying if you can get it.   
look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.25 | overall: 4.75 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 Each year I look forward to the complex deliciousness of Bourbon County Coffee Stout. It never disappoints. 2017 is chocolatey though light on the coffee with a very well hidden ABV. As others have said, a bit subdued. Prefer the 2016 (a 4.5), but still a fantastic stout.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 5 | overall: 4.5 A: Beer pours an almost completly black body only the smallest amount of brown appears in the body. Minimal head at first pour but a good amount of carbonation and head retention while drinking.     S: Beer has a large amount of chocolate sweetness. Not getting much of the coffee aromas but still good overall. The barrel aromas seemed to have mellowed out since I first had this last December.     T: Lots of sweetness. The barrel aging is faint but pleasant. Only getting the smallest amount of coffee bitterness. Comparing this to how it was in December the bourbon has mellowed quite a bit and the coffee has faded a lot. Very nice just missing the coffee flavors.     M: Very thick mouthfeel. Taste is almost like a liquid brownie. The ABV is very well hidden. I notice only the smallest amount of bourbon kick. Very smooth and sneaky easy to drink.     O: Very easy drinking beer for a double digit ABV. Coffee has faded since I had this in December but the bourbon is not near as harsh. Very good beer just missing the coffee.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 2017 vintage, bottled 7/25/17    Cola colored, almost no head.    Light coffee roast smell, some chocolate. A little vanilla. All more subdued than expected. Very little barrel or bourbon.    Taste carries coffee flavors and some chocolate too. A bit sweet tasting.     Medium bodied, almost thin. A bit sticky.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 3.25 | feel: 3.25 | overall: 3.5 I'm sure I'm going to be the outlier here, but way too sweet and way too flat. Not enough carb to balance the heavy sweetness. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 2017 version 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.25 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 This variant in my opinion is vastly better than the standard BCBS, with the added element of coffee but also due to the reduced sense of booziness. Lots of spice coming through and the coffee balances well the sweet notes offered by the bourbon both on the nose and the taste.   
look: 5 | smell: 4.25 | taste: 5 | feel: 5 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4 2014 edition---nice, bit a little one-dimensional and doesn't really highlight the coffee aspect.... 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 2014 vintage 5/5 (3/2/18)  2017 vintage 4.3/5 (2/16/18) 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 All BCBS varieties were absolutely outstanding this year, but at the GI tasting event the BCBCS stood just a tad lower than the others. The mix is about 90% BCBS to 10% coffee, which really drags down the ABV but even still doesn't add as much of that Intelligentsia flare as you might think (my favorite coffee in the city, hands down!).   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 2016 version. Solid beer but smell of coffee was not fresh. It was more of what is left after making the coffee 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 2012, 2013, and 2014 are the best. ‘16 bombed...but I thought ‘17 started finding its way back to the original taste of ‘14 and earlier. 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Appearance - Pours black with thin tan cap that dissipates very quickly no lacing or head at all.    Aroma - Lots of roasted malts, oak and bourbon light amount of dark chocolate. I am not getting much coffee but what I am getting is like a cold pressed black coffee.    Taste - Taste is much more pronounced that the aroma big roasted malts, rich chocolate, bourbon and oak. Sweet vanilla with hints of caramel along with coffee beans.    Feel - Full creamy feel, slick warming from the bourbon soft smooth carbonation.    Overall - A really well done coffee stout the coffee could have been stronger in the aroma but the taste is amazing and makes up for that.   
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 A: Pours black with minor head that fades as quick as it started, zero lacing.   S: The nose is wonderful, loads of fresh coffee, chocolate, malt, and bourbon.   T: Very balanced and smooth, follows the nose with some of the best coffee notes I had in a beer, amazing.   M: Medium/full  O: This is one of the best coffee styles I had in a long time, everything was blended to perfection!   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.75 2017 bottle.  Big fresh-brewed espresso aroma blending well with the aged roasted malts and bourbon. Boozy but the coffee accentuates the char and roast barley without letting the bourbon barrel age overwhelm.  I like this better than the original BCBS.   Really, really good. Glad I could try it!   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 2014 version, bottled on 11/7. Hiding in cellar for a few years.  A-Poured into a snifter, a very thin layer of tan head quickly recedes to nothingness over the typical black as black brew.  S-Cold the bourbon barrel aromas and some spicy, earthy coffee notes pop. Vanilla, oak, caramel, dark roasted malt. As it warms, the boozy notes become more prevalent. Some more notes of chocolate and sweet cooked malts come out too.   T-Whoa, this is drinking great. The coffee flavors are still layered in very nicely and holding up strong with the big stout and bourbon notes.   M-Big slick, heavy mouthfeel as usual with BCS. The coffee gives this a spicy kick beyond the bourbon imperial stout warming.   O-Holding up beautifully with 3+ years on it. Still a big BB stout with the coffee adding some nice additional flavors and earthy and spicy notes and . Has that characteristic GI BCS big oily, thick mouthfeel. Not showing signs of oxidation, this beer has many good years left in it.   
look: 4.5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 Did not disappoint 
look: 5 | smell: 4.5 | taste: 4 | feel: 5 | overall: 4.5 
