look: 3.75 | smell: 3 | taste: 3.75 | feel: 4 | overall: 3.5 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 3.75 | overall: 3.75 Basic but interesting can artwork. One of the best local beers. The taste is caramel, hops, & malts. This is a great pale ale, Highly recommended. Cheers! A-   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Poured from 19.2 oz stove pipe can. Nice deep golden color. Nice two-finger head. Lacing lasts a while. Very nice balanced beer. All the flavors of the various hops and nice bitterness. Very smooth and easy drinking. Don’t notice the slightly higher alcohol content. Nice beer.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Very good, I highly recommend it to anyone who enjoys pale ales. This one by far has the most personality and diversity I have tasted it and it surprised me. This did not taste like a standard pale ale and I was happy about that!   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Pour out pale amber. The head is off-white with low to medium retention. Stick around just long enough. Seeing some lacing.     The nose is piney bitter with a caramel sweetness that comes in to keep it in check. Simple yet aromatic.    Quite bitter but still held down by the caramel sweetness. In a good way. This one is a straight shooter. Quality piney hops up font for that fix. Simple caramel malts for that balance. Just plain delicious.     Mouthfeel is medium bodied and damn smooth. Carbonation is soft to medium with a sort of fizzy feeling towards the end.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Nice golden yellow color with 1 1/2 finger of white head. Strong bread and pine aroma, followed by a big burst of pine. Very easy-drinking pale ale, very balanced taste, though a bit muted when compared to some of the other ale offerings out there. I found it to be a very enjoyable brew with a somewhat light finish that had almost a perfect amount of hops burn mixed with a nice citrus that sat very well on my plate. Love it!   
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 Very nice drinkable ale. Nice yellow color with some fluffy head and lingering lacing. Smells of citrus fruity hops and a little pine. Tastes of hops - more citrus fruit (grapefruit, orange and lemon) than herbal hops and pine. Also some nice malt, caramel and biscuit. Smooth mild mouthfeel with good carbonation. Just the right amount of bitter aftertaste.   
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 19 oz Can into a glass  Looks copper or amber colored, only moderately carbonated, thick head of foam..very nice lacing on the glass  The smell on this beer is fantastic, very fruity, a little hoppy. Not getting too much sweetness which is nice. Smells like an IPA but i do expect that with most American Pale Ales. Smells fresh and vibrant.  Taste is just wow - very complex, getting a strong hop presence for sure, pick up the grapefruit and pine, also getting a backbone of malt and some sweetness to balance. In a blind taste test, I would have said this is an IPA cause it does have bitterness. Not super drinkable compared to most American beers but very, very tasty!  Overall, worth the price...Have to give this a solid grade of A   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 I find this to be quite a decent Pale Ale. It has pretty much the right of alcohol and hops. It also has a fair amount of body to it. I would definitely buy it again.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4.5 Has a hint of orange in an otherwise nice looking beer. Has light carbonation and a thick head. Hop is good and rather light.  Has the REAL beer taste with a fair mixture of hops and for me, the right amount of bitterness. Nice beer as it grows on me. Tasty beer. I'm liking it more all the time I'm trying this. Mouthfeel is fine. The right bitterness is a major plus for me. This is a great beer. Poured into a 8 ounce nonic from a Canned on 4/23/18 12 ounce can. "DUDE, WHERE"S MY BAR?"  A HUGE VOLUMINOUSLY HOPPED MUTHA OF A PALE ALE From Austin, Texas Brewery   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.25 | taste: 4 | feel: 3.25 | overall: 3.5 Color is a bit lighter than I’m used to in a Pale Ale. Nice head, and bubbles ever so slowly rising to the top. Smell doesn’t give much away, some pine present. Taste isn’t as hoppy as some other brews eg. Lost Coast or Twisted Manzanita. More on par with Sierra Nevada. Good amount of bitterness- it’s what I like most about this beer. Very light carbonation, a little too light imho. Overall a good choice for the price and relatively high abv will add to your enjoyment.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3 | taste: 4.25 | feel: 4.25 | overall: 4 L: Clear amber color, one finger tan colored head, messy lacing, good carbonation.    S: Hops, yeast.    T: Malty, few hops, yeast. Bitter on the cake end. Pretty good.    F: Medium bodied, quite drinkable.    O: Pretty decent APA.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 Have had this several times now, but in honor of the 19.2 oz cans available at the local gas station, came here to review.     Dark amber color with a decent head and lacing. Very strong pine aromas, which, as trite as it may sound, seem straight out of Colorado. Tasted a bit of those pine hops, but the malts are just as present if not more--a deep sweetness as though there were a dark chocolate equivalent to brown sugar. I don't like the grainy aftertaste. Feel is smooth and body is solid.     As a hophead, I appreciate that you can find this beer at stores otherwise dominated by Bud and Miller Lite (and at a good price). It's like Sierra Nevada in this respect. And I would put Dale's on par with Sierra Nevada overall. Dale's is boozier and stronger, but weighed down by its graininess.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Canned 3/6/18, consumed 4/8/18    Poured crystal clear dark amber with a friggin' huge, massive, thick head that lasted FOREVER and left tons and tons of thick lacing everywhere.    Aroma is primarily grainy & grassy hops with caramel malts. This is old school vs. the fruity, hoppy new school.    Taste brings the caramel malt forward even more with hoppy notes of grains, earthiness, and floral.    Mouthfeel is medium, good carbonation, solid bitterness.    Overall, a solid pale ale that leans more towards a traditional profile of dominant malt with grainy & earthy hops. Has some sweetness, but I wouldn't call it juicy or fruity at all.   
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Classic. Love the stovepipes. 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Poured can into pint glass. Pours a clear copper with thick head that sticks around for awhile. Medium. Arbonation. Heavy lacing. Taste is a representation of the style. This is one of the first widely available craft IPA cans that I remember. Great for what it is. Portable tastes good and packs a punch.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 5 | smell: 5 | taste: 3 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 4 Poured into a pint glass.  Appearance: Hazy light brownish orange with a nice off white head and great lacing.  Smell: Hoppy, citrusy, and floral.  Taste: Strong flavor of citrus and hops, some malt as well.  Mouthfeel: Medium body, easy to drink.  Overall: A nice beer with a great taste. I would buy it again.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3.75 | overall: 3.5 Golden brown in appearance. Nose is of malt/caramel. Pungent and quite bitter at first on the tounge.Soft mouth feel with a semi dry finish.Canned on 5/24/2017 lordy lord. Very nice malt character. Grows on you after a few drinks.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.25 
look: 3.25 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 Had this in Colorado, at a Dale's bar. Good session beer, wasn't overpowered by the Hops. 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 L-Dark amber brown beer with a nice bubbly one finger head. Extremely clear.  S- Zingy pine citrus, and caramel. Very pronounced.  T- Very malty sweet on the flavor, followed by a piney bitterness.   F- lighter bodied beer with slight carbonation.  O- Very solid pale ale. This beer seems to hold it's traditional values, as well as interesting darker pilsner influences. Not a bad take on the style. Give er a try.   
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 poured from the can, clear as hell with a medium sized head and some heavy lacing. smells like hops and caramel, good bit of citrus. taste follows the same, drank it while eating an orange and it was quite nice. light carbonation and mouth feel made it quite refreshing.  this has since become my go to beer, really easy drinking and never overpowering   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 12 oz can. Pours clear golden with medium white head, nice lacing. Aroma of malts, hops, citrus, caramel. Taste of caramel, citrus, floral, grapefruit. Medium body and carbonation.   
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 Poured from a tallboy can into a pint glass    L: Clear golden copper pour. 2 fingers of white head. Solid rim of lacing.    S: Caramel malts... resinous piney hops.    T/F: Follows the nose. Malty... more so than expected. Caramel and toasted grains. Solid bitterness... hop profile was pine, herbal, and mild citrus. A little bit of pepper. Medium to light in body. Well carbonated... with more malts and resin at the finish.    O: An old-school classic IPA. Nothing special and maybe a bit dated, but still an easy-drinking quality beer.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 1 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Ale without the bitter aftertaste. Nice aroma. Quite sweet. 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3 | taste: 2.75 | feel: 3.25 | overall: 3 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 2 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 1.25 | smell: 1.25 | taste: 1 | feel: 1 | overall: 1.25 Another beer ruined by a Hedge Fund! 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 A clear coppery golden color with a creamy head. The aroma is subtle but nice. Mouthfeel is unremarkable. The flavor is smooth and robust, with a mild malty aftertaste.    The cans from my six are just like the photo here on BA except that in the red stripe at the bottom, they say Brevard, North Carolina instead of Lyons, Colorado.   
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 12 oz can into glass mug. Amber/copper colour with a tan head and some nice lacing. Smells hoppy and citrusy. Taste has a little biscuity malt but mainly slightly bitter malt and citrus rind. Mouthfeel is fine but the bitter hop does linger as an aftertaste. Not the best I've had but certainly not bad. Prost!   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 As time has passed I’ve sorta moved on from this brew but, I’ll grab a pounder every once in awhile and I’m never disappointed. Its no Sierra Nevada Pale Ale but, it’ll do.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 I picked up a 12-pack of cans for $15. Has a nice citrus taste that’s bitter but not overwhelming. It might not be my favorite pale ale. But it’s enjoyable and easy to drink. I’ll definitely buy it again.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Good beeeeeer 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 Nice beer, on tap at the Suds Hut in Helena, MT. Malt up front hops in back supporting the APA designation with an overall very good feel. Everything in balance with an excellent kick but not the alcohol bite. Definitely the Colorado approach vs the MT hopes forward take (IPA) that I am used to and Like. Very nice brew.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 12 oz can poured into a pint glass.     L - Pours a clear copper color with about an inch of foamy white head that leaves a decent lacing throughout the glass. Not as "pale" as expected.     S - Citrus rind, caramel, and malty with some spice and floral hops.     T - Similar to the smell, starts sweet with biscuit-y malt and caramel, bitter citrus rind, pine, some cereal grain. A nice balanced flavor.     F - Light to medium bodied, good carbonation, slightly sticky from the malty caramel, clean and slightly dry finish.     O - A decent, drinkable pale ale that isn't offensive or overpowering. A nice representation of the style.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Pours an amber with a white head. Smells of citrus, hops, sweet malt, and some fruits. Tastes of citrus zest, sweet malt, fresh mildly bitter hops, and tropical fruit. Medium in body and carbonation. Overall an incredibly good pale ale.   
look: 4.25 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 3 | taste: 2.75 | feel: 3 | overall: 3.75 
look: 3.5 | smell: 3 | taste: 2.75 | feel: 2.5 | overall: 2.75 From a can at Busboys and Poets, Washington, DC  Pours a nice golden color with a pure white head. Faint aroma of pine, fairly subdued. The taste is bitter and off-putting with a bitter whang that doesn't seem to be hoppiness. Not much hops flavor, just thin and bitter. My second try at this beer...obviously not for me.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
