look: 5 | smell: 5 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 3 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 On tap at my local Irish pub. Poured into a imperial pint glass. Guinness pours jet black with some ruby highlights when held up to a light. Aroma was faint but I detected hints of toffee, chocolate, roasted coffee. The taste of Guinness is about what you might guess. Notes of choco, toffee, breadcrust, roasted malt. Mouth feel was smooth and creamy. No bitterness at all. Over all Guinness from a pub or nitro can is excellent. I avoid the bottled version though. Don't ask me why, Would I recommend Guinness to a mate? Yes I would.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 4.25 | overall: 3.75 
look: 3.5 | smell: 1.5 | taste: 1.5 | feel: 3.5 | overall: 2 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 3 | taste: 4 | feel: 3 | overall: 4 
look: 5 | smell: 4 | taste: 3.5 | feel: 4.25 | overall: 3.75 Guinness Draught Nitro, 4.2% ABV. Pours black, with a two finger ivory nitro head. Incredible looking beer. Nose is malt and slight chocolate, taste is malt, slight chocolate, slight sweetness and slight bitterness. Taste comes off pretty bland. Outstanding smooth mouthfeel. Overall excellent, too bad the flavor doesn't match the looks.   
look: 1 | smell: 1 | taste: 1 | feel: 2 | overall: 1 Never have I tasted a worse beer. In fact, I made an account here for the first time just to warn people about this. I'm no beer snob. You may laugh, but my go to beer is pbr so you know my standards are pretty low. This beer tastes like mildly flavored sparkling water. There is no "beer" in it what so ever. After drinking several of them, I did not even feel the slightest buzz. I've gotten more drunk from nonalcoholic beers.   
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.25 | smell: 4.25 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 On draft many places. Prior to 1990 Guinness draft in the US was not handled properly. Stored too cold. Not pushed up with the right nitrogen. Overall a pale comparison to a pint in Ireland. After 1990 the brewery began to send stout gurus across the Us in and effort to improve and standardize what a proper pint of the black should be. By and large they succeed as long as the bar maintains the standard and the beer is turned around. Perfect black the. Burgundy when backlit. Toasted chocolate and tobacco nose with a rich malty mocha taste and finish. Guinness is good for you.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 5 | smell: 3 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.5 Fantastic! Impressive look with a great foam growing from a Nitro. Creamy, tan head. Coffee, toasted malt aroma. Medium sweet malty flavor with a nice dry finish. It is a classic beer. Are they better beers than this? Yes. Is it a definition of a style? Yes. Must try beer and my long time one of the favorites.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 3 | taste: 5 | feel: 4.25 | overall: 4.5 Only came to Vancouver in 1986, alas a lot of wasted time. Favourite beer ever since. 
look: 5 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 Poured into a Guinness glass straight from the 14oz. can. WOW, what a beautiful beer, this is the prettiest beer ever! The cascading head settling into a 1/2 inch off-white foam on top of a very dark brown almost black beer, and the head has a bit of lacing as the beer goes. Scent is a faint roasted barley, and not much else. Taste is surprisingly very mellow, more roasted malty flavor that is very even thru the mouthful. Feel is interesting-- surprisingly light, evenly carbonated, with a creamy finish. Finish is not as dry as the name 'draught' implies, and is pretty clean overall with a very slight roasted taste that remains.    This beer surprised me. It is not heavy at all, nor is it as dry or bitter as I originally thought. A very sessionable stout beer overall, I can even see this beer being refreshing in the summer if it is very cold.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 I’ve been drinking Guinness everyday on draft or in a can for last 4 years. I won’t drink anything else. Hands down the best beer ever made. 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 2 | overall: 3.25 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 3.75 
look: 4.5 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Lighter stout with good flavor. Drank from the limited edition bottle so i can't comment on the pour or the beautiful surge. The presentation is very cool as far as the label is concerned. Beginning with smell. The aroma I get from this guiness is somewhat like olives. Also seemingly reminds me of barbecue sauce. Aroma is a tad muted. Now for taste, the flavor is lighter than the extra stout. The top end is very dull. As you sip, the flvor builds up into a nice dark malt character with some fairly good hop bitterness. The end is dry. So far, the flavor is not intense as I imagine stout to be. There is no top end sweetness or depth. Im not completely satisfied with it and was expecting a little more. The feel is simular to milk or cream. Sort of ompsous with very little carbonation. The beer is extremely smooth and very easy to drink. Overall, this is a good well made ale but could use some depth like its extra stout counterpart.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 my go-to beer to have a burger with 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 3 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.5 First, no beer is as beautiful a Guiness, just poured from a nitro widget can. The glorious cascading head sliding down the sides of pint glass is the apex of beer craft. You can disagree, but then you’d be wrong.     There is little to smell, and the taste is simple. I’ll suggest, however, a beer doesn’t need an initial 32 flavor notes and a slowly evolving flavor profile to qualify as incredible. When simple is nearly perfect, it is. That’s a Guinness.     Mouth feel is incredible, like nearly any nitro would be.     Overall, this is your go to sessionable stout, available in every grocery store and most gas stations. It’s good on a hot day (shock your friends)! It’s great on a cold day. Guinness deoch an fuinnimh!   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3.75 | taste: 2 | feel: 2.25 | overall: 2 
look: 4 | smell: 3 | taste: 4 | feel: 4 | overall: 3.75 더블린에서 마신 기네스는 그 어떤 맥주보다도 부드러웠다. 목넘김이 없다시피 한, 너무도 깔끔했던 느낌. 향과 맛은 과하지 않고 적당했다.   
look: 5 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4.75 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5 From notes 1/14/13: Pours a ruby tinted brown/black producing 3 fingers of frothy, lasting, light tan head that leaves a thick coating of clumpy lace. Aroma is thin and faintly sour, chocolate, roasted malts with a hint of dark fruit. Taste is a watery version of the nose with a dry, lightly bitter and sour finish which dominates the aftertaste. Mouthfeel is light-medium bodied and thinly creamy with a peppery bite.   
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 4 Guinness Draught is an old standby, as far as I am concerned. It delivers a great look and aroma, and tastes very nice as well. I love the fact that this stout has a low price tag, yet tastes and feels great.  Something that's cool about this beer is the head. It is very thick and tan-colored, while the beer itself is so dark. I don't know why, but I love that.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.5 | taste: 2.75 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 3.75 | taste: 3.25 | feel: 3.25 | overall: 3.5 Look- dark with a nice surge to start things off. Head is around two fingers thick and tan colored.  Smell- muted notes of dark chocolate and coffee.  Taste- really smooth and creamy, but that’s it’s downfall. It’s so smooth the flavors seem to be muted, I was left wanting more from this stout.  Mouth feel- medium to thick.   Overall- it’s an ok stout, but I prefer Ten Fidy, or Left Hand Milk stout instead.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 4 | smell: 3.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.5 | smell: 3.5 | taste: 3 | feel: 4 | overall: 3 
look: 5 | smell: 3.5 | taste: 4 | feel: 2 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4.25 Pours your typical Guinness color with plenty of offwhite color head and reduces to a thin ring around the top of the brew. Smell is also on point for Guinness as well. Taste is definately there but a little milder than the extra stout, and not as sweet either. The feel is much lighter than others in the style. Overall a very drinkable lighter feel stout that I look forward to many more of.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 5 | smell: 3.75 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 3.5 | taste: 3.25 | feel: 4 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.75 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3 | smell: 3.25 | taste: 3 | feel: 2.5 | overall: 3 A decent beer to get when you're playing it safe. Great product for the price. Can't go wrong here so don't. Haha. 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3 | overall: 3.25 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 I've definitely had this in my previous (pre-BA) life, but never since I've been on-site... Totally worth the return... And damn if it ain't better than I'd recalled... Classic cascading pour into a pint finally reveals a pitch-black beer with a creamy almost white foam cap that drags down the side of the glass... Next-level smooth, mild with dark roasty chocolate malts and hints of espresso and char... Mildly sweet, mildly bitter - and, again, so smooth and soft... Probably one of the fluffiest, softest beers... Ratings seem a little soft - I think this beer is exactly what it meant be, and it's a classic Irish stout - and that's how I scored it...   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 3.5 | taste: 5 | feel: 4.5 | overall: 5 Great tasting, much smoother going down than I thought it would be.hint of coffee flavor with some chocolate notes.can't go wrong with this beer. 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4 | taste: 5 | feel: 5 | overall: 5 Always a pleasure to watch the glorious cascade. And then, yumm! 
look: 4 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.75 Pours a pitch black color with a mocha head. smell has roasted malts ,chocolate and coffee notes. Taste was light and watery for a stout not like the smell. Mouth was very creamy and smooth with some chocolate bitterness in the finish. Ok to have on tap from time to time.   
look: 4.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 One of the first beers that I tried outside of the normal range of American beers. Still love the creamy,bitter, coffee-like taste. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 4 | taste: 4.25 | feel: 5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.75 Look: Black, with a solid white head. You gotta love the look of a well-poured Guinness.    Smell: Roasty malts, some hints of dark chocolate, I detect a little bit of hoppiness.    Taste: Not a lot of flavor when it's in your mouth, sort of subdued, but after you swallow and take a breath while it's still on your tongue you get a mix of roasted malts, coffee, and dark chocolate.    Feel: Really smooth, kind of creamy. Pretty low carbonation, lots of really little bubbles if that makes sense.    Overall: It's not my absolute favorite beer, even as a stout lover, but it's certainly a pleasurable brew!   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 3.75 | taste: 3.5 | feel: 2.75 | overall: 3.5 
look: 4.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Guinness is one of those beers that North Americans enjoy wrong! You do not need to chill this beer. In fact, by doing so, you are missing some very important subtilties of the flavor. This should be consumed at a cool room temperature. The pour from a can or draft is amazing. The cascade is the best part of pouring a Guinness. As someone who lives in Canada, this is a great winter beer to be kept by a window near or your back door or basement concrete floor and enjoyed after a hard day of work. It would be even better if the alcohol content were a bit higher ;-)   
look: 5 | smell: 4.75 | taste: 5 | feel: 4.25 | overall: 4.75 Unique beer for many reasons.  The main reason is the carbonation - Nitrogen.  That’s right! It’s not CO2. I think the nitrogen affects the flavors in a good way.  Don’t let a dark beer scare you away. Dark in color, but light on the tongue. Malt notes but nothing overpowering. Hops are only enough to perfectly balance the beer. Watching the beer settle in the glass is a show and part of the experience.    Color: Dark 9/10  Taste: malt 6/10  Hop: slight 3/10  IBU : low (10ish?)   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 3 | taste: 3.5 | feel: 4.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.75 | taste: 2.75 | feel: 2.5 | overall: 2.75 
look: 3.75 | smell: 3.75 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.5 | smell: 3.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 4 
look: 5 | smell: 4 | taste: 4 | feel: 5 | overall: 4.25 
look: 5 | smell: 3.5 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 5 | smell: 3 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 Delicious beer. For a macro brew this has a lot of flavor. Great carbonation. Could be fuller bodied. The heaviness of the beer suits me well. 
look: 4.75 | smell: 3 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 If you want a beer to take you back to Ireland this is the one. I can imagine drinking this in an Irish Pub every time I drink it. It is key for the bar tender to know how to pour the draught the right way which does take time. It is so smooth and easy to drink. This is the beer I drank for my 21st birthday. I had great memories with good friends and a mug of this beer.   
look: 4.5 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 15 Oz Can poured into glass  Look - Dark brown color. Takes a while for the tan foam to settle, some lacing on glass.  Smell - Similar to a hot chocolate. Some creamy coffee and believe it or not jelly beans  Taste - A lot lighter body than i was expecting. Watery roasted malt. Certainly creamy characteristic maybe that is the nitro. The bitterness from the roast is there but i wouldn't call it bold. Easy to drink, low-medium carbonation.     It's not bad i was just expecting a more fulfilling robust beer. Tastes like 50% water, 50% stout. It may serve as a good session beer but i don't want this kind of flavor over and over again. I will give this beer a grade of B   
look: 3.75 | smell: 3 | taste: 2 | feel: 2 | overall: 2.5 Poured from a bottle into a pint glass. Nice head. Not as much lacing as I remember from the pubs. It smells the same but tastes watered down. Not the same mouthfeel at all. Like a soft drink. What did Diageo do to Guinness???!   
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 2 | feel: 1.5 | overall: 2.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 If you have ever been on a golf trip to the UK do yourself a favor and drink Guinness the entire time. To this day I drink one and am taken back to the roots of golf.   
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4 | overall: 4.5 Guinness is a solid beer that is consistent in delivery. If buying a draught can pint be sure to open the can and quickly flip the can upside down into a pint glass and shake out the beer to get a true pour. Cheers   
look: 4.25 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3.75 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 4 | smell: 4 | taste: 2.5 | feel: 2.5 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4 | taste: 4 | feel: 5 | overall: 4.5 Look: One finger creamy white head, black body.    Smell: See below.    Taste : Roast, dark chocolate, burnt grains.    Feel; Light body, mildly bitter finish, dry. Medium carbonation.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 What can I say I'm about 3/4 Irish and I love Guinness. 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 Followed the instructions on the 14.9-oz. can. Poured gently into a 20-oz. mug.  Dark chocolate color with ruby highlights on the edges when held up to light. Rich creamy finger sized khaki head that slowly shrunk to pencil size with thick sticky lacing.  Smell is mostly bready yeast, a little bit sour.  Taste features a blend of roasted and semi-sweet malt, coffee and a mellow hop bitterness.  Thin watery mouthfeel with almost no natural carbonation, gets some support from the malt blend.  Follows the style guidelines, not much flavor other than malt and hops. Easy drinker.   
look: 5 | smell: 5 | taste: 3.75 | feel: 3.75 | overall: 3.75 It looks astounding, I got this in a can with some amazing artwork truly was different. Had a 4 pack from some local corner store the pour was b-e-a-utiful really enjoyed that look of all the carbonation and bubbles rising to the top. Looked like some java mixer but boy when I tasted it I was asking "that's it"?   Doesn't taste the least bit bad just nothing as immense and exciting as the way it poured in the glass from the can. Either way decent beer really don't have a lot to complain about when it comes to this brewski.    Enjoyed it.   
look: 5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 3.5 | feel: 2.5 | overall: 3.5 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 4.5 | smell: 3.25 | taste: 3.25 | feel: 4 | overall: 3.5 Not the best or most complex stout out there by any means but this pours a draft that’s just so fucking pretty and it goes down as easy as almost any beer out there.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.75 Lovely beer. 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Love Guinness. 
look: 5 | smell: 3.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 2.75 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 This is a classic stout with a rich creamy, malty taste. It is, being a stout, a bit of a heavier beer but you can drink this warm or cold. I have had it both ways, room temperature and cold and I like it either way. You can't go wrong with this beer if you like a good stout.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.25 Smooth and Delicious! 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 The best beer for a hot Arizona day. 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.25 | taste: 3 | feel: 3.25 | overall: 3 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3 | taste: 4.25 | feel: 4.5 | overall: 4 Smells like soy sauce, but easier to drink than chocolate milk. One of my favorite beers to get during the cold months. 
look: 4 | smell: 4 | taste: 4 | feel: 5 | overall: 4 
look: 4.5 | smell: 3 | taste: 3.75 | feel: 4 | overall: 3.5 If you haven't seen or had this beer, I don't know what planet you're from. The dull brownish-black body is topped with that classic dense, creamy dark tan uniform souffle. This actually has tangy notes of minty chocolate through the semi-bitter baker's cocoa and mild roast, while maintaining one of the thickest bodies of the more widely available beer pantheon.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
