look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Appearance: beautiful beer; copper/ruby glow; nice creamy off-white head that hangs around    Aroma: caramel malt; cherry, grape, banana; spice; sweet; licorice; yeast…kind of like biscuits    Taste: starts with some cherry and some caramel malt sweetness; moves into a nice biscuit yeasty flavor; ends on some licorice and spice notes; cranberry, raisin and banana get in there too; aftertaste kind of brings them all together (cherry/cranberry, yeast, and spice)    Mouthfeel: a little clingy; sticky; syrupy; great carbonation    Overall Impression: enjoyable beer for sure; rich and nice; great big flavors; nice, sweet flavors; a great sipper	    From notes taken on 1/13/2013   
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 Serving: 750 mL bottle poured into a Spiegelau 15.5 oz beer tulip glass.    Appearance: Cloudy medium brown with a frothy head of tan foam and spotty lace.    Smell: Earth, burnt brown sugar, licorice, and tobacco. Hints of alcohol as it warms.    Taste: Rich, malty flavor that never gets too sweet. Dark chocolate, banana, burnt sugar, Belgian yeast, and a balancing, herbal bitterness.    Mouthfeel: Medium to full body with lively, frothy carbonation.    Overall: Dreamily smooth and complex.   
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 A tasty Belgian ale, malty and a bit spiced. I think I hyped it up to myself a bit too much! 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 2.75 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 3 | feel: 3 | overall: 3.25 Bought from the alewife store in a 4 pack.    L: Pours a dark brownish amber. Opaque. Solid golden head rhat lasted fairly long. Didnt leave any lacing.    S: Yeasty bread and alcohol scented. The sourdough smell had me excited for the first taste.     T: hits that palatte flat and sort of bitter in a stale way. After a few sips and some warming up I start to see more appeal. It holds the high alvobol content well and does start to display a bit of heartiness.    F: The first sip hit all up front and didn't maintain any structure to the back of the palette. Finish is weak and not noteworthy. It does wotk better as it warmed up a bit    O: It is ok. probably not worth going back to as there are other options at this price that have more appeal to me.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 A - Hazy dark brown with orange and red highlights, short tan head fading quickly, no real lacing.    S - Strong fruit, pear and sugar, bubble gum and raisins. A bit of funk, grass and phenols.    T - Brown sugar and oversteeped tea to start, bread and honey in the center, and a trailing bitter bite in the close.    M - Moderate carbonation, slightly sticky on the tongue, but a scrubbing dry finish keeps the palate clean.    O - Delicious punchy Quad, with lots of great flavor notes, and a well-integrated whole. Superb.   
look: 5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 12oz bottle into Libbey Tulip   BB 5/2022  L- pours a dark red almost brown with light brown head   S- brown sugar, dark fruit, cherries  T- brown sugar, cherries, and yeast   F- medium-bodied, overly carbonated   Overall it's interesting how the Kriek added changes the dark fruit characteristics of the Quad and makes it all cherry   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Thick, rich and toasty. This one is pretty much comfort food in a bottle. 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Samples 12oz bottles of the 2016 vintage in 2018. Highly carbonated; 2.5 finger head. Very fruity beer. While I do get the expected cherries in the taste there seems to be a lot of apple as well. Woody and smoky undertones. Alcohol is hidden very well and this brew is very drinkable despite the relatively high ABV   
look: 4.25 | smell: 4 | taste: 3.25 | feel: 3.75 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Ommegang's best. Drinking this quad in a restaurant in New York changed my life and launched me on a lifelong quest for quads. 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 A) Pours an opaque mahogany with traces of red here and there. Decent tan head recedes quickly, leaving little lacing.    S) Sweet, malty, and somewhat sharp. The smell of cherries is a bit hidden beneath the stronger scents of malt, spices, and booze, but it's certainly there. A very pleasant, inviting smell.    T) Bready and sweet at first, followed by cherries and a slight hint of alcohol. The final notes are not unlike a fine port wine. Each successive sip sees a new flavor brought to the fore, and the interplay between all of them is fantastic.    M) Not quite thin, but very smooth. The carbonation helps the sharper components of the beer prick at the tongue, providing an enlivening combination of sensations. The feel fits perfectly with the rest of the beer.    O) A wonderful quad that I would buy again a lot sooner if it weren't $11 a bottle. Its quality cannot be doubted, but this is one that will have to remain as a rare treat for someone without an abundance of money to spend on beer.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3.5 | taste: 2.75 | feel: 3.5 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.25 Really great Quad with carmely sweetness and depth. The cherry flavor on the end is great, it's not sweet or fake tasting, just like some home grown sour cherries were lightly brewed with it. Just really wonderful.   
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 Pours out a great reddish brown color and has a light tan/khaki colored head. The crown is bubbling vigorously for about a minute until it calms down and completes into a very dense, tightly formed land of very small bubbles.   The smell is cherries with some esters. Some banana as well. Almost like a banana cherry milkshake.   The taste is very much the same. Beautiful cherries mix well with banana notes.   The feeling is well carbonated making the cherries bounce. Slightly tart from the cherries as well.   Overall, good representation of the style. I like it a lot.   
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 4 | feel: 3 | overall: 3.25 poured from a 12oz bottle into a stout glass.    appearance: a nice reddish brown with about 1-finger tan head. head dissipates fairly quickly and leaves a thin layer on top with a ring. leaves a bit of lacing that rapidly falls down the sides of the glass.    smell: dark cherries and a bit of spice. a hit of brown sugar.    taste: cherry is the first flavor i get. follows the nose pretty well with some slight spiciness. a bit of a brown sugar/molasses taste, with a touch of sweetness.    feel: light-to-medium bodied, well carbonated. a little bit of a sting. dry.    overall: a nice take on a quad. i wasn't expecting the fruitiness of it but i can certainly say it was enjoyable. i would buy this again.   
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 Solid head. Great body. Nice belgian 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 This beer pours a deep brown color with beautiful bright red highlights when held directly up to the light. The head is two fingers, dense, foamy and khaki colored. This is my first Quad so I'm not sure about retention for the style, but after about a minute all that was left is a 1/4 inch ring around the edge of the glass. There are a few filmy chunks of lacing left on the glass.    Smell is very nice. Sweet and tart cherry, raisins, caramel, molasses, brown sugar and a touch of spice. Complex and not overly sweet.    Taste is similar, but a bit more sweet. The finish in particular is very heavy on the sweet caramel, but the cherries hold their own and help round it out throughout most of the sip.    Feel is medium bodied and slightly sticky with prickly carbonation.    Overall this is a very enjoyable beer. By the end of the glass it became a touch too sweet for me (not sure if that's just the beer or par for the style) but I still really liked it.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Had this on 2018-03-01 in Bolingbrook, IL at The Beer Market on-tap.    Had a sample taste from Pat B. It's a brilliant beer. Need to seek this out and do a full review.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Portland on Tap 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4 | overall: 4.75 Absolutly Love the flavor of this beer and nearly everything about it 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Excellent Belgian quad. Multiple layers of flavor to savor and ponder with each sip. One of my favorites to pair with aged cheeses and peppery steaks.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 L — Pours a ruby-hued amber body with a two-finger light tan head produced with moderate pour. The head is very fizzy and dissipates incredibly quickly for the style. Zero retention or lacing	  S — Sweet cherry, caramel, doughy malt, banana, honey. The cherry character is on the verge of being cough syrupy	  T — Banana bread, toffee, cherry, roast, clove, and a touch of yeasty bitterness	  F — Mouthfeel is somewhat fluffy and has a prickly carbonation. Slightly astringent on the tail end	    82/100   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Nice deep opaque color with a slight tan head that settles to a ring with slight cap. The nose is not the highlight of this beer with a malty and slightly sweet scent with some slight dark fruits on the edge. Flavor is nice, smooth with slight caramel malts, dark fruits and some sweet and bitter on the end. These flavor blend to almost create a red wine type flavor. This beer has less carbonation and a medium thick feel. Alcohol is pretty well hidden for the high ABV. Decent quad here. May be a bit better than the parts that make it up.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 very good quad, not much for a foamy head, very sweet taste, nice amber/red color. I normally don't like fruity beer types, but this is a good one. Can see myself buying more of these.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Cellared set 2013,14,15 and this is the start of 2018, so ,they have some decent age..    The oldest is very very mellow, mostly sweet raisin taste , not so much yeast or cherry flavor ..     From there they basically get a brighter fresher flavor with more pronounced fresh cherry flavor..     The 2013 is my favorite , these (like all quads I'm sure) are great beers to age.. I would say another couple years easily .   
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 An absolutely phenomenal offering from a phenomenal brewery. Eclipsed only by one other of their masterpieces. A rich, very complex taste with strong notes of cherry and toffee that lingers deliciously on your tongue after drinking. A well balanced head tops it’s dark, deep amber hue.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Smell is caramel, slight peach. Taste is caramel, brown sugar and malt up front. pepper behind. Smallest amount of fruit. Alcohol is up front. Great balance of caramel and malt.   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 If you like the higher ABV's then this is a must drink. 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 For the original three philosophers things did not end well, but for me, this was definitely good...    Nice dark caramel color, a light boozy taste to go with a medium body and some carbonation of note. I enjoyed the caramel notes, hints of nutmeg, and even some spice. A very good beer with a very good foundation, certainly will look for these moving forward.   
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 A - Dark hazy pour, good finger or so of head that sticks around.   S - Full of spices and cherries. I won't be surprised if it ends up tasting a kriek than a quad.  T - Just like the nose, full of nice spices, dark fruit, and a lot of cherry. It verges on sweet, but not quite.  M - Medium bodied with med/high carb. Excellent mouthfeel.  O - Yep, I feel like it's a kriek by a different name. No matter, I really like this beer. Very well blended. I see that other people did not like this as much as I did, but my palate is less sensitive so I think flavors get muted to the point that I find them pleasing. Get more for sure.   
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Not my favorite style. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
