look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 This is an Imperial IPA and taste likes and imperial or DIPA. I found a can in my local supermarket and had to try based on the reviews. This was a nice smooth beer for a 10%. It is malty and has a bit of an alcohol taste. It has a slight citrus scent and I can feel it on the tongue but then lose it. Surprising to find this in cans. Glad I tried it.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 In a 12 oz. can. Juicy and sweet, not a hop bomb. Deep orange. Lots of sediment in the last few sips. Solid IPA in the recent category of sweet and juicy hop profile trending away from resiny bitterness.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 On tap at Crimson in York PA. Nice clear orange-amber color with a persistent off-white head. Initial impression is a smooth, malty, fruity citrus bomb. Mouthfeel is medium tending toward sticky. Carbonation is on the light side. Alcohol is extremely well hidden. Finish is more malty than fruity, although there is a lingering citrus aftertaste.   Excellent IPA. Not for the faint of heart.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 2.5 | taste: 2.75 | feel: 3.5 | overall: 2.75 08/05/18  Blind comparison of 6 IPA's    1. Deschites Fresh Squeezed IPA  2. Cigar City Jai-Alai IPA  3. Southern Tier 2XIPA  4. Bear Republic Racer 5 IPA  5. Smuttynose Finest Kind IPA  6. Avery The Majaraja IPA  --  LOOK: medium orange, medium head. Good retention.  AROMA: vinegar, wine, chemical. Strange smells for the style.  TASTE: lemon , citrus, mold.  FEEL:medium body      **   
look: 3.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.25 Like biting into a piece of fruit! Even my burps taste nice, lol. Pour from can, off white 3” head went down to 1/2”. Good lacing. Juicy enough to bite!! Nice hop at finish. Aroma is juicy citrus. Love this beer!!   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 Best IPA as of 7/20/18    Golden orange sunburst color. Delicious, complex hop profile balanced by a malt body that does not mute the hops.    “Royal scarlet hue”   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 This is such a good IPA. I've had it many times in the past, and each time I have it I think about how I really have to seek it out more often. Look: classic light golden semi opaque west coast IPA look. Smell:. Exactly what you would expect from a juicy and fruity hoppy beer. Taste: delicious. How well of a job they do hiding the high abv is very commendable. Taste upfront of nondescript fruits (citrus, a bit of peach) and a touch of pine. Nice dry finish that makes you want more. Feel: standard IPA mouth feel. I tend to care about the mouth feel more for stouts than iPas, so as long as it's not too thin tasting it's all good in my book. Highly recommend!   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.5 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 Draft tulip.     A: Golden orange. Hazy with a finger of white head.low carb.    S: fruity, strong grapefruit, really sweet, potent.    T: sweet, malty, grapefruit peel and pine arrival. Sweet citrusy malt and resin middle. Extremely piney on the finish.    M: kind of heavy-to-midweight low carb. Relatively clean, not terribly slick but low carb makes it feel not refreshing.    O: reminds me of a less sweet less carbonated six point resin. Limiting my weekly beer consumption this one feels like a waste.   
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured six weeks from canning into an oversized wine glass. Golden color with no sediment and looks clear. One inch head with medium lace.   Smells fruity and sweet like a tropical chew candy.  Tastes sweet and fruity with medium carbonation. Mildly dry on the tongue with no piney notes.  At first taste I though this beer would be too sweet and overpowering in flavor to want to finish but I was wrong. I now want to lower the abv so that I can sessions this wonderful brew. I will look for this beer again.   
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 3.5 | taste: 4.75 | feel: 3.75 | overall: 5 Canned on date on the bottom of the can. I am drinking this at 5 months old. Interesting looking artwork I may add. This is a pricey beer at $4.99 for a 12 ounce can. Wow! really well made IPA. That 10% ABV is undetectable. Well balanced & flavorful. Just when you thought you might not be a west coast IPA fan you should give this one a chance.This is nne of the originators in the west coast style IPA. This beer deserves to be titled the Maharaja. Commonly, I don't this give this style of beer a world class rating, but I think this one deserves it. I can see myself having some bud with this & I don't mean bud light folks. This is one of the best IPA's that I have had the pleasure of drinking. Cheers! A-   
look: 4 | smell: 3 | taste: 1 | feel: 1 | overall: 1.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3 | feel: 3.75 | overall: 3.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 This one is kind of like getting the prostitute at the end of her shift: I wish I could have tried it fresher. Canned 11/28/17, so at just under 3 months old, it ain’t that bad, but it still leaves Raul wondering. Light and citrusy with a HEAVY malt backbone... Yeah, Ima need to try this one fresher next time.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3 | feel: 4 | overall: 3.5 L-amber with 1/2” head that last through the experience  S-malty slight citrus   T-initial sweet start, malty, little hop bit,   F-good mouth feel. Felt smooth. No alcohol burn - I kind of expected that for a 10% brew  O-too sweet for my taste. But good overall. Surprisingly drinkable. You could easily down more than 1 but would feel it.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 From a can into a perfect pint glass. Dating seems to be fresh. Can only have one of these beauties a night because of the 10% alcohol. Thick gold color, decent head, but the hops barely cover the high alcohol content. Wonderful expenditure of brain cells.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 Dark amber with a quarter inch of foam. Very little lace. Smells buttery and fruity. Nice balance of alcohol and hops. Nice funky bitterness at the end. Rich and delightful.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3 | feel: 3 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Nice straw/amber appearance with slight white head. Aroma is nice hoppy with some citrus. Taste is also a nice hoppy with some citrus without bitterness.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 Super big DIPA brewed for an older time when making a DIPA instead of an IPA meant the malts were doubled and the hops were almost doubled and all put in the kettle. Double dry hopping and leaving the malts lighter and adding oats and flour would come much later. It's weird to say that a 10+ year old beer is a bit of a relic but I think in the insanely trendy and dynamic craft beer world it is a bit true. This DIPA was no doubt a king for its time but has now been usurped by more agile and younger DIPAs looking to make their claim.     Drink this in the cooler days of fall and think of the craft movement from years back with rose colored glasses, if necessary.   
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.5 L: Pours a dark copper orange red, with a very creamy white head and no lacing on the glass.    S: Sweet fruit, toasted grain, caramel and toffee malt, a little bit of pine. Smells very malty for a DIPA.    T: Sweet caramel, toffee, and malt lead the way with a strong hit of sweet citrus fruit at the end. A resiny piney bitterness, at the end but not overly strong for a DIPA, booze is pretty well hidden.    F: Pretty thick body, with creamy carbonation    O: Not a bad DIPA, but it is a little too sweet and malty for my liking.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 DATE: July 11, 2017... OCCASION: watching the All-Star game and needed an accompaniment... GLASSWARE: Maudite snifter... pours a dark amber body with palpably active effervescence... its white head thickens and remains a finger thick, which arches of coral reaching up and around... loads of tangerine and grapefruit invade the nostrils, with watermelon, tangerine, and passion fruits... herbal accents like ginger, rye and bourbon suggest a robust profile... first sip is warm but smooth, chunky and substantial... sweet honey, tangerine, watermelon, boozy sweetness, with caramel, bread malts and a late charge of citrus... small resin too boot...a lethal cocktail of hops that lifts the spirits in a soft, inviting package... the Maharaja sneaks up on his constituent before shiving him with fruity hops and a smile while doing so....   
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4.5 | overall: 4 Pours reddish brown. Head is a finger thick.Nose of sweet malt and tangerines. Taste is sweet with a sharp whip of it's 10%ABV making itself present.Mouth feel is quite pleasant, softly velvet on the palate. Medium dry finish. Overall it is a pretty good brew to sip on.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 A - Dark orange, mostly clear slightly hazy body, thin off white head, lots of fine dot lacing.    S - Pine, resin, orange zest, a hint of vanilla, a bit of malty dough.    T - Lovely open of bubble gum, with hop notes of orange zest, pith, and mint, a middle reveals a nice malt core, delivering a dinner roll hit, slight buttery note, but nothing offensive, and a bitter but not harsh close. Delicious.    M - Sticky open, brisk middle, dry close. Alcohol is well cloaked, and this is superbly drinkable for the ABV and heavy hopping.    O - Superb. A big, bold, full IPA experience, with a big malt core. Not a boozy mess, this is a refined, carefully constructed beer that delivers on all fronts. Impressive.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 4 Jewel tone Amber, nice head, lots of lacing, smell of hops and over-ripe cantaloupe, taste follows with a little caramel to balance the hops. Alcohol packs a punch, a beer to be shared.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 Twelve ounce can poured hard into a straight thin wall glass. Beautiful color with amber, orange and copper tones. One finger head that dissipates fairly quickly but leave a heavy rim with beautiful lacing. This brew is spicy on the nose with hints of fruit and pineapple. The taste pretty well follows the nose. Surprising smooth flavor for an Imperial IPA. Boat loads of hops followed quickly by tons of malt. Great combo. Not at all boozy considering its high ABV. A little ripe grapefruit along with pineapple hops to even things out. A great IPA. Some as good but few are better.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 Pours a hazy golden/orange color and leaves the same color body with a thin somewhat foamy head that concaves to a nice looking valley in the center of the glass, some carbonation is seen rising. The aroma is malty resinous caramel bitterness; the taste is bitter yet sweet at different times just like "old DIPA’s" tend to get, still comes through in a good way, nothing bad, sticky resinous aftertaste; dry sticky finish; on the palate it sits fairly well and has a nice smoothness to it (I did get an old bottle); overall, this is a good DIPA for the most part.   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 Pours a beautiful West Coast sunset with a long lasting beige head.  There are so many more aromas in this IPA its hard to identify each single element. I get the typical resind, grapefruit pine scent, but I am also getting a layer of wet leaves, not in a bad way though.  The first taste was a bit too much for me. Guess I wasnt ready for the fullness along with the Rich flavors and still drinkable at a high IBU rate.  The second and third tastes were MUCH better. I like the fullness of this beer. Almost like a barley wine. But still that aroma is still a bit intense. The actual taste is not as strong as the aroma.   This is one to share with some good beer buddies   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 Wow these IBUs are Very in your face. The ABV is also not very well hidden. Overall big and malty and chewy and not very enjoyable. Also no notable smell. Will not try again.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from a 12 OZ can into a pint glass. The appearance is a mild hazy light amber-color with some orange highlights. The head is a medium sized off-white color. The aroma is mostly grapefruit with some earthy notes tossed in. The taste is similar to the nose.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 I'm a little late in the game to finally getting to this beer 12 years after it was introduced. I think I had it once but not in a setting to do a review. Anyway. thanks y. bro for this fine sample.  A boy beer out of a can. Who knew? Pours heavy with a huge head and dark syrupy gold. The head stays around for the whole drink with a tan show of sticky foamy goodness. Tops off with tons of hops. Heavy hop liqueur aroma that pushes limits without passing to the excess stage.   Drinks big and full as well but what a drink. Rich malt dances with the fullness of the hops. Bitter, but not really with sweetness of the malt and heaviness of the feels keeping everything in check. I like the raw, almost rustic taste of the hops.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Can poured into glass    Orange bronze liquid, of white one finger foam cap    Aroma of citrus , orange    Heaps of piney citrus hops over malt     Bit of a bitter bite    Good beer   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 A; slight haze; reddish bronze in color; 1 finger light khaki head that receded to a wispy cap; very nice lacing;    S: pineapple, caramel, a bit of mint;    t: earthy and caramel up front; middle is sweet pineapple and caramel; alcohol is noticeable on the finish; very mild bitterness at the end;    M: medium to full bodied; moderate carbonation; lightly dry finish that increases to moderately dry in the aftertaste;    O: a sipper;   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 12 oz can. Big sweet malt met by huge piney hops. Tons of flavor in this brew. Earthy bitter finish. One of the first massive IPAs years ago before everyone was doing it. Still delicious.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 Poured from a 12 oz. can. Has a hazy orange color with a 1/2 inch head. Smell is of citrus, some pine. Taste is pine, resin, dank, light malts and alcohol, moderate bitterness. Feels full bodied in the mouth and overall is a quality beer that should try if you see it.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 (12 oz can, canned on 01/03/2017, poured into a teku - NOTE: this, I'm almost 99% positive of, has been sitting in the fridge of the store from which it I purchased for a few months now - it's been chillin long time)    L: deep almost red-orange colored liquid - looks clear, but appears to have mild haze... creamy, rocky sponge of aged-white foam, recedes into a chunky collar... collar eventually thins to little, not much lace - foam was pretty while it lasted    S: dense orange-grapefruit hops, bit of syrupy thread through the middle... gets more intensely fruity with successive sniffs - melange of tropical highlights, candy- or smoothie-like... for this abv, not an intense, raw alcohol presence, perhaps maybe some spicy esters (though that could be the hops) - it does creep out little by little... the fruity hops are the screaming centerpiece, though certainly a brawny malt lurks below    T: first sip - coursing through the middle of the palate, a very interesting, rather intense floral-herbal note, blended with or rather boosted by a soft, round, yet forceful slug of ethanol... lovely, mostly-dry finish and long-lasting, quite wonderfully ever-present tannic and biting bitterness... malt takes a bit to emerge, but it's actually nearly as densely-packed as the hops    F: smooth, lightly bouncy, somewhat surprisingly light(er) body with a marginally-oily viscosity... a surging-ly warm, yet relatively bone-dry finish that drops off mid-sip - any resinous bulge remains up front    O: well-executed brew, superb slow sipper... nice balance of sweet and dry, stalwart bitterness, strong yet so easy-drinking... a lot to like, the other 3 cans I will savor   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Draft poured into a tulip glass. Found this beer to be very strong and heavy. I didn't get the dankness mentioned so a few times below in the reviews. Dark colored beer with some alcohol smells. I got a lot more malt then hops. In my opinion this beer is not worthy of the high reviews.   
look: 4.25 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.75 Poured from a 12oz can into a tulip, pours an amber/gold with an inch and a half of off white head that fades slowly and leaves ample lacing. Smell is of pine, citrus zest, and huge loads of typical American hop character. Taste follows, but is huge! Hops, and lots of them, give you s nice forceful smack in the face, but in the middle, there is a soft sweet malt character, which then fades to dank, resinous hoppy character. That taste lingers long into the finish. Feel is medium to full in body with lively carbonation. Overall, I'm all about this. Super hop forward, but just enough malt to give it balance and harmony, but not without distracting too much from the boat loads of dank hop flavors.   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 Had on tap. Pours clear, gold in color with 1/4 inch head. Taste is big pine, orange peel, toasted malt, and alcohol. Heavy bodied, bitter with moderate carbonation. Makes for an above average, bitter treat. Tasty but there are several other IIPAs that I would go to first.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 $ 15.00 (Including tax)/four pack ($ 0.3125/oz) at Franklin Beer, Franklin, PA.  Canned on 03/07/17. Stored and served at 42 degrees into a hand washed and dried Jester King snifter.  Aroma – Citrus and flowers, some pine.  Head – large (Maximum 7.3 cm, aggressive pour), off white, creamy and dense, good retention, diminishing to a thick seven mm ring and heaped rocky partial layer. At this point, the receding head has left thick rings of excellent lacing.  Lacing – excellent. Thick complete rings of tiny to small bubbles: rings are connected by thin tiny columns.  Body – dark orange, hazy but it could be chill haze. It isn’t going to last long enough to warm up in the glass.  Flavor – Begins with a dank hoppiness which contrasts with the original aroma. Warming in my mouth accentuates the dankness as well as bringing out some malt. No alcohol, no diacetyl.  Palate – medium, slightly oily, lively carbonation.     An excellent DIPA and lawnmower beer. If I had another four-pack, I’d mow the lawn again just so I could drink this after.    Appearance 4.5, Aroma 4.25, Flavor 4.5, Palate 4, Overall 4.25.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 $2.99 at the local liquor store - not a great sign, but, it didn't seem to be too old, especially for 10+%, so, I gave it a shot.   A strong, bitter, citrus splash with an undercurrent of pine, fruit, and ethanol-filled caramel. A smooth, almost imperceptible burn throughout, obviously from the high ABV> One of the best IPA's I've had.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 3 | overall: 4.5 
