look: 3 | smell: 2.75 | taste: 3.25 | feel: 3.25 | overall: 3 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 Samuel Adams Winter Lager | Boston Beer Company (Samuel Adams). Poured from the the bottle into a pint glass, this has a three finger thick light tan head, webbed lacing. and a deep reddish amber body.    Smells like masterfully roasted, full bodied malts. Also picking up the cinnamon and ginger mentioned on the labeling.     I taste hearty grains with not very much of a spice flavor, just a mild sweetness from the malts.    Medium mouthfeel with mild carbonation.    I'll rate Samuel Adams Winter Lager | Boston Beer Company (Samuel Adams) with a 4.   
look: 3 | smell: 3.5 | taste: 4 | feel: 3 | overall: 3.5 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Samuel Adams Winter Lager brewed by Boston Beer Company, with an ABV of 5.60% This German Bock pours out of a 12oz glass bottle into a a pint beer glass. A super nice mid brownish almost copper color with a nice small off white head. Decent amount of lacing to this brew, it sticks to the side of the glass well. Really digging the copper color of this brew. The smell is rich with roasted grains and malts. Then a nice mix of citrus with spices. You mostly pick up on cinnamon an ginger. The smells of the holidays. So far Samuel Adams Winter Lager is a nice inviting brew. Now for the taste, it is Bold with flavors. You first pick up the light roasted grains and malts, then a mild amount of spices. The spices are a nice touch to this brew. This brew has a super nice balance to it, there is nothing overpowering about this brew. This brew would go nice with dinner or on a cold winter day. The body of this German Bock is a solid medium. The mouth feel is Bold, Spices, Rich , Clean Smooth and Refreshing. Overall I am going to give Samuel Adams Winter Lager a 4.25 out of 5. I would definitely look this brew up again giving the opportunity to. Boston Beer Company (Samuel Adams), did a super nice job with German Bock.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 a pleasant smooth brew.....hints of orange, cinnamon and ginger. 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 Poured from bottle into tulip glass. Poured a deep amber with a nice white head. Dominant malts with a hint of spice in the aroma. Taste followed the nose, malts with a hint of cinnamon? Medium bodied with a spicy or faint sour finish. A good brew but I didn't get much of the flavor promised on the label.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3.75 | overall: 3.5 Poured a copper brown with a skin thin tan head. Aroma of malt and, unfortunately, soap. And no, this pour was not into a glass that was just washed so there is no soap residue. Malt taste with a bit of spice. No complexity. Moderate body and carbonation.   
look: 4 | smell: 3 | taste: 3.5 | feel: 4 | overall: 4 Beautiful deep amber color that invites you in. Thick white head and minimal smell. Tastes smooth but is better if you brush your glass rim with cinnamon and sugar. This is the perfect fix for the beer, won’t drink it without the dressed up glass.   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 Aroma of spice, bread, malt, caramel. Short tan head; short but thick and creamy; receding fairly quickly, but it leaves nice-looking lacing on the opposite side of the glass. Color is reddish amber; lots of carbonation bubbles. Attractive. Taste is spicy - cinnamon, with a touch of citrus (orange?); finish is mildly bitter and malty. The totality is definitely holiday & winter focused.   
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 12oz bottle into a pint glass. Best by April 2019, so plenty fresh.     Nice deep red amber coloring. Initially there is a good thick off white head, but this dissipates to a thick ring & covering. light lacing    Clean malty aroma. nothing else    Malty, tingly, a little sweet. Claims to be brewed with orange peel, cinnamon & ginger, but I'm not getting any of those flavors.     Mouth is around medium. Finish seems a little off, faintly sour and a little unpleasant.     Overall, apart form the finish, not a bad tasting beer. It just doesn't deliver what the bottle states.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3 | taste: 4 | feel: 3 | overall: 3.5 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Pours a reddish amber with a thin off-white head. Mild caramel and spice aroma starts the beer off. Earthy notes are the first to come into play, with a dash of spices. Moderate body, with a bit of thickness to it. Very short finish of earthy notes and spice. Not too complex, but a decent winter drink.   
look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 dark amber beer thats pretty decent. The spices and hops go down pretty smoothly. Better than their regular Boston lager. 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Amber color and clear with a tall tan head in a dimpled mug... I get the cinnamon and ginger, maybe some citrus and pine... Doesn't taste or smell particularly appealing though... Thin-bodied, mild... I guess it's alright, but i don't see the point when there are so many better and more flavorful beers out there...   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Look: Dark amber, relatively clear, with a finger of white head.     Smell: Pale malt and a bit of citrus. Hard to smell much.     Taste: Slightly bitter malt, orange zest, and a biscuity finish.     Mouthfeel: A little thin, but highly carbonated.     Overall: A pretty nice lager, though not too special.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 A very refreshing and tasty lager with nice hints of orange. A great beer to have by the fire on a snowy or rainy day. 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Dry nice, flavorful. 
look: 4.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.25 | taste: 3 | feel: 3.25 | overall: 3 Very dark amber with about medium carbonation as well as body.   Aroma is roasted malt, caramel,sort of fruity, with what I assume is hop bitterness.  Taste is almost identical to aroma, somewhat sweet. There's some bitterness which is either hops,indescribable spice or both .  It's ok but it seemed like a bit of a mess to me   
look: 4.25 | smell: 2.5 | taste: 2 | feel: 2.25 | overall: 3.25 Bought buy mistake. Expected Christmas Ale and all I got was this weird tasting fruity, teaser of orange, a littile bitterness, that leaves a lot to desire and gives noting in return. Is that Pine that Boston Lager where trying to hint at? Who knows but they missed the mark....   
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Pours dark amber with an off white head that hangs around and leaves lacing along the glass. The aroma is holiday spice and rich, toasty malt. There is not a lot of hop character. The flavor hints at sweetness with caramel and toasty malt but there is sufficient bitterness to balance the beer and keep it from being cloying. Spices are present here as well but not too strong. The body is medium-full with moderate carbonation. The beer tastes stronger than the listed abv of 5.6%.     This makes for a nice cold weather beer.   
look: 3.25 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 2 | taste: 1 | feel: 4.25 | overall: 2 Tastes like a pine tree 
look: 3.75 | smell: 3 | taste: 3.75 | feel: 4 | overall: 3.75 On draft at local pizza shop. Poured into a conical pint glass with a nice layer of head. Color nicely resembles the style, not much smell to speak of, which may also resemble the style-don’t know. Good bit of carbonation with a nice malty backbone. Would order another.   
look: 3.5 | smell: 3.25 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.25 12 oz bottle into English pint glass. Aggressive pour with a finger of foam that disappears real quick. Darker shade of amber color.  Sweet malt, spice, a bit of fruit. Aroma seemed to evaporate quickly.  Taste equals smell. Sweet malt fallows by a mix of non descriptive spices. Strange but not bad after taste.   Sweet taste makes it somewhat filling but a drinkable beer. A light holiday beer, I guess.   
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 The label says “winter spices” and the first taste is indeed spicy. Not bad! Light and smooth with a good finish. ca. 2009 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 2 | taste: 2 | feel: 3 | overall: 2 
look: 3.75 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3 
look: 3.5 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.75 | overall: 3.5 I mean...tasty but not too tasty. SA Christmas Ale is where it’s at. ✊ 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 12-oz. bottle needed a heavy pour for a finger sized foamy, light tan head with very short retention and minimal stringy lace.  Clear amber-brown with ruby highlights, brownish orange in front of light.  Rising Bread dough, sweet malt and spice greet the nose.  Taste begins semi-dry and tangy from the orange peel and ginger, the middle becomes semi-sweet from caramel malt with roasted malt and cinnamon in the background. An astringent mineral twinge occurs, faint hops replace it. The finish bitters and drys as the spice and orange peel return and linger.  Light body, a little above average carbonation. Nice flavor profile; tang, semi-sweet, bitter.  The spiciness of a Winter Warmer Ale (label says "orange peel, cinnamon and ginger"), a little lower than average ABV for a Bock. Winter Lager, Festive Bock beer on the label.   I'm callin' this one a Session Bock with Octoberfest tendencies.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.75 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.25 | overall: 3.75 12 Oz bottle poured into glass  Look - Copper Brown color, small medium foam head, minimal glass lacing.   Smell - Malt, nuts, little bit of toffee and chocolate. Nothing in the way of hops. Fairly sweet. Maybe a touch of spices.  Taste - Very sweet and sugary. Not really much in the way of flavor. Caramel lager basically. Malty but not roasted. I can pick up a bit of ginger and orange peel but it's not pronounced. Medium bodied but has a filling taste. Medium carbonation.     Overall, not really sure what they were going for here. It's not a bad beer but not light enough to drink more than one or two and not enough flavor to make me want to buy more...Grade is a B   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2.5 | smell: 2.75 | taste: 3 | feel: 2.5 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.5 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.75 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 2.75 | smell: 3.25 | taste: 3 | feel: 2.75 | overall: 3 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 The best Sam Adams beer I've had so far! It really feels like a holiday drink going down. 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 2.75 | feel: 3 | overall: 2.75 I like this just a little bit less than Boston Lager. 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 2.5 | taste: 4 | feel: 3 | overall: 2.75 Not bad but a little too bold tasting for me. This is not something that I would want to drink more than 1 bottle of. I prefer the Boston Lager over this. Cheers! B-   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 2.75 | smell: 3 | taste: 3.75 | feel: 3.5 | overall: 3.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 Trying hard to be a Vienna perhaps? Not enough spice (or fruit) to be considered in this style, but where else to put it? Fairly bland dark amber lager, maltish aroma with faint hints of cinnamon, nutmeg and citrus, toned down for the mass market. Trying to do too much while catering to the macrobrew market....   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.25 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 3.75 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Best SAM product. Wish it was available year round. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 From the 12 oz bottle in a snifter. This nice standard available in most restaurants   that serve Sam pours a nice red tinged amber with a nice off white head of foam that   subsides to a thick ring, thin light pool, and sports nice light lacing. Nose of caramel   malts tossed into light notes of light toffee and light breaded malts with a hint of   spice and orange zest. Flavors Follow the nose with a light breaded malt mingling with   caramel and toffee notes that have been dashed with subtle cinnamon and subtle ornage  zest flavors. Nice mouth feel; medium body, medium carbonation, and a lightly sweet   caramel toffee finish.     A macro micro---perhaps, but the beer connoisseurs owe a lot to this company  and this lager is a perfectly respectable example of the style done in America.  Nothing to hate and a lot to like. Overall an underappreciated brew that is   flavorful and respectable.     A solid brew from a solid company.    Cheers   
look: 3 | smell: 2.75 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 
look: 3 | smell: 3.5 | taste: 2 | feel: 1.5 | overall: 1.5 Having two beers tonight so I started with this, quite disappointing. Weak, watery, no strong flavor points, albeit no piney aftertaste. The 1.5 is also in comparison to other beers that Sam makes. Still, a mediocre beer.   
look: 3 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3 
look: 2.75 | smell: 3.75 | taste: 2.5 | feel: 3.25 | overall: 2.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 3.25 | taste: 4 | feel: 4 | overall: 3.75 I'm not generally a lager fan, so I'm sure that skews this review. But it is NOT watery (big score for a lager in my book) fresh without tasting like carbonated grapefruit juice, and warming despite being fresh, without being too alcoholy   The color is gorgeous - wonder if the orange peel helped.  Clear burnt orange with just the right amount of creamy, tasty, golden foam.  Great with food or on its own.   
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Nice smooth taste. 
look: 3 | smell: 2.75 | taste: 2.75 | feel: 3.25 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.75 | overall: 4 Reminds me of the Boston Logger 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured into a clear glass. Has a beautiful, rich mahogany color. Moderate carbonation, thin head that dissipates.     I smell many different kinds of roasted malts, cinnamon, an essence of toffee, caramel, orange peel, other faint citrus peels, and faint ginger. Lovely combined aromas.    The taste instantly indicates toward roasted malts and a biscuit flavor. The malt backbone consists of cinnamon, ginger, caramel, and orange peel. Bitter hops are piney and balances well with the malt. Feels light and smooth.    It's pretty good.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 Beer pours a nice iced tea color with a white head and some lacing. The smell is sweet and festive. The flavor is sweet, weak caramel and not a lot else. It is smooth though so overall easily sessionable.   
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Look- Very nice copper color with big carbonation. Fades slowly. Some minimal lacing.  Smell- Nice flavor.  Taste- Dry  Feel- Medium bodied.  Overall- impressed with this mass produced commercial brew. Dry, complex and tasty.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 2.75 | taste: 2.75 | feel: 2.5 | overall: 2.75 
look: 3.5 | smell: 3.25 | taste: 2.25 | feel: 2.75 | overall: 2.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 Poured from 12-ounce bottle into a glass tumbler. Clear dark amber color, with an evanescent off-white head that settles into a thin ring leaving no lacing. Big pop of tomato juice aroma upon opening the bottle. This vegetal character carries through to the flavor profile as well, providing an odd counterpoint to the dark caramel maltiness. A little sourness lingers on the finish. Quite disappointing, and I'll leave it at that.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.25 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.25 Basic. Clear. Not much head. Almost tasted like soda pop. Something not right. 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.25 | taste: 4 | feel: 3.75 | overall: 3.75 Pours from the tap a clear brownish color. The head was 1,finger, frothy. Retention is average, and nice lacing on the glass.  The nose, is fairly minimal. Just a slight malt note.  Taste - is slightly sweet up front. There's a slight spice presence. Maybe more than slight on second thought. Kind of reminds me of a gingerbread flavor.   Feel is moderate bodied.  A tasty winter beer. Nice flavor and feel.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Sam Adams makes surprisingly decent beers. Although I have to admit, this is much better than their summer offering. Give it a try during the holiday season.   
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 This beer is criminally underrated. Must not be all the rage.  Beer itself has great lager qualities, drinkability, sweet honey malt presence, nice drying herbal hop presence on the finish. The aroma itself is very sweet and inviting. However, as a bock this malt sweetness is more toasty or caramel. Added spices make this beer reminiscent of gingerbread. Absolutely a winter beer. Spices are mild but present enough to make things interesting.  Overall will be killing a six of these on Christmas. Surprised I haven't had it before now.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 12oz bottle bb April 2018 poured into a perfect pint glass at fridge temp 5.6% ABV 22 IBU. The beer pours bright amber with short lived light khaki head. The aroma is caramel malt and spice. The taste is about the same starting with caramel before the cinnamon and ginger show up for the finish. Mouthfeel is thin to medium bodied, adequately carbonated and finishes with a slightly sweet heat that is neither dry or cloying. Overall, good for what it is. Beer for holiday gatherings that's better than AAL but won't distract from conversation with its greatness.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 I really like this beer. It's nothing special. It is very smooth and easily drinkable. Has some great cinnamon and nutmeg flavor. Not strong though. Very easy on the palate.   
look: 2.25 | smell: 2.5 | taste: 2.75 | feel: 2.25 | overall: 2.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Fitting winter lager and a seasonable taste to this bock. Fairly well balanced for a mass produced beer. Very dark amber color. 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 Old Brown Dog but not as good. 
look: 4.25 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.5 
