look: 4 | smell: 4 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 2.5 | taste: 3.25 | feel: 2.75 | overall: 2.75 L - Pale amber. Very slight haze. 1/2cm white head that holds  S- [Nose not playing ball tonight, at all, so I hv to rate this 2.5 as neutral]  T- Full, with some rich not quite puddingy front. It's rich but as comparion not a spicy say Xmas beer  F- Like a serious Belgic 8.5% beer. The lable has cartoons on it, but in a serious way I think rather than a '12.5% kiddy alco-beer' way'.  O- Fancy multi-coloured lable, + pebble-dashed white bottle. Can't figure out if this is a serious offering or nor; nor how to treat it.   
look: 3 | smell: 4.5 | taste: 4.75 | feel: 3 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 L: Pours a pale copper orange color with a very large creamy smooth head and several bits of lacing around the glass.    S: Yeast and fresh bread, some clove, Belgian yeast and spice, a few notes of lemon and a slight honey sweetness.    T: Yeast and fresh bread, mixed with some coriander and spice from the Belgian yeast, a note of lemon. Some honey sweetness that gives way to a dry spicy finish. The taste continually evolves and is very nice.    F: Medium to full body a bit of spritzy carbonation.    O: Been meaning to try this one for a very long time, and I am glad I finally picked it up.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 This is my 2000th review, so I thought I should crack open a classic. I can't believe I haven't done this one before now....    A 330ml bottle with a BB of Oct 2020. Purchased a while back from a webshop. The label calls it a strong beer with a triple fermentation. Love the pink elephants....    A: Poured into a Duvel tulip. Bottle conditioned. A bright golden hue with intense carbonation and fine suspended sediment. Yields a large head of frothy white foam that lasts for a few minutes before subsiding to a patchy surface layer.    S: Aroma of fruity Belgian yeast with hints of esters, banana, clove, spice, phenolics, earthiness, subtle malt and a lingering sweetness. Superb.    T: Tastes of fruity yeast esters with notes of banana, clove, spice, bubblegum, phenolics, earthiness, delicate malt and faint leafiness. The booze is well hidden. Very dry, followed by a delicate bitterness upon swallowing.    M: Mouthfeel is smooth, tingly and dry, with lively carbonation and excellent body. Neither too thick nor too thin. Somewhat astringent; dries the palate. Aftertaste of fruity yeast esters, banana, clove, earthiness, light malt and sweet overtones.    O: Fantastic - a superb creation that showcases the best of Belgian brewing skill. Looks great, while the aroma and flavour are an amazing mix of fruity yeast notes, earthiness and subtle malt. Lovely body. Goes down a treat - add this beer to your must-try list.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 The Rolls Royce of beers for me .. 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 High alcohol content taste and feel, but it is delicious and Belgian so it remains in my top 5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 A little disappointing considering all the hype. Nice golden color with some mild head and a little lingering lacing. Smells faintly of grain, tastes of grain, yeast, mild fruitiness and a little caramel and malt. A somewhat strange tangy tart aftertaste, along with a little sourness at the end. Mild mouthfeel and mild carbonation. Alcohol taste is well hidden. I will have to try others in this style to compare, but not my favorite type of beer.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 1 | feel: 2 | overall: 2 MUST have been a bad batch. Like someone strained a beer through a sweaty sock, into an emptied but not rinsed ashtray.    The taste was undrinkable, and then the shock of seeing the rave reviews here amazed me. I WILL try this again to see if it's that bad or a bad beer.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Look: Gold with a bit of amber. Decently tall, foamy head with limited staying power.     Smell: Dried fruit, citrus, sweet malt.     Taste: Subtle raisins, citrus, and hops. Low key and easy to drink.     Mouthfeel: Thin and extremely carbonated.     Overall: An excellent high-alcohol sipping beer.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 One of my favorites. The smoothness belies the high alcoholic content. I don't like the bitterness of the IPA style so this beer has become my "go to" when drinking with IPA snobs. They don't know what they're missing!   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.25 | taste: 4 | feel: 3.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 If this is my introduction to Belgian strong ales, boy do I like Belgian Strong Ales 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 4 | taste: 2.5 | feel: 3.5 | overall: 3 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.75 I am drinking the pint size canned version of this Belgian craft beer classic. NO DATE on the can by the way. Wow this beer is amazing tasting. The 8.5% abv is completely hidden. In addition to, I like the blue color of the can with pink elephant, I think it is cute looking. This beer leaves a marvelous looking head & foam lacing as I take sips of it. I don't see too much floaties, consequently then this leads me to believe that my can is not too old. A great way to describe this beer is that it taste like your average tasting German Hefeweizen with a little bit of a sourness added to it & a tiny bit of earthy refreshing mint. The canned on version beats out the Duvel I highly recommend that you try some of this beer if you can get this in your area. Such a smooth & tasty Belgian. Cheers! A-   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 L: SRM 5, with minimal white head. Quite clear. No carbonation bubbles visible rising up the beer (well, technically like one or two sometimes)  S: smells of bubblegum (ish) and fruit, with hints of belgian yeast  T: same bubblegum-ish flavors along with red fruits, and some light Belgian yeast and spice. Not as tasty as I remember when I had this in the past.  F: slightly less than medium body. low quantity of slightly-below-average intensity carbonation.  O: a decent beer   
look: 5 | smell: 5 | taste: 4 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 This tastes like a classic Belgian ale. Great pour . Nice head smooth on the tounge. Taste is exceptional . 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 3.25 | taste: 3.25 | feel: 4 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 L- Small head, slight lacing around the glass. Pretty surprised by the head, honestly. Golden straw gold with a slight amberish color  S- Huge phenol notes with a following spicy aroma. This beer is extremely yeasty on the nose. Very real and honest on the nose.  T- Spice (coriander), yeasty bitterness, bready, slight apple and pear, slight bitterness. This is held together by a Very subdued flavor all together.  F- Medium bodied beer. Honestly a bit chewy.  O- Very good beer. Traditional to the Belgian standard, tasty, and heavy. Extremely rudimentary, it seems... In a good way.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 1 | taste: 1 | feel: 1 | overall: 1.25 Absolutely garbage brew, don't know how they've convinced plebs that this is actually decent.    Tastes like someone's old filthy underwear that's been baked under the Arizona sun for a week. Looks like Bud light and honestly I would prefer a macrobrew over this filth.    Save your money for something better. Much better brews out there.   
look: 4.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.25 | smell: 2.75 | taste: 3.5 | feel: 2.75 | overall: 3.25 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 2.5 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2 Wow.   This was a present from my oldest son. He was trying to impress me by coming to Beer Advocate for a wonderfully high rating. How do I tell him it tasted like Bud Lite soaked in his high school gym socks? How can ANYone who's tasted really great Belgian ales give this more than a 2? The aftertaste is high rear on the roof of my mouth. My tongue rejected it Someone else on this forum suggested the taste of melted plastic in a cheap beer. I think my rating is better.   No, it wasn't old.   No, it wasn't mis-treated.  The yeast that gave their lives to produce this should be embarrassed.  Minimal malt.  Questionable hops.  It tastes like something I once had in high school when a wino bought us a 6-pack for $20.  Bottom line: I will *never* have this again (unless one of my other kids gives me a bottle - in which case I'll man up and say Thank You while secretly cursing under my breath).  P.S. I wonder if my urine will smell funny after drinking this?   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 3.75 Well made with no flaws. A little too phenolic / spicy for my personal preference. 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 It pours amber with a very slight haze and a huge head. The aroma is suggestive of a rather sweet beer and it's dominated by yeast esters. The flavor however is surprisingly dry, with very little in the way of sweetness and in fact there is a slight tartness paired some spiciness that resembles coriander flavors. Full bodied and with mild carbonation.   
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Looks like a classic Belgian Ale when poured-- golden color, white head. Smell is definitely Belgian Yeast, bread, and malt. Taste is similar but with hops, apples, and coriander at the end of the mouthful. Feel is light for such a heavy beer, and is very fizzy. No alcohol detected, and was refreshing and had a good overall feel.    This was the first Belgian Ale I have ever tried, and got me into exploring other brands/styles, so it is about time I do a review on it. Overall a good golden ale to try. Also one of the prettiest bottles I've ever seen-- so good job to Huyghe and their marketing team-- I often get remarks about this beer when I have one open at a party, like 'what is that?' or 'That's an awesome looking bottle!', especially the painted stone-colored bottle.   
look: 5 | smell: 5 | taste: 4 | feel: 5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Very drinkable, slightly sour in a good way. Goes down easy. 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 5 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 I always thought this beer was one of the great Belgian beers but it's not. It's foamy, champagne appearance resembles Duvel but nowhere close to the flavor. This one has flavors of fermented apples, malt, and bread. Thought it would be better, glad to have tried, but won't be getting it again.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 I love this beer. Pink Elephants are fun. 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 3.75 | smell: 4.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.25 | feel: 4 | overall: 3.25 Very nice marketing, except trunk down on elephants. Pretty palatable for such a strong beer. Smells good, champagne like. Almost gets it, but doesn't achieve task of tasting like a good beer with high etoh content. Better than most similar beers. Not much aftertaste, pretty smooth going down   
