look: 3.25 | smell: 3 | taste: 3 | feel: 2.75 | overall: 3 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 2 | smell: 2 | taste: 1.75 | feel: 1.5 | overall: 1.75 Cant expect from the beer broke HS kids choose to get drunk off of. I myself use to drink this as a cheap way to get drunk with little money until I found IPA's... I mean I guess once youre drunk you can care less whether its PBR or any other shitty alcohol drink haha   
look: 1 | smell: 1.75 | taste: 1 | feel: 3 | overall: 1 It Taste bad it looks bad the over all body was bad. I’ve been in the Beer industry for in total 13 years With Miller /colors an Anhueser Busch. PBR APA is disgusting. Bad smell bad taste has no body. Yeah $6 for a 12 Pk of 16oz can yeah. Total let down.   
look: 4 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 2.5 | smell: 2.25 | taste: 2.5 | feel: 2.75 | overall: 2.5 
look: 3.25 | smell: 2.5 | taste: 3 | feel: 2.75 | overall: 2.75 
look: 3.25 | smell: 2.5 | taste: 2.75 | feel: 2.5 | overall: 2.5 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.75 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 3 PBR is a classic and my baseline for all other beers I drink. It's not going to change your perception of beer and it's not going to turn you away from it either. Best served ice cold.   
look: 3.5 | smell: 2.5 | taste: 4 | feel: 4 | overall: 3.75 Look: obviously a american adjunct lager with the nice pale yellow look like most pilsners or weiss Bavarian ales    Smell: smells like can and corn but not as bad as other cheap beer got some malt in there    Taste: ok we all know this beer its cheep and affordable but out of all those american beers its the most drinkable besides rolling rock but only if its in a glass bottle but pabst has some taste its a little corny but there is some malt flavor poured out of a cane inti a glass this is a bomb ass beer for cheap. Tastes like blue can fosters with a hint of MGD    Feel: light mouth feel easy drinking    Overall: look ive have cheap to top shelf craft as far as beer in general its my favor alchohol so when i say for the style in price i mean it the only other cheaper american beer thats better is yuengling but its a different style and ill say this is better than its pilsner but only when poor in a glass not straight from the can. All and all not the best pilsner ive had that goes to lagunitas pils but for a american marco brew the best.   
look: 3.75 | smell: 3 | taste: 3.25 | feel: 4 | overall: 3.5 good beer for a hot day after working in the field. It goes down smoothly. 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 Pale gold, perfectly clear, wispy white foam that leaves decent lacing.    Cereal grain, a little simple sugar aroma.    Flavor follows with cereal grain being main focus. A touch of honey and earthiness on the end.    Very light, highly carbonated, balanced favoring sweet. Dry finish.    The quintessential punk rock bar beer. I've had too many to count and never plan to stop. After all, it was selected as America's Best in1893. "Ahhh, that beer taste!"    Cheers.   
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.75 | overall: 2.5 It taste a little too much like corn but it's not heavy on the diacetyl corn syrup like some other adjunct lagers that I have had. It's okay, just not as good as some of your euro pale lagers. Cheers! C   
look: 4.5 | smell: 3 | taste: 4.25 | feel: 3.5 | overall: 4 After pummeling my taste buds with hop heavy craft beer for the past year I wanted to retry the old High School go-to keg party beer. I'd remembered it smelled a lot like the cans it comes in and I am still not fond of that. I'm no snob tho, what a welcome experience to gulp a half glass and enjoy the refreshing light thirst quenching taste. It also has an iconic can and pours a beautiful glass of beer. $90 for a half barrel. Nice.   
look: 2.25 | smell: 1.75 | taste: 2.25 | feel: 3 | overall: 2.25 Nothing special here. Watery, not much taste or aroma, but on the other hand, had some smoothness and easy drinking. Average AAL. I'd certainly drink one if someone gave me one.   
look: 4 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.75 | taste: 4 | feel: 4.25 | overall: 4.5 this beer reminds me of the good ole days!! 
look: 3.75 | smell: 3 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 5 | smell: 3.5 | taste: 5 | feel: 4.5 | overall: 5 
look: 2.5 | smell: 2.25 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.75 | overall: 3 
look: 2 | smell: 2.75 | taste: 3.25 | feel: 3.25 | overall: 2.75 
look: 3 | smell: 2.75 | taste: 2.5 | feel: 3 | overall: 2.5 
look: 2.5 | smell: 2 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 2.75 | taste: 2.5 | feel: 4 | overall: 2.5 As far as a $6 six pack of 16 oz American adjunct lagers go... It's better than bud light. Really you get what you pay for, and it's not that bad.     Most tolerable on a late summer day at a bbq or tailgate with some American football. Don't over think it, it's just a cheap beer.    Look: light and bubbly, white gold.    Smell: yeasty, burnt white bread, fermented rice.    Taste: grainy, no corn, bitter, dry finish.    Feel: lots of carbonation, actually a good mouth feel. Reminds of what you get with a cold IPA on tap.     Overall: it's pbr either drink it or don't.   
look: 3 | smell: 3.5 | taste: 3 | feel: 2.75 | overall: 2.75 
look: 3 | smell: 2.5 | taste: 2.75 | feel: 2 | overall: 2.5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 A classic American beer. Cheap with some flavor to boot.  The look is very pale light golden with small steaming bubbles. The presentation of this beer is top notch classic! You just cant beat that iconic can! Every one knows you are drinking Pabts Blue Ribbon. The aroma is nice, white bread yeasty and thats just about it. The flavor is yeasty white bread that turns into a copper penny like taste. The finish is medium dry. There is a some-what wine character that is very underlying. This beer reminds me of Milwaukee's best Ice or a weaker version of steel reserve 211. The taste is very Miller like with that miller tang. Good news is There is no corny taste. Moving on, I like the feel of this beer. Very velvety mouth feel especially when its ice cold. Goes down well and you could easily down this in a few gulps. Overall this beer seems to taste a little on the light side for me. The flavor is not complex and at times tastes boring. Its good, Only if it's cheap enough. I bought a 6 pack of 16oz cans, it was over my price range for cheap beer. If the price was bellow $4 I would buy this beer all the time. That being said, get a malt liquor.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 5 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3 | smell: 3.5 | taste: 4 | feel: 3 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 1 My honey bought this for me.    Look: If I can describe the look of 'Merica, this can design would be the perfect depiction.    Smell: I cracked open this bad boy and poured it into my titanium gold 8oz goblet. The aromas I received were just orgasmic. Like a backwards sneeze. A hint of a fresh toasted bagel, with a light smear of Kraft Whipped cream cheese. As the smell reached the back of my throat, I got wisp of caramel macchiato creamer that I put in my morning coffee.    Taste: The taste was something I have never tasted before. As I sipped this beer, immediately I was reminded of Red's Apple Cider. It also reminds me of my child hood, drinking Mott's apple juice on my grandma's lap. As I took another sip, my tongue started picking up multiple flavors: Avocado, Mango,   and small apples.    Feel: The mouthfeel was splendid. Like an enormous raging clue exploding in my mouth. I was foaming but swallowing.    Overall: Would never try again. MMHMM.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 white trailer trash beer approved great taste ! 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Pours a clean,clear yellow color , smell had cereal grains,grassy hops and sweet malts. Taste was clean the way an adjunct lager should taste noble hops with cereal and malts a grassy clean finish. crisp mouth feel with clean refreshing taste.My o my did this pounder can hit the spot today,grading this for the style and it is very good.   
look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 3.5 | smell: 4 | taste: 3.25 | feel: 3 | overall: 3.25 I literally grew up on PBR. The first beer I ever had was one of my Dad's PBRs from the basement fridge. I drank this beer EXCLUSIVELY for 42 years (until about when it started its resurgence, at which point I figured I'd done my part to preserve an American icon, and moved on to craft beers). So much for "living on a beer budget".  I thought it was appropriate to make PBR my 1000th beer on BA. There was an appealing symmetry there, plus I feel that #1000 occupies a position of some significance. PBR deserves it.   Pabst is actually a decent beer. You can drink a lot of it without getting totally trashed, and it's pretty cheap so you'e not breaking the bank either. It was best in returnable bottles (remember them??) but it's OK in cans too. I occasionally run into PBR on tap, which is irresistible (it's not that much better, but hey - it's PBR on TAP!!)  OK, so it tastes a little grainy and maybe it's over-carbonated. But it's a damn sight better than Bud, Miller, or any other macro swill. Hint: drink this stuff COLD. Optimal temperature is when it CRYSTALLIZES when you pop the can or bottle cap. Mucho refreshing!   
look: 3 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 4 My first Pabst ever! (in Barcelona...)  Had nothing against it, it's a good American Adjunct, didn't wish for more to go with a tapas dinner. No aftertaste, no weird flavor, just a light and watery lager. This is what you want when you want to quench thirst.  Was quite okay (for me, at least).   
look: 2.5 | smell: 2.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 2.75 | taste: 3.75 | feel: 3.5 | overall: 3.25 
look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2.5 | overall: 2.25 
look: 2.5 | smell: 3.25 | taste: 3.25 | feel: 2.75 | overall: 3 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 This is actually not that bad - tried it on tap for the first time, many years after only drinking it out of the can. Looks decent, clear golden color with some fading head and spotty lingering lacing. Smells of grain and corn. Tastes similarly, along with malt and biscuit - actually smoother and less bitter than the typical AAL. Clean finish with good carbonation. I would actually drink this over other AALs in a heartbeat.   
look: 4 | smell: 2.75 | taste: 2.75 | feel: 4 | overall: 2.75 
look: 3.5 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3.25 
look: 2.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25 Called "Pabst Blue Ribbon import" in Canada when it is the American brewed version and comes in a 710m can. I don't like PBR brewed by Sleeman's in Canada at all. As far as this USA brewed PBR, it is by far my favourite version of an American Adjunct Lager beer better than even Canadian macro lager beer.   
look: 2 | smell: 2.25 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 2.75 | smell: 2.5 | taste: 3.25 | feel: 2.75 | overall: 3 
look: 2.75 | smell: 2.25 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 I have probably had hundreds of cans of this stuff. I feel like this is your best best as far as macro lagers. Smooth, no nasty aftertaste. Not great by an means, but safe if you have no other options.   
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.5 Look - poured from a 12 oz can. Straw yellow in color, a foamy head that dissipates quickly, though with same lacing. Carbonation is high and bubbles off quickly shortly after the pour.  Smell - very faintly sweet, with also some faint hoppiness. Not much else detected, but nothing unpleasant.  Taste - also light on flavor, but detectable malts well supported by moderate bitterness from hops. slightly sweet and dry finish.  Feel - light bodied, high carbonation, and respectable at around 4.7% for an adjunct.  Overall - in terms of widely available adjuncts, this is one of the best. clean, not overly sweet, and easily drinkable. A nice go to for the hot summer day.   
look: 3.25 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 For the style this is a very good American adjunct lager.     Clear golden with frothy lasting white head with clingy lacing.    Aroma is clean with pils malt sweetness, touch of corn, and light sulfuric note.    Flavor is light but clean and reasonably pils malty through early and mid-palate with a bit of corn sweetness.    Feel is very crisp and light with high carbonation and dry finish.     Easily the best American adjunct lager. I would challenge anyone on BA to put this one up against Founders Solid Gold and FW Lager in a blind side by side and see if people can identify which is which and also which is preferred. I bet it will be 1/3-1/3-1/3 for preference as this one has a bit less malt flavor but a bit more crispness and lighter body for easier drinking.   
look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3 Pabst is a very basic lager. It's about as average as beer can get, which isn't a bad thing. There really isn't anything unique about it. It's a very plain beer and I think it's decent.   
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Look, if it was good enough for my Dad and Grandpa then it's good enough for me. It's clean, crisp, refreshing and most importantly has no aftertaste. (sometimes I sprinkle a little salt in it) If you haven't had an ice cold Pabst Blue Ribbon in while, get to the store and try it again. Don't be embarrassed by the can, JUST DRINK IT!   
look: 3 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 2.5 | smell: 2 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 16oz draft pour into a pint glass shows the expected clear gold body and ever so briefly floats a 1/4in head of white foam leaving random wavy lacing.    Aroma is sweet, almost fruity, cereal.    Flavor matches.    Mouthfeel is softer than necessary, but clean and leaves no aftertaste.    Overall they didn't win a blue ribbon for nothing.   
look: 4 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3 Acceptable malty cheap gas station beer. 
look: 2.5 | smell: 2.25 | taste: 3.75 | feel: 3.25 | overall: 3.25 My first beer was this, only beer my grandad would buy.  Anyways, poured a 24 Oz can into a glass, foam initially thick head but dissipates rather quickly with almost no lacing  It smells like most American Lagers: musty basement, corn or grain, slight sweetness. Moderate carbonation.  Taste is nothing too special - can taste the grain and sweetness. Nice thing about this beer compared to others in this style is there is a slight bitter hop note on the back end. I'm drinking it ice cold and it goes down smooth, finishes clean very drinkable. All in all, i would prefer this over Bud or High Life. More flavor in my opinion. This isn't my favorite style of beer so the overall grade is a B-   
look: 2.75 | smell: 1.75 | taste: 3 | feel: 2.75 | overall: 2.5 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 when i was a kid growing up in Detroit Michigan this was the beer everyone drank at family gatherings except for me, i was a kid. as i got older i drink it and was unimpressed.   
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 3 Not bad for the style. Drink yeungling if you want cheap lager. 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.75 | smell: 2.25 | taste: 2.5 | feel: 2.75 | overall: 2.5 
look: 3 | smell: 2.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 Brings back my younger days. While not top shelf it goes down smooth. Definitely a go to cheap beer. 
look: 1 | smell: 1.5 | taste: 2.25 | feel: 2.25 | overall: 2 
look: 3.5 | smell: 3 | taste: 2.5 | feel: 2.25 | overall: 2.75 
look: 4 | smell: 2 | taste: 4 | feel: 5 | overall: 4 Watery, but in a good way, a charmingly simple session beer. 
look: 5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 Definitely my beer of choice after a hard sweaty day of work or mowing the lawn. The crisp bite it has hits the spot every time. Love the classic can look and hopefully it doesn't change. My grandpa drank the shit out of this and Budweiser and I keep the tradition going.   
look: 2.25 | smell: 2 | taste: 3 | feel: 2.75 | overall: 2.75 
look: 2 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 1.5 | smell: 2.5 | taste: 1.5 | feel: 1 | overall: 1.5 Have you ever drank carbonated cat piss before?  Now I can officially say I have.  Don't let this disheveled beer to which holds such high esteem in colleges and universities, (perhaps for being cheap) fool you.  Remember that mouse you got on sale for like 20 dollars but it ended up being a glorified RGB christmas light?  Well PBR is glorified cat piss, cheap and GMO infested.  Headache after 2.  Stick to non GMO and no preservatives, avoid this monstrosity.   
look: 3 | smell: 2.5 | taste: 2.75 | feel: 2.5 | overall: 2.75 
look: 1.5 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1.25 
look: 2.5 | smell: 2.5 | taste: 2.25 | feel: 2 | overall: 2.25 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 1.5 | smell: 1 | taste: 1 | feel: 1 | overall: 1 Hadn't had PBR is almost 30 years. Drank a ton of it in my youth, and had on my mind what a great beer it was. Until recently when I had one. Smell was worse than I remembered, but what stunned me was tasting it and thinking "what in the world is this crap!" An all around unpleasant taste that lingered far too long, and made me want to at least get a bud light to hopefully get rid of that taste. PBR makes Budweiser seem like a craft beer. I cant believe I used to drink this stuff, and I cant believe there are people who actually like it. Are their taste buds ruined?   
look: 3.25 | smell: 3.25 | taste: 4 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 Been a PBR fan since I was a kid after hearing Johnny Russell sing "Redneck White Socks and Blue Ribbon Beer". However today I drink it because it just plain taste good.   
look: 5 | smell: 3 | taste: 3 | feel: 2.75 | overall: 3.75 Have drank, will drink again. 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 5 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2.75 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 Sometimes you make good decisions, sometimes you buy two tallboys of these at a poorly lit gas station. I guess you could make much worse choices.   Poured a crystal clear yellow color with a fluffy white head that quickly faded away. Only poured it for the sake of curiosity, just drink it from the can/bottle like you're supposed to. Smells and tastes grainy, malty and a touch of of hops in the back. Pretty nice actually, light and nearly watery but what do ya expect. Good enough for another six pack in my fridge.   
look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 2.25 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Not bad. After a few tries this one has grown on me some. There’s still about a dozen aals that I would have over this. Right now it’s in the ok category for me. Cheers.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 2 | taste: 2.25 | feel: 4 | overall: 2.25 
look: 4.5 | smell: 3 | taste: 3.5 | feel: 3.75 | overall: 3.25 This is my go to value beer. For me, it’s a nice year round brewski. I definitely prefer more complex microbrews, but, on a happy hour or low cash flow day I have no issue buying volumes of PBR. This beer has a nostalgia for me. I’ve drank it since i was 12 years old. And, while that’s not appropriate or recommended...that’s what PBR is to me. It’s part of me and there is no better mass brew on the market for me. You could say, it’s in my dna.   
look: 4 | smell: 3 | taste: 4.5 | feel: 4 | overall: 4.75 
look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.5 
look: 2 | smell: 1.75 | taste: 1.5 | feel: 1.75 | overall: 1.75 
look: 2.5 | smell: 2.25 | taste: 2.75 | feel: 2.75 | overall: 2.5 
look: 2.75 | smell: 2.75 | taste: 3 | feel: 3.25 | overall: 3 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Great for hot dogs and burgers 
look: 5 | smell: 3 | taste: 5 | feel: 5 | overall: 4.25 OK beer snobs. This is damn good beer. It MUST be drank out of a ice cold bottle, not warmed. I have drank this since childhood and I really like it over the high brow stuff. Its making a comeback. I bought it in returnable bottles in my 20's, still taste best in the bottle, ice cold only!   
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 2 | smell: 2 | taste: 2.75 | feel: 2.5 | overall: 2.5 
look: 3 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3 
look: 2 | smell: 2 | taste: 2 | feel: 1 | overall: 1 Tastes like ass imo. 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 1.5 | smell: 1 | taste: 2.5 | feel: 1.5 | overall: 1.5 
