look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 The 10.31.2018 is awesome 
look: 5 | smell: 3.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 This beer's color absolutely radiates gold with a big foamy head, an absolutely gorgeous pour. Aroma is upbeat and citrusy, but nothing truly of note. Taste is smooth, dank but sweet with the expected hops bite. The big ABV and malt keep it mostly sweet at the back end of a swallow. Mouthfeel, again, is incredibly smooth. Delicious, but maybe a little too rich for more than one or two a sitting.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 This is one of the top IPAs I've had (and I'm not an IPA guy). Really had solid hops and offered great color and mouthfeel. Super value compared to Treehouse, Heady Topper and other rarities.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 I've drunk a lot of IPAs, Double IPAs, Imperial IPAs, and Triple IPAs--This is the tastiest brew I've ever had in my life! It approaches perfection like no other. A friend gave me two four packs of cans for my March 30th 70th birthday, which we drank on the use by date with other appropriate consumables--we were flying! I drank another can last night, more than three months past the use by date, and it was still absolutely superlative. Other than Dogfish 90, I prefer my strong IPAs lighter in color and this one is literally the light gold standard. Though it says its danky, I find its hop taste far from the dankiest. Rather its hoppy clear and true. I have one more can. I wish I had a case. It just doesn't get any better.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Solid readily available IPA.    The early iterations were definitely better, but can’t go wrong even now and remains one of the better offerings by Stone.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Drinking the Enjoy by 07/04/2018 that was filtered at the brewery. Very enjoyable but I like Hopslam a bit more. This doesn't come close to M-43, Crusher or Sip in my opinion. If I see it in Total Wine in Orlando this weekend I'll get another 6-pak. Would like to find it on draft.   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 The bar for fresh Double IPA's! 'Nuff said. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Enjoy by 7/4/18 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 enjoy by 7/4/2018 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from can (4/20/18) into a Dogfishhead pint glass  Look: Transparant and golden with 2 fingers of quickly dissipating head.  Smell: Wonderful aroma of citrus and hops.  Taste: Expectedly hoppy and bitter with minimal aftertaste. Very refreshing. The 9.4% AVB is not easily detected (until after you finish the can on an empty stomach)  Feel: Moderate carbonation.  Overall: An excellent Imperial IPA.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Had Enjoy by 4.20.18 and 12.25.17. Good beers. A little late on both reviews, of course... 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Enjoy by 4-20-18 , Citrus, hoppy, yeah. 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Enjoy by 4.20.18 from 12 oz can. Beautiful pour - brilliant clear copper with great head and steady bubbling. Smell from my tulip glass is ripe fruit, dank grass, the waft of alcohol and a touch of citrus. Taste is an intense depth of balanced malt, hop bitterness, carbonation and hop flavor. Finishes slightly sweet on the back end. They have done a nice job taking what could have been an overly intense beer and making it very drinkable. This is a great beer.   
look: 3.5 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.75 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 Enjoy by 4.20.18! 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 Enjoy By 04.20.18. I love the concept, perfect for a double. Happy to see it in 12 oz cans.    L: beautiful golden with creamy lacing   S: citrusy hops galore  T: smooth malts lead to hop explosion with peach undertones  F: full bodied, alcohol warms the skin  O: quintessential double IPA   
look: 3.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 A: Wonderfully clear and golden. Excellent lacing.    S: Sweet pine, peach, and citrus.     T: Clean and crisp. Citrus fruits, juicy peach, and pine.     M: Light and sticky. Once again crisp and clean. Exceptionally easy to drink.     O: I’ve been drinking IPAs for awhile, and a lot of them. This big guy is probably my all time favorite. This beer is the quintessential example of what a double IPA should be. It is old school. It doesn’t chase fads. It focuses on hops. Brewers that have simply labeled unfiltered IPAs as “NE Style“ should take notice of this bad boy and bow down accordingly.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 Enjoy by 4/20/18. Canned on 3/14/18.    Pours a clear gold with an orange hue.     Devastatingly dank as the can says, yes, I would agree. This brew is resiny as the dankest dank.     A bit over the top. Straight dankness is not what I look for in a fresh brew, especially as the main component.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 Enjoy by 04.20.18, 355ml can poured into a snifter.    Transparent orange amber color with thick creamy off-white head with good retention, the head gradually collapses to a long-lasting foamy crown and leaves some lacing behind clinging on the glass-side.    The aroma is purely a hop burst. Intense tropical, citrus, bitter orange, tangerine, peach, papaya, lime, dank, pine, and heavily resin that are back by sweet malt at the back end.    Fresh and intense hoppiness through the palate sensation, tropical fruit, citrus, bitter orange, tangerine, peach, papaya, lime, dank, pine, and heavily resin just like the aroma plus with solid bitterness lingering at the end. Malt is there too as the sweet support.    Medium body with some bold touch through the palate, the mouthfeel is smooth with rather low carbonation but proper to carry all the things well. Finish is typically dry.    Super fresh and devastatingly hoppy. Drink now as soon as you can.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 Bottled 3/14/18. BB 4/20/18.    A: pours a bright, brassy gold with 1 finger bright white head and streams of small bubbles visible. Outstanding sheets of lacing.    S: piney citrus. A familiar resinous sweetness, with a lemony, citra undercurrent. Not terribly tropical, just resin and bright citrus.    T: slightly sweet, hoppy arrival. Fruity, juicy, citrusy, white bread middle. Lingering piney citrus hop bite. There's that vaunted dankness! Alcohol is well hidden, and given the highly drinkable texture, that is a dangerous combo.    M: I love the feel of this. Solidly midweight, but really clean, and with enough carbonation to keep it really lively on the tongue.    O: well, that certainly lives up to the hype. It is not really breaking new ground in its hop profile, but it is what I love - a classic style, perfectly executed. Furthermore, in what is kind of an insult to Stone, I think this is a really balanced beer. Certainly dominated by hops, but the sweetness of the malt stops it from being overbearing. Very nice. I'd say I'll buy it again, but I am getting old and can't hang with 9%-plus beers the way I used to. Really happy I finally got around to this.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 3.5 | overall: 4.5 For Enjoy by 04.20.18  What I like an IIPA to look like! Clear gold with volumnous white head, great retention and lacing.  Not as dank as I thought it would be given the date, but its there. Lots of mango and tangerine, though.  More dank in the flavor, lots more mango, not as much citrus. Bit of malt sweetness, and a clean, bitter finish.  A little stickier than I like, but not cloying.  There's a reason some breweries are so successful even when they're not chasing trends.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Canned march 14th 2018 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Nice golden colored hue. Creamy white puffy head which remains. Smells like grapefruit, pine,orange marmalade, fresh dough cooking.Tastes like a super hoppy,fresh,tangy,not too astringent. Feels amazingly smooth ,crisp,well balanced .Overall this is a kick ass IPA !! I would guess it at a 7% A.B.V. it is actually 9.4. Really good stuff.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 4-20-18 batch. Poured into snifter. Orange gold a little bit of haze. Strong citrus grapefruit aroma. Flavor follows the aroma with a very smooth follow through with an excellent hoppy finish. An absolutely fantastic beer.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 Canned 3/14/18, consumed 3/25/18    Poured crystal clear honey amber with a decent head that left good lacing.    Aroma is a heavy but balanced whiff of danky and piney hops with citrus fruit. West Coast style amplified.    Taste follows aroma, but the malts come in here. Slightly less fruity than the aroma.    Mouthfeel is heavy, solid bitterness, but everything feels smooth with a clean, dry finish. Nothing lingering.    Overall, a very solid and strong West Coast DIPA offering from Stone. I find their regular IPA to be a bit too bitter; this one here, although much stronger, is far smoother and more balanced. Great price for a tasty, strong DIPA, also a plus.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Pours a foggy copper, nice off white head. Aroma is mostly hops. Stone does IPA's well, this one is no exception. 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 3.75 | feel: 3 | overall: 4 A solid IPA. As to be expected from Stone. Nice cloudy pour. Strong hoppy aroma. Its missing something. Im not sure what. Good hop taste. Not overpowering, but is it possible for a beer to be too hoppy? Not in my experience. I opened it past the enjoy by date. What can I say, I like to drink dangerously.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Any bottle of this IPA is enjoyable as some things are just not worth changing -- this is one of those things! 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 This is a darn good beer. My brother in law got a six pack of Enjoy by 10/31/17 in late December for $1. It still tasted great. 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 I had the enjoy by 12/25/17. 
look: 3.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Pretty darn good, but a bit overrated given the stellar reviews I see here. Not very special to look at, great nose and very good to taste. Not throwing cold water here folks, I was just a bit surprised by the over the top reviews I saw on the site. This ABV is very well disguised and it's a thumbs up, just not "world class."   
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 12/25 edition, 
look: 4.25 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 I frequently say that I'm not a fan of hop bombs, yet very time I have one like this I have to reconsider that position. Excellent smooth hippy deliciousness.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 3 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from a bottle into a pint glass.    Murky apricot color. Fizzy head that settled to a skim. Viscous looking surface tension. Intense smell of pine, sweet pineapple, citrus, and grass. Equally intense taste with a prominent hop bitterness. Malty backbone. Decent body. A little slick.   
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 Devastatingly DANK! The marketing on the can embraces the date! This was "Enjoy By 4.20.2018". It was canned on 3-14-2018, and meets the 'fresh' standards when enjoyed. :-)    Stone did not disappoint with this DIPA. I thoroughly enjoyed this, and will definitely pick up some more. Excellent hops forward IIPA!!! I have enjoyed the "Enjoy By" series, and will continue to follow it.   
look: 5 | smell: 5 | taste: 4.75 | feel: 3.75 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Stone is without a doubt one of the best breweries in the world. Their IPA is delicious and this variety is very close to Arrogant Bastard and is extremely enjoyable.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.5 
