look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 Having lived in Brussels for some time, this was my to-go beer for just about every circumstance. It is sold at Belgian supermarkets and groceries stores for about 1,20€ a 33 cl bottle. Lucky me!   First of all, there are some slight batch differences in Duvel (pronounced Doo-ee-vell), with some bottles sporting a clear transparent liquid and others with a small deposit of yeast at the bottom. I advise to turn your bottle slowly to check if there is some sediment and if so, to try to blend it, for it will contribute to a much better aroma.   The look is of more of a golden ale than a blonde one, with thick foam, almost like porter-thick, that grows fast upon pouring. The sediments, when present, gives a slight greyish translucent aspect.   The smell of Duvel is one of the most identifiable beer smells. I could pick it up any time in a blind tasting. It has yeast all over, and a deep sniff will fill your nostrils with a very distinctive hop, giving away what is yet to come upon tasting it.   And indeed, the yeast comes first but not with that typical flavour of bread. It is more of a combination of the yeast with malt, bringing up some faint spicy notes such as cumin, but mainly citrus notes such as a little bit of bergamot, coriander and lemon-grass, and then some heavier notes such as caramel, that combined with the high content of ethanol, gives its particular roundness. The hops then settle in. Not being a strongly hopped beer, the alcohol helps the hop flavours to reach all the corners of your mouth and to explode in contact with the air.   Just remember of the high content of ethanol. It is a very addictive beer, but with one and a half bottle, you'll start to get tipsy!   I think the Duvel brewers have made a very good job keeping a lot of presence and personality in an industrialised beer.   
look: 3.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 How have I not reviewed this before? This my standard every single time I'd visit the Kebab Factory 12+ years ago. This 33cl bottle dated 04-2020 I picked up at a supermarket here in Bonaire, Dutch Caribbean. Served in a tapered tumbler. Beer is extremely pale, even for a BPA, and could be mistaken for a Corona -- or as it's known around here, Amstel Bright (except it's in a glass). This one at least forms a nice white lacy head.    Aroma is floral from a combination of hops and yeast. Flavor is harsher/stronger than some Belgian pale ales, with a yeasty bitterness, aggressive carbonation over a creamy body, and orange pith. Good flavor, good style, and wide availability make this a winner, but in my opinion there are plenty in the same genre which are more remarkable: Delirium Tremens, La Chouffe, or my personal favorite, Southampton Grand Cru.   
look: 2.75 | smell: 3.25 | taste: 4.25 | feel: 3.25 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 Delicious, but far too much head from even a modest pour. Good, but cautious pouring is advised. 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 3.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 As perfect as a beer can be. Golden with fluffy egg-white head and adds to the flavor, leaving lingering lace. Flavor is robust, boozy, piney, citrusy, and full with an ester/candy finish. Luscious body. You get your money’s worth with this beer and at 8.5% it’s all you need.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 in my opinion this is the standard for the style. other breweries have tried to match it but have fallen short. its never disappointed and im always smile when i see it on tap.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 Had years ago, but first repeat since. Pours a fairly clear golden with bit of chill haze and a big fluffy white head that hangs on in big fluffy chunks. The aroma is wonderfully sweet but spicy with prominent banana, all spice, clove on background of fresh bread. Taste follows with banana, bit of citrus, some peppery spiciness and clove, but also hints of piney bitterness and a touch of booziness. Smooth well carbonated mouthfeel with medium body that drinks super easy - quality beer.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 M75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Pours a clear, pale straw coloration with visible coloration and a large, foamy/creamy head. Smells of light biscuity malt and fruity esters of green apple, with just a hint of citrus and mellow funk coming through as well. Taste follows the nose, with the fruity and mildly tart apple/pear and just slightly peppery yeast esters in the foreground, complemented by citrus notes, light biscuity malt and just the merest hint of mellow funk. Finishes with a very light bitterness and a very mild funky tartness lingering in the aftertaste. Smooth mouthfeel with a medium body and carbonation. First off, it's incredibly how easy-drinking this is at 8.5% ABV, with a great balance of mildly tart and spicy fruit esters, citrus notes and very mild funk.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 L:. Pours a straw gold yellow with a small white head and no lacing.    S:. Fresh baked bread, Belgian yeast, lemon, some peach and a slight bit of orange. Very inviting.    T:. Strong Belgian yeast with clove and coriander mixes with a slightly orange and lemon, some fresh baked bread and a slight funkyness. Booze is slightly noticeable wonderful taste.    F:. Medium body and generous carbonation.    O:. This beer is an absolute classic.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 From notes 4/9/12: Pours a clear medium gold producing a tall, frothy, very persistent, white head which leave chunky and sticky lacing. Aroma and taste: Belgian fruity esters of apple, pear and white grape, light Belgian funk, pale malt and spice with delicate hop hints. Alcohol is noticeable in both nose and mouth. Medium bodied with abundant carbonation, lively in the mouth.   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4 | taste: 5 | feel: 5 | overall: 5 These stupid parameters. I suppose it's based on the the style. Duvel checks all boxes but to someone who isn't familiar with Belgian beer, it might be confusing. Who cares what it looks or smells like? The taste overcomes all. Abilitiy to get drunk comes shortly later. This is the best beer of this kind by far. It might be the only beer of its kind. Others strive to mimic, but only Duvel tastes like Duvel.   
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4.25 
look: 2.25 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.75 Sampled this tasty beverage with a cheeseburger the other day before attending a rock concert and was not disappointed. Great beer, great burger and a phenomenal show.   
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 4.25 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 Duvel 8.5% Belgian Wheat beer    L4.25 Good cloud, excellent head. Light colour.  S4 Big wheat  T3.5 Wheaty (obviously), but with sour notes, not quite to my taste.  F3.75 Average body, good carbonation  O3.75 looks & smells great. Classic inviting branding with talk about 3 months (probably leading to sour notes!). Sour element not to my taste, but an interesting beer none the less.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Viene con una cabeza blanca que perdura por bastante tiempo. Es de cuerpo medio y carbonatación media. En boca es una cerveza muy rica con una sensación cítrica.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured a beautiful, crystal clear gold with a nice, big thick white head that had great retention.     Aroma is a just a slightly less than I want it to be. The taste, though, is full fruity with the distinctive Belgian yeast, really spot on.    Feel is medium, terrific lively carbonation with a bit of solid bitterness.    Overall, very easy to see why this is the standard for the category. I only wished the aroma was a bit more intense. Absolutely love the flavor and feel of this classic.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 One of the best I've ever had. Like other Belgian ales, Duvel is deceptively strong. I bought it based on the rating and that it was $1 less per bottle than the Delerium Tremens I was going to buy. Since then, I've bought it from another store that is much closer to my home but it doesn't carry DT. Pour it slowly and you will be rewarded with minimal foam and a great aroma.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 4 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.75 Is it Doovelle or Dooooooovle? I am hearing it’s the latter..lol. Ah, who cares. This is a great golden ale superb in taste and carbonation. It’s a party in your mouth. Let’s gooooooo!   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 2.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 Outstanding blonde ale. Arguably a standard setter for the genre. Wonderful. 
look: 3 | smell: 3 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Simply brilliant , especially for the price point! Pours a beautiful golden colour with large frothy head and fantastic lacing. Smells a bit of pine and yeast with citrus notes. Taste is a bit malty with noticeable yeastiness, a nice hoppy but sweet tang to it and extremely crisp. Very thirst quenching and great mouth feel which does not feel like it is an 8.5% beer; quite a bit tingly on the tongue thanks to the large amount of carbonation. All in all an absolutely brilliant beer and a regular go to for me, especially in the summer.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 To still be relevant after decades! 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 1 | feel: 1 | overall: 2.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3 | taste: 4.25 | feel: 4 | overall: 4.25 Smoothest macro brew out there and feels nice and warm after one bottle. Doesn’t drink like it’s over 8 percent. Tastes and smells very yeasty but not in a bad way. If you’ve seen my delirium tremendous review then you know how I thought that Belgian triple tasted like bud light or natty ice. This actually embodies a nice belgian. 3.8/5   Down scored because let’s face it... it won’t hold up to the greatest in the world and beers like trillium are my barometer. For a beer that is easy to find in the store... A+   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3.5 gold Amber, strong mouth feel, very malty, feels strong but hides alcohol 
look: 4 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 Outstanding Belgian Beer. Can be drank all year round. Great look and taste. Highly recommend. 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.75 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.25 | taste: 4 | feel: 4.5 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.25 | taste: 4 | feel: 4.25 | overall: 4.25 Straw yellow. Frothy head strong lacing.    Lemon, bread, spice notes.    Banana bread, belgian spices, lemon.    Light to medium bodied. ABV is deceiving. Dry sweet finish.    A classic.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 Slight banana hint and nice citus upfront. 11.00 for a 4 pack is a turn off though. 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 Excellent beer, tasty in every way, it's sneaky with the high 8.5 abv and is incredibly drinkable. Great head retention, lacing, hoppy with sweet and golden tones. Great body!   
look: 3.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4 Poured from a 750 mL bottle into a glass. Split across two glasses.    Look - First glass was incredibly clear with a light golden color. Large fluffy white head with great retention. Second glass was much cloudier due to the yeast. Head was smaller and also shorter lived.    Smell - Almost nothing on the nose from the first glass. The second glass had a more funky malt smell.    Taste - The first glass was an amazingly balanced drink, malt forward with a mildly hoppy backend that works together as a cohesive whole. The second glass was similar with a bit more tang from the yeast.    Feel - The strong carbonation gives this wonderfully balanced beer a great lively character. Really feels good on the tongue.    Overall - A truly great beer, very neutral and balanced. Warmer is better than colder, and with yeast is better than without.   
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.25 not sure the attraction to this insanely expensive beer. tastes like skunked spaten to me. 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 Prime example of the style. Pours straw-light gold. Thick foamy white head with considerable lacing. Aroma is somewhat spicy with hints of banana/orange. Taste is similar and somewhat soapy. Just enough bitterness - highly carbonated and full in the mouth. Overall, very good.   
look: 4.75 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 Had this a long time ago so this review is stale. Just logging for my information. I bought a six pack and never wanted to to buy again. I think I drain poured the last two. Probably need to try a single bottle again to confirm or disprove.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from fridge temp and allowed to warm. Pours a nice deep yellow with a considerable amount of white head. This was an aggressive pour. Nose is really unique and nice. Lots of citrus peel, pine, wheat, and a bit of funk. Getting a bit of lactose as well. Maybe a bit of leather. Taste is crazy. Definitely a bit bitter up front. Good amount of wheat, pine, and citrus, but man there is a good amount of bitterness. Really get the feeling I'm sucking on grapefruit peel. I like it. Mouthfeel is dry and sticky. Overall, fantastic golden ale.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 5 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 3.25 | overall: 3.75 This is the first Belgian strong pale ale that I have tried out. Interesting. It reminds me of a hefeweizen but a little more sour & spicy tasting. It's not clovey tasting, but their some sort of spice going on. It is quite lovely. This would go great in the spring & summer time of the year. That high abv is hidden consummately. It's classy & champagne like & sweet but it's still not better than a lot of German wheat beers that I have had. The sweetness can be a tad bit cloying. Cheers! B   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Very solid offering. Always good!     A classic example of a good Belgian beer. I find the Belgian style too abv heavy for many occasions though! 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 L-Two two and a half fingered THICK bubbly/frothy headed beer with a bubbly straw golden body.   S- I get grape, apple, pear, lemon zest, phenol, barley and malt. The smell is a crisp and immediate aroma. Very sour.  T- Biscuit, lemon, grape and apple. Very delicious. The flavor is honest, quick, and sharp. Extremely fresh  F- Medium bodied, pretty dry finish. Works well with the beer.   O- Extremely well crafted beer. Very champaign like. Delicious.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 From a 330ml bottle marked best by 12/2018. Straw color with a good two fingers of white foam. Citrus and yeast funk smell. Medium feel, good carbonation. Tastes of lemon, spice, and floral hops. Certainly good, but not my favorite in this style.   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 I spent $8200 on this beer for my wedding. Think that explains how I feel.     However I'd like to forewarn there is a difference between bottle conditioned and biere conditioned. One tastes a lot better, I always forget which and it's hard to clarify. When you get the right one it's the best beer on earth.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 5 | feel: 5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 Wow...frothy head...remains throughout...incredible lacing that persists like a beautiful cloud...citrus smell and taste, very pleasing all around. Drank it from the bottle in Bruges, Belgium,   
look: 2.5 | smell: 1.75 | taste: 1.25 | feel: 1.25 | overall: 1.75 This beer disapointed me greatly. A fuzzy/cloudy yellow color presented itself with a thick head. The smell was of strong malt. The taste was disgusting and was a mix of flavors, it had different fruity flavored malts which went to war against grainy flavors. It was like somebody mixed 3 random beers together. The finish was rough. I expected to like this beer as it had solid reviews and was excited to try it, but it let me down. I decided to try it again, and it was still garbage.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 Flowery golden taste, 
look: 4 | smell: 5 | taste: 4 | feel: 4.25 | overall: 4.25 Pours a nice golden yellow with a thick white head. Very Belgian in flavor, delicious. 
look: 3 | smell: 2 | taste: 2 | feel: 4 | overall: 2.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 4.5 | smell: 3.25 | taste: 4 | feel: 3 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Crisp pale, lively with bubbles and a Thick white Head the wont stop     Strong citrusy hops scent     Gives a good balance between hops and malts, light flavoured with a smooth spicy citrus     The volume of bubbles deceives as it does not feel over carbonated but rather a pleasant tingle.     Nice presentation and wonderful to sit down to and relax to. Overall excellent.   
look: 4.75 | smell: 4.75 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 From the bottle, it pours a lovely clear golden color with a beautiful white head. The head sticks around for awhile. The nose is a bit of citrus. The mouth gets the lovely crisp flavor of a bit of malt and some hops. Yum!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is my favorite beer hands down. My wife loves it too! 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Look it's a beautiful golden ale with a thick white head and nice lacing.    Smell: Citrus and a slight hoppy pine smell. Has a kind of a cider note.    Taste: it is very crisp and bright, reminds me a little of cider because of the fruit notes. Some hoppy goodness and slightly sweeter.    Feel: very crisp    Overall: this is just a great ale.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Finally reviewing this one, bottle BB 12/2018:  Pours a lovely golden with a light chill haze (and yellow with a murkier haze if proper decanting is not done). Of course, the cumulonimbus cloud of white head is a well-known property of this beer. This falls into rocky peaks in an interesting near-geologic study. Lacing isn't as heavy as expected, but is quite strong.    The nose is a nicely balanced combination of sweet-leaning orchard fruit and a grassy to very lightly piney hop note. There's not much more complexity than that, but that simple recipe is very enticing.    Taste starts with a light, white cracker malt note. Upon this is layered a thin spread of apple butter. This provides the base upon which a spritz of citrus is added (with a little more tang when the dregs are included). The carbonation isn't as powerful as expected, but is in multitude with each sip. This might aid the pepper notes that come on as we transition towards the back of the beer. The orchard fruit becomes citrus pith as the bitterness starts to gain, combined with the pepper, there's a combined zesty bitterness here.    No surprise, just a well put together pale ale that is medium dry in the end. No frills because none are needed - a moderately complex beer without any extremes.   
look: 5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Great tasting strong beer that will kick ur butt. I don't care for the name but still. 
look: 3.75 | smell: 3 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 12 oz. bottle poured into a tulip glass.    L---Golden yellow (duh) with the thickest head I've ever seen. Head lasted forever and left tremendous lacing.     S---Citrus (lemon), sweet & floral.    T---Citrusy (grapefruit & lemon). Excellent balance between hops & malt. A little pleasant funkiness.    F---Lots of carbonation. Lingering taste/aftertaste.    O---An excellent Belgian. This is what so many American Belgians aspire to be, but fall short.   
look: 5 | smell: 4.25 | taste: 5 | feel: 5 | overall: 4.75 An amazingly refreshing and crisp ale. 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 wubba lubba dub dub 
look: 3.5 | smell: 3 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pale golden body with lots of carbonation; frothy, sticky, sculpted head. Excellent fruity aroma; notes of pear and grapefruit. Beautiful light malt backbone with a light, estery flavor; alcohol builds up slowly yet never overpowers the overall taste; very subtle sweetness off-setting the hops and alcohol. Relatively light body; powdery; dry finish overall.    This is a strong beer with character. It exudes a kind of lightness in mouthfeel while also delivering a lot of depth and balance with great flavors. Well-rounded, easy drinking (for a relatively high ABV), and quite satisfying.   
