look: 3 | smell: 3 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 Canned on 07/31/18 stamped on bottom of 12 oz. can:    Pours golden, with a thin white pillow head. Lacing sticks.    The smell is of orange, caramel, and a touch of aspirin.    The is citric - especially orange. Lightly caramelized malt mixes in. Aspirin-like bitterness in the finish.    It has a firm medium body.    Leaves a bitterness without much flavor in the aftertaste.     Overall, it's a nice IPA (though nothing particularly special or outstanding.)   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 Very fun of the mill IPA. Really nothing truly special about this IMHO. The stouts from Cigar City Breweing are something really special. This was mundane.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 ABSOLUTELY MY FAVORITE IPA OF ALL TIME!! Had the pleasure of trying this on draught multiple times on vacation in Clearwater, then I moved to Tampa shortly after. This beer is so great on draft and surprisingly great out of a can. Unfortunately they don’t bottle it but if you don’t live in an area that sells it often you should get your hands on it. You won’t regret it if you truly love IPA’s.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 Solid beer for what it is 
look: 4 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 3 Don't understand the 4.0s and higher. This is a run of the mill west coast style IPA, dime a dozen in my opinion. Very simple taste profile, mainly bitterness. Not that it's bad, but not a 4.28 average at the time of this review. That's getting into Treehouse range, and there's simply no way this beer flies at that altitude. Much prefer Sam Adams NEIPA and Rebel to this, as well as Voodoo Ranger, SN Celebration Ale and Torpedo, Lagunitas Sucks and Maximus at this price point or lower.   
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5 L: coppery color, clear  S: citrus forward aromas  T: surprising bitter punch followed by some grapefruit notes. very little complexity  F: maybe a little too much bite  O: I don't really think of Florida as a hot market for craft beer so maybe relativity explains the high ratings for this. But honestly I don't get it. This isn't bad by any means but it is blown away by many other flagship IPAs out there.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 Love Cogar City 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4 | overall: 4.25 I drank and loved classic east coast ipa. my early years were ballantine ipa. that said this fruity ipa with  Grapefruit finish just makes sense in south Florida. you an buy this ale everywhere.. The local craft beers are doing variations of this style and many are a little better but you can,t buy them in 7 11 type stores. Florida has its own style ipa and this brew deserves respect   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 Delicious and light. This is a beer that has every kind of note you want out of a mellow IPA. Not too strong and great introduction to the style, no wonder why CCB has been so popular, they do not play around when it comes to refreshing beers!   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Nice IPA. Solid drinkable IPA 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Poured from 12 oz can dated 8/23/18 , so about a month old. into the test glass.  A - Deep copper color, slightly opaque, stunning frothy cap.  S - Nice blend of citrus and pine, pineapple rings, sweet malt and orange reduction.  T - Follows the nose well, add a bit of spicy hops, solid malt base.  M - Medium in body, water profile is not to soft, which I like, the start is tangy, the mid adds the bitterness, and the final is semi sweet .  O - A very good beer, the malt base and hop treatment are like Fred and Ginger, effortless in its balance.  Well done.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 A very tasty IPA. 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 An easy to find IPA that is refreshing and from first to last. It's not overly bitter, but maintains its taste thru the glass. It never loses flavor from first sip. Reasonably priced.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 On tap. 16 oz. into a plastic cup. It was at a pool bar in Key West, so I'll let the plastic cup slide.    L---Burnt orange color. Nice white head with good retention. It was in a plastic cup, that's really about all I have on its look.    S---Citrus (grapefruit & orange). A little bit of pine adds some bitterness to the sweet fruit.    T---Hoppy. Citrus is obvious, mostly orange, but the grapefruit hasn't totally disappeared. Some pine as well. A pretty good amount of bitterness.    F---Well enough carbonated. Smooth. Not juicy, but not dry, either, a medium mouthfeel.     O---High quality IPA. I suppose it probably got some bonus points out of me b/c I was at a pool in Key West, but screw it, that's where I had it, so it can have the bonus points. It's a Florida beer after all.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Very nice balance of mostly citrus fruits with some pine hop and not overly bitter at first then a punch of tangy orange hop flavor and caramel malt sweetness finishes this beer. Well done from the Sunshine State. Cans FTW!   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 12oz can dated 7/25/18 purchased at Town Center. Hazy amber color and citrusy nose. Citrus taste with orange, a touch of caramel malt and orange peel/grapefruit on the finish. A very good enjoyable beer.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 One of the best beers you can find in shitty stores across the country 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 It was an old can of Jai Alai, unfortunately. 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Delicious ipa with notes of tangerine. 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 Best Florida beer I've had. Readily available, and pretty high quality. As a Bostonian, I'm always worried about not having craft beer readily available in new places I visit, but Jai Alai has made my trip down south one to remember.     L: Dark haze  S: Orange  T: Malty, bitter orange  F: Smooth, fizz at end  O: Solid   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 On tap. Dark orange color with frothy white head. Smells of citrus. Medium feel. Grapefruit-like hop flavors dominate, but it's well balanced with malt. A great IPA.   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4 Really good. Little lingering taste or I would have rating higher. 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 WOW another fine brew from Cigar City. Perfect balance of citrus and malt. 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 This was the first IPA I actually liked when I was new to the IPA scene. Now they come in 12 packs which is ideal for hosting parties to preserve your own stash or if you’re looking to supplement your weekly pick-up.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 L - Hazy, opaque, burnt orange/copper with a medium to thick, frothy/creamy light tan head that sticks around and leaves a nice amount of lacing behind.   S - Bitter hops with notes of citrus and caramel - somewhat faint.   T - Follows the nose with bitter hops up front followed by notes of sweet citrus - mostly orange or tangerine?, held nicely together with a caramel malt backbone.   F - medium to full bodied with a moderate amount of carbonation. Smooth and somewhat creamy.   O - Everything is perfectly balanced in this IPA - the hops, citrus, malt - is it my favorite IPA? Probably not, but this truly is one of the best all around IPAs I've ever had. Well done Cigar City.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.25 | overall: 3.75 Delicious. This is a staple for me whenever I venture down south on vacation. Fantastic taste, the mouthfeel is a bit on the lighter side which really highlights the hops. Try to get your hands on the cedar aged version if you can!   
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Mesmerizing clarity, with a medium amber body. The frothy, off-white head melts slowly...yet surely...leaving evenly spaced rings of lace in its wake.     The scent is light yet lovely, with honeydew, citrus, and resinous hops melding perfectly against a soft caramel backbone.     The taste is equally smooth and round, matching the scent for the most part, while adding a surprisingly impeccable secret ingredient in the form of a dash of black pepper. Meanwhile, the honeydew steps it up a notch, evolving into a sweet limeade flavor. Medium bitterness is notable and lasting, yet well balanced by more more detail-oriented surprises: Juicy peach and buttery peanut brittle add to the delicate and detail-oriented balance.    The finish is less dry than similar IPAs and the carbonation is less prominent, but the bright, hop-focused recipe maintains this inconspicuously packaged beer’s rightful place in the IPA canon.    Overall, this is a deceptively complex beer with a little something for everyone. Both classic and surprising, both palatable and daring, it’s tame, but goes through the mark.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
