look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 This is another brew that I cellared in fall of 2016 and it also cellars well...and still pours a nice dark almost ebony body with a hearty lite tan foam that dissipates fairly quick, but leaves a nice foam around edge...could be the cellaring.  As for the aroma...it has mellowed some, but yet it still has the hint of the roasted malts, chocolate & slight coffee to it along with the ABV a lil' more pronounced.  The taste in your face ABV with the chocolates, malts, & coffee along for the ride, and what a ride to take...Well worth admission!!!  As for feel I fell it has mellowed with the ABV upfront, but that's me...it is smooth with some very slight dryness at the end, but very pleasant at the same time.  Either way you have this brew (cellared or fresh)...it is a win win, cellared or not...it delivers! Enjoy!   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 L-dark with nice head when poured quick  S-great notes, a nice strong aroma  T-smooth, wish it was a touch thicker  F-strong taste and strong smells, it’s a great taste  O-for the price it’s a winner!   
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 The beer pours a deep black with a large brown head. The aroma is thick and powerful, with loads of dark chocolate, but also molasses, raisin, plum, licorice, burn caramel, and mocha. the flavor layers dark and milk chocolate throughout the sip with blackstrap molasses, rum soaked raisins, cedar, dried pine, hickory, burnt meat ends, caramel, licorice, and just a hint of orange peel. The mouthfeel is medium bodied, with aggressive carbonation and a dry finish. Overall a masterpiece that reminds me of the power and intensity of a classic imperial stout, not sweet finish, not flavorings, just solid beer all the way through.   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 A solid offering from Brooklyn. Aroma was mostly coffee followed by roasted malt and chocolate.  Taste was bitter black coffee upfront followed by bitter dark chocolate. Roasted malt added flavor and the high abv did add to the o erall flavor as well but made it a little rough around d the edges  Worthy of a try but not going to compete for world class yet but that's ok,still a solid beer   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Poured a 12 ounce bottle with a smudged date (bought it at a grocery store so it was probably fresh) into an Abbey long stemmed tulip. Color was dark impenetrable brown with a sizable tan head that stuck around for a while. Smell was increasingly chocolatey as it warmed up with a charred malt base. Taste mirrored the smell with minimum alcohol presence. Mouthfeel was fine.    This got mentioned in Vintage Beer as a good candidate for aging so I already have another to cellar and it's not very expensive so maybe I'll snag a couple others.   
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 11-26-18 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Poured from a 12oz bottle with no clear born on date, however, I believe it is a best by 11/21; into a snifter.  Appearance- a deep black in the body, but a little clearing at the bottom and the head, similar to cola; head is merely a thin mocha ring around the edge and lacing is absent.  Smell- dark chocolate, brownie batter and dark roasted coffee!  Taste - dark roasted, malty coffee is most profound in the flavor profile, with hints of soy sauce and the dark chocolate making a brief cameo!  Feel - definitely a sipper, but a fairly easy one at that; smooth with some dark chocolate and coffee bitterness!  Overall- all in all this is great, it just lacks the character to stand amongst the best in the category; a very good RIS that I would certainly recommend if you haven’t tried!   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 2015 vintage score...thanks John at Twin-Lo! Poured moderately hard to a tulip glass at room temp. Dark black color, with a nice 1/2” mocha head. Tons of heavy lacing just grips the glass and doesn’t fall. Nose is all dark chocolate, with a slight smokey char aroma. First sips follow the nose, with a bit of dark pit fruit. I’ve had this fresher, and this seems like it got hotter with age! Not overly boozy, but unexpected compared to the way the ABV usually hides. Mouthfeel is full and satisfying. Always a stable stout, aging brings some subtle differences. Another 4 cellaring!   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 The flavor of this beer is quite muted for a beer naming itself Black Chocolate Stout. I am getting a lit bit of dark chocolate roast, a little syrupy taste, a little bit of hop presence. Now this rarely happens but it's happening here folks, the 10% abv is not well hidden as compared to other RIS. Oh! it's going to lose a point or 2 for that. Cheers! B   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 3 | taste: 2.75 | feel: 3 | overall: 3.75 I wouldn’t buy it but it was fun to drink. 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 This is a very well balanced Russian Imperial Stout. The intense sweetness is balanced by enough bitterness from the hops and dark chocolate. Very nice creamy mouthfeel and a nice velvet-like finish. A great beer and a surprisingly easy to drink stout despite the high ABV!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Had this on tap at Can Can in Richmond, VA. Paired very well with the Creme Brulee. Good mouth feel. Enjoyed the chocolate notes as well as a smoky finish. Smell was a little underwhelming compared to similar stouts. Overall a good beer. Would drink again.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Limited seasonal stout is booming with delicious dark chocolate notes. 10% ABV comes out of nowhere with a pleasant finish. Excellent brew. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Poured from a 12oz bottle into glass. Neck is stamped '2787 15:25'. Below label is stamped '4121274170140'.  Black colored body, with very dark highlights when presented to light. Persistent tan cap. Some spots of lacing.  Aroma is roasty and toasty malts, with a little dark chocolate. A touch of toffee.  Taste is mostly dark chocolate, with oak and tannins. A little soy and vanilla.  Super smooth mouth feel, somewhat dry.  A very easy sipping higher ABV stout, with very tasty chocolate taste, along with others that blend in well. Somewhat sweet as a dessert beer, but would fare well in conjunction with red meat and strong cheese.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 This beer pours a jet black color with uprising head bubbles(as I have only seen in Guinness on draft)Smells oaky,toasty,vanilla,chocolate toffee.Tastes amazing. The viscosity matches the beers balls. Overall might be my favorite Imperial stout hands down!!   
look: 5 | smell: 3 | taste: 5 | feel: 5 | overall: 4.5 Look: Jet black. Beautiful. A thin head that sticks to the side of the glass as it dissipates.  Smell: Surprisingly little smell to this; I'd expected a wallop of chocolate, hops, and malted barley, especially given the brewery's description. Despite the high ABV, you don't get a strong whiff of alcohol off of this.  Taste: My, oh, my, is that nice! Chocolate predominates, as one would expect, but the malt and hops come through subtly afterwards.  Feel: Very nice body to this beer. Not too "thick" feeling as some stouts are.     A friend of mine has raved about Brooklyn Black Chocolate Stout for years. Now, I can see why.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours dark black with dark tan head that lingers and leaves plenty of lacing. Rich chocolate, coffee and malts on the nose - taste follows with some bitter-sweetness on the finish. The 10% is disguised well, great balance to this beer.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 12 oz bottle. Pours black with a tan head great lacing. Nose is chocolate , licorice and ever-so-slightly coffee. Taste is very much the same, it has nice sweet start but then goes into a lingering bitter finish.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Brooklyn Black Chocolate Stoutbrewed Brooklyn Brewery, with an ABV of 10.00% This Russian Imperial Stout pours out a deep brown color with a thin light head. There is also a decent amount of lacing to this brew,it sticks to the side of the glass well. The smell is rich with roasted grains and malts, sweetness from the chocolate. There is also a nice bite from the hops . Overall I nice looking and smelling brew, really inviting. Now for the taste, it is Bold with flavors. You first pick up on the bold roasted grains and malts. The chocolate is a nice touch to this brew. I can't get over how smooth this brew goes down, it is really hard to pick up on the 10.00% ABV in this brew. There is nothing overpowering about this Russian Imperial Stout, it has a super nice balance to it. Overall I'm giving Brooklyn Black Chocolate Stout a 4.50 out of 5. I would definitely look this brew up again giving the opportunity to. Brooklyn Brewery, did a real nice job with this brew.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Utterly black, thick body with a dark brown head whose fizziness and lingering lace bespeaks high alpha acid content. The nose hits hard with robust charred malts, rich, sweet, almost artificial chocolateyness, a touch of smoke, and a bite that further suggests healthy hopping. The flavor is potent with roasty malts and char, dark and bitter chocolate, and some appreciable piney hop resin. The alcohol seems to enhance the bitterness doled out by both the malt and the hops, but itself remains hidden. The body is nicely thick and mouth-coating, and the carbonation is fine and lively without becoming bubbly and fizzy.  Wow, what a great beer just sitting around. It brought the potency, it brought big, deep, rich flavor, it brought chocolate but didn't overdo it, and even managed to squeeze in some hops for the ride. Very happy right now.   
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 12oz bottle purchased at Moonshine Liquors in Hyannis. Dark brown color and chocolate nose. Dark chocolate/strong coffee taste, probably should call it strong mocha. Leaves a slightly bitter aftertaste. 10% alcohol is well hidden. This is the best Russian Imperial Stout we've had so far.   
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.25 | overall: 4.5 I'll start off by saying I'm more than partial to imperial stouts- I have had some of the best, non US breweries. This is a great US beer, very very dark, hint of sweet, some sour and bitterness, very malty it does disguise it 10% abv well. Overall a great winter beer with a hearty dinner   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 Look: Black with a dark tan head of soft, small bubbles. Opaque. Looks like dark chocolate. Head lingers. So far so good.  Smell: Sweet chocolate, roasted grain, some roast bitterness. Minimal to no hoppiness.   Taste: Sweet, dark fruits-plum and raisin- and chocolate combine with a bitterness associated with cacao and roasted grains to deliver a chocolatey, decadent beer.  Feel: Thick, heavy, syrupy... coats your tongued. Soft carbonation. Smooth going down. Lingering bitterness.  Overall: Brooklyn knows what they're doing with this beer. Definitely a winter beer and would get again.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 Poured from a 12 oz bottle into a tulip glass    L: Inky black pour with traces of mahogany around the edge. Thin brown head... solid rim of lacing.    S: Dark chocolate and coffee. Strong roast character.    T/F: Sweet cocoa nibs and bitter espresso... all mixed with burned sugars/malts. Medium to thick in body... creamy and smooth. Light vanilla comes in later blending with the chocolate. The finish is bittersweet dark chocolate.    O: A pretty outstanding Russian Imperial. Great flavor and feel... a definite winner from Brooklyn.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Nice dark look. Rich, sweet smell. The taste was smooth with a little bite and then a nice creamy feel and finally a slight bitter finish. With a 10% abv, this beer could get me in serious trouble. I will definitely be back for more of these.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 3.75 | taste: 4.25 | feel: 5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 Definitely a solid chocolate stout...    I've had some success with these Brooklyn offerings and this stout turns out to be no different. As advertised, the damn thing is black, maybe even blacker than black. When I poured it into a Guinness glass, it even looked like a Guinness - black liquid, dark tan foam, and some good staying power. The smell was an even mix of booze and chocolate, but that did not translate to the taste. Try as I might, all I could really pull out was the boozy character of the beer - I liked it, but I was expecting something more balanced. Mouthfeel, after it warmed, was slightly creamy and a tad smooth, but first out of the bottle it was quite carbonated. I liked liked this one and would certainly reach for it again during this "cold" FLA winters...   
look: 5 | smell: 4.5 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3 | taste: 4 | feel: 3 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 I can't say that I really enjoyed this beer. Near black body with brown foam. The nose is moderately intense and exhibits mostly roasted malt with hazelnut and some faint dark chocolate. The taste is rather dry and savory – little chocolate to speak of. A distinct note of soy lingers on the palate, leading to a slightly astringent finish. A bit austere and one-dimensional. [12 oz. bottle into snifter]   
look: 4 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Fine example if a stout . Has a bit of a weird fruity flavor like cherries maybe . hides the abv well, would drink again but not regularly . 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 5 | overall: 4.75 Loved it in 2015. The 2016 version tasted boozier to me and I didn’t enjoy it as much, though it was still very damn good. It’s a winter must have; one of the few reasons to look forward to the cold.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 A: Pours dark brown, opaque. Tan head fades to lacing.  S: Like the flavor, well balanced between chocolate, coffee, and roasted malt. Hint of booziness.  T: Well balanced between roasted malt, chocolate, and coffee. A hint of sweetness but not as sweet nor as chocolatey as Founders Breakfast Stout. Mild bitterness at finish tastes like baker's chocolate.  F: Medium body.  O: A well made stout.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.25 | taste: 4 | feel: 4 | overall: 3.75 Look- Dark and soupy in nature.  Smell- Dark roasty. Chocolately and a bit of alcohol.  Taste- Dark chocolate and a bit fruity. Like the smell there’s a bit of alcohol.  Feel- Thick and full.   Overall- Dark, strong, and delicious! The epitome of imperial stout. Everything I love in a beer!   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 12oz bottled 38 days ago poured into a snifter at fridge temp 10% ABV. The beer pours dense very dark brown with no light penetration. The head is light brown and slow to settle leaving behind significant lacing. The aroma is roasted malt, chocolate and coffee with no one dominant. The taste is smooth dark malt with dark chocolate undertones. The second half of the taste is roasty bitterness with a slight booze presence. The mouthfeel is medium bodied, adequately carbonated and somewhat dry. Overall, great imperial stout. I love the balance and the fact that I enjoy this fresh instead of having to age several years like some other RIS. Recommended.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 What an amazing stout! This one has a nice bakers chocolate flavor that is not too sweet. Get beer to drink with deserts around the holidays. 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Let me begin by stating the obvious: this IS a good beer. Pours a dark chocolate with a 1/4”-1/2” tan head and a light lacing. Medium to light carbonation. Definitely an Imperial Stout. Russian Imperial Stout. This beer only gets better as it warms. Chocolate? Think sweet, bitter, and all the variables. Layered. Balanced. Alcohol is all there, but not overwhelming. Excellent with cheeses or charcuterie. Think Fall/Winter weather setting. I could not possibly drink more than one in a sitting: or could I ??? I could.  10.0 % ABV  Note: did I underrate this beer?   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Very smooth for a 10% ABV stout. Wish it was all year. 
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 Poured into snifter. Super black with minimal head. No upfront punch like with most Russian Imperials but not sure if it was a good thing with this. Taste was smooth but only minimal chocolate notes buried within the beer. An enjoyable drink but maybe one that I should have sat on for a while.   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4.5 | overall: 4 This has a distinct sour flavor in the aftertaste that I had previously come to associate as a product of barrel aging because I have only tasted it in four other beers, Schlafly Imperial Stout, Boulevard Imperial Stout, Odell Woodcut, and Gulden Draak Barrel aged. I don't know if its from the yeast, hops, or the malt.   
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 THIS is an Imperial Stout! Very flavorful and strong - but not harsh. Whatever hops there are are subdued. I keep saying it and will continue to say it: An Imperial Stout should NOT be a hop bomb. I wish certain breweries would take note.    I love the motor oil black color. Aroma is pleasant... coffee, leather, dark chocolate - but not overpowering. The flavor is very good, rather similar to the aroma. It is also sufficiently carbonated, unlike certain stouts that taste flat, seemingly by design.    A fine stout that I won't hesitate to get again. Now, if only Brooklyn would bring back their Monster barleywine....   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 Pours black as night, with a dark tan head that lingers for a minute. Has a rich smell of roasty espresso and alcohol, which the taste confirms, but once the (not unpleasant) alcohol taste goes you are left with the amazing flavor of rich dark chocolate that lingers on and on in the most satisfying way. It's like taking a bite out of a dark chocolate bar. So good.   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4 | feel: 4.75 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4 | overall: 4.75 I reviewed this beer years ago. But like every beer it changes over time. It's not fall yet but I drink stouts year round. It's not just a cold weather beer for me. Look is jet black luscious viscous oil. Hold it to a light , the light is barely seen if at all. Smell is espresso and dark chocolate malt. Taste is toasted espresso with chocolate in backround. The high abv is masked by a dark toasted malt that would have you believe that chocolate bean was brewed with this but it's not. Continues to be the best east coast imperial style stout IMO.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 From XXXII. In Tekuglass. Watching King Arthur. Very balanced taste, with chocolate and vanilla notes standing out. Alcohol provides a warming feeling but not an unpleasant sweetness.   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 3.5 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3 | feel: 4 | overall: 3.75 Picked it up and my local grocery for a fair price, looked interesting. Poured a dark black and had instant aroma of cocoa, maybe even a little bit of vanilla. With it being 10% i could taste the alcohol almost immediately. Good chocolate flavor though. Good to review, but most likely will not purchase again.   
look: 4 | smell: 5 | taste: 4.5 | feel: 4.25 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
