look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours golden copper with thick white frothy head. Subtle citrus notes and malty backbone on the easy drinking IPA. HIT the SPOT at SB Zoo, cheers! 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.5 
look: 3.25 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 An enjoyable brew. Strong pine taste and aroma, subtler hints of citrus. Not much bitterness to speak of, other than a bit of booziness. Lots of carbonation, refreshing and foamy mouth feel. Pretty typical west coast ipa-- creamy, hoppy, sweet, piney. Can't go wrong, excellent example of the style.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 Update: canned 1/26/18, consumed 2/24/18    Poured crystal clear amber with a nice white head that left decent lacing.    Aroma is grapefruit and dank hops, a bit light.    Taste is a great balance of citrus fruit with the malt, earthy, danky, just everything you want out of a strong, solid IPA.    Mouthfeel is medium, good carbonation, strong and solid bitterness, very clean and dry finish.    Overall, really a top-level IPA for something so widely available, really a pleasant sipper to kick back and relax with. Recently drank this after a fresh Sculpin and there was no comparison at all, Union Jack is next level.   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 12 oz. bottle poured into a pint glass.    L---Golden with a bit of haziness. Nice white head that faded, but left good lacing.     S---Pine & grapefruit. Hops are predominant.    T---Follows the nose pine & grapefruit.     F---Refreshing & well carbonated. I'd call it quenching.    O---This is a quality IPA. Alcohol is well hidden and could easily sneak up on you. Will definitely look for this one again.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Four ounce in a flight at Gather in Yarmouth, Maine.     Appearance: Hazy straw/orange. Some frothy head.    Aroma: Some pine and grapefruit. Mostly inoffensive.    Taste: Standard mid-hop IPA. Some prickly hops and fruitiness. Not overpowering. Some booze.    Mouthfeel: Fairly light of body for a boozy-ish IPA.    Overall: Solid IPA but not mind blowing.   
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Bottled 10-17-2017 (~3 weeks before tasting)    Appearance: Clear golden yellow color with a generous-sized white head that gradually faded. A nice looking IPA.    Smell: Pine notes dominate with some fruity hop aromas also present.    Taste: The pine notes are dominant with some very faint sweet fruity notes also present. The bitterness is moderate and the beer finishes fairly dry.    Mouth-feel: The body is on the light side of medium-bodied.with a fairly generous level of carbonation.    Overall: I don't often find this one fresh but when it's available fresh it's a tasty satisfying IPA.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 This beer has always impressed me. ABV goes a bit high at 7.5% but man is it good. Caramel and peanut butter color and fantastic nose. This is a must try on draught.   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 My go-to standard. Always reliable. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 1.5 | feel: 1 | overall: 1 Review: 355ml Bottle of Firestone Walker Union Jack IPA: ABV: 7.5% vol     A popular beer that has won many awards and several honours since 2008.     Do like the design of the logo and bottle. Simple but stands out.     On pour got a nice big frothy white head, and a lovely clear golden orange beer appeared. Is a nice looking beer for sure, lovely looking colour.     Light carbonation.    On nose got a pleasant fruity aroma, was really lovely to smell. Got citrus and grapefruit.    On the taste side of things, I found it way too hoppy. Now I know this beer is an IPA and popular with the beer geeks, but fuck me I found it very difficult to drink tbh.     Was tasty, did get to savour a bit of it and did get some tasty sweet malts, but those hops, were way too aggressive and bitter for me, yuck!    Also got too much of the citrus flavours, not a nice taste, a bit sour.     Was a strong beer though, did feel the alcohol later!    Disappointing considering all the hype. Maybe if I grew a big fuck off beard it might taste better?   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 Pale, gold and transparent. This beer had a medium head  Overpowering hop aroma  Taste is turbulent of hops, heavy hop taste without a super bitter finish  Awesome brew   
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 This beer I so good for the price. lol his beer has been out for quite some time and one of my all time favorites.    The look: NICE amber color with about a little over a finger of head.    Smelll: Smell aid so good with nice Hop aroma as well as a little pineapple, Grapefruit and Mango flavor on the nose.     Taste: very nice well balanced beer with 75 ibu and 7.0 ABV and very drinkable. Has nice citrus notes a little malt flavor and a very well balanced Hop flavor    Feel: Not to heavy just a very nice beer with perfect amount of head. Honestly a favorite for me.     Overall :This beer is absolutely delicious , just so well balanced on a nice citrus flavors and perfect amount of hops. Pick this up. This is a Great beer at 7.99 a six pack. I'd pay more for it. Absolute winner for me.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Gold and hazy with a nice white lingering head. Good amount of malt, lemon, golden apple and pine on the nose. Very abundant and balanced flavors of pine, tropical fruit and fauna. Mouthfeel is soft with a nice malty finish that lingers. The more I drank this beer, the more I liked it. Good stuff.   
look: 4 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 3.5 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Easy to drink perfect example of the style. Not trying too hard at anything. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Birthday beer! on tap at Dillon's BBQ on 8/28/17 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.75 Pours a hazy burnt orange, nice lacing in Belgian beer glass, Smells of hops, citrus,fresh pine,esters. Taste is smooth,full bodied and crisp.(not too heavy) Nice quality malt backbone. Easy to crush several. Feels like an almost perfect IPA. Overall this is a beer I will keep an eye out for, and I highly recommend.   
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 Can dated 07/18/17 enjoyed on Aug. 17th. Pours a light gold with small white head. Smell is Fruity, hoppy, piney. Getting stone fruit too. Taste is a burst of tropical fruit, hop oil, resin, juicy citrus, peach, apricot. Mouthfeel is very soft with medium carb, very refreshing. No hint of any alcohol but has a little bite going down. This one is one of the better IPA's out there if you can get it fresh. Tomorrow I'm grabbing the other two six packs I saw at my grocer if they're still there. Almost a perfectly balanced beer.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 Picked up a bottle at the supermarket. Poured into a pint glass. Beautiful dark gold with nice head. You can smell the citrus. Tasted is hoppy and a little fruit and slightly bitter. Loving it. Easy to drink and I will definitely get more.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 One of the best I've had. Sweet, citrus, great balance of bitter and smooth. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 12 oz can into a pint glass. Pours a clear golden amber with a 3 finger head. Nice lacing remains on the side. Quite inviting. Smell is a citrus and pineapple...very sweet - almost too much so! Taste is oh so nice - strong citrus hops follows all the way down the palette. Medium/heavy feel to it but very drinkable. This is a clear winner among IPA aficionados.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 One of the better IPAs I have had in a while. Great for summertime drinking. I will be buying this again. 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Clear beer, drank it while grilling on a warm day in the backyard. Clean, crisp, and smooth. Very easy to drink and enjoyable 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Pours a deep amber with a one inch, fluffy white head that was well retained and left lots of lacing. Smells and tastes of grapefruit, pineapple, pine and orange rind. Rather dry mouth feel, finishes with moderate bitterness, well carbonated, clean, crisp and refreshing.   
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Poured from 12oz short bottle into Spiegelau IPA glass. Bottled on April 27th 2017. Cutting it close on the 90 day mark but let's see what this "must for all hop heads" has to offer.     L: Clear honey gold, with a massive three finger off-white head off a reasonably aggressive pour. Excellent retention. Thick lacing.     S: Pretty much some solid grapefruit in the aroma, the only other note I pick up is very light malt.     T: Not sure if the time has mellowed the hops but I have a pretty well balanced IPA here, light biscuity malt overwashed slightly with some citrusy hops notes of Grapefruit. This is pretty tasty.     F: Light-Medium body, crisp, slight hop residual linger with a grainy note.     O: All in all a well rounded beer and one I would happily drink again. I will look for a fresher bottle for sure.   
look: 4 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Overall high quality in my opinion. 
look: 3.75 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 5 | taste: 4.25 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 The appearance has a copper colored body with a one finger white foamy head that quickly concaves leaving some nice clingy foamy lacing in its wake. The smell has some pine/grapefruit subtleness with some orange peel in the background and comes out more as it warms. A decent malt background adds a very nice aroma. The taste is mainly sweet through previously mentioned flavors, yet subtly spicy at times but there is a decent bitterness quality coming out through pine/grapefruit (hops, still learning my hops, bear with me). The palate is about a medium, smooth for an AIPA - no worries, under-carbonated - maybe, but perhaps I wasn’t expecting that. Overall, this is a very good AIPA, always worthy of coming back to.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Opens with a great white head with decorative lacing. The copper body makes the whiteness of the head stand out. Exhibits the classic IPA piney aroma with the dry finish.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.25 | overall: 5 
look: 5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 I bought this as part of a make-your-own six pack special. The 1.66 price was very reasonable.    Look- Beautiful amber with constant Champagne-like bubbles emanating from below. Snow white head with moderate lacing.    Smell- Pineapple, citrus and a little mango.    Taste- Bitter pineapple and malt. Quite dry.    Mouthfeel- Creamy on the tongue and swallow. Medium astringency.     Overall- I would drink it again, but feel that there are many better IPAs on the market. I couldn't wrap my head around the extremely high ratings. I paired it with a smoky cheddar from the Rock Face Creamery in Oregon. They complemented each other nicely.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 Color is orange-amber. Head is beautiful white and foamy with some white foamy lacing. Palate is medium intensity and balanced with fresh citrus, light pine needles, light perfume notes, some bran breadiness. Palate is delicious; nice solid bitterness to ensure you it's an IPA; fresh grapefruit (!!), lime, lemon, pine needles, sap, pineapple. Body is creamy and lush yet very light and crisp. Pros head and lacing are perfect, intense flavor and solid bitterness but still refreshing, body is uniquely light and fluffy for an IPA. Cons nose is fairly muted especially compared to the palate, long very bitter finish may be intense for some. 97/100.   
look: 4 | smell: 3 | taste: 4 | feel: 3.5 | overall: 4.25 Look: Prodigious crown with a snowy hue, nice lacing throughout the life of the glass. The beer itself has a pumpkin orange hue.  Smell: Has kind of a citrusy/iodiney (in the best possible way) smell.   Taste: Bitter! The bitterness is perfect and gradual on the pallet. You know that you are drinking an IPA.  Feel: Light and effervescent.  Overall: Formidable west coast IPA, I would certainly drink this again.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 Look: 2-3 finger head. Great color: Light straw/golden and extremely clear. Great head retention.    Smell: Very floral and hoppy. Loads of citrus and pine. Slight malt and bread.    Taste: Nice punch of hop bitterness at first sip. Sweet malt rushes in after the bitterness fades. There is a nice earthiness and buttery flavor. Very crisp. After the sweet malt and bread/yeast fade, I'm left with a slightly smoky aftertaste.    Feel: Medium bodied. The Fizz dies out halfway through so it isn't as interesting on the tongue towards the end of the glass.    Overall: Great IPA. Well balanced between the bitterness, sweet caramel malt flavors, and hop flavor (which are citrusy and fruity).   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Had this on tap in VA. A 12 oz tulip    Appearance- A cloudy amber color with an dull off colored head. About a finger of head and thick lacing down the glass.    Smell- A blend of grapefruit, pineapple, and other citrus fruits with a nice kicker of piney hops. The West Coast aroma I was expecting.     Taste- The hops and piney quality really come through past the citrus notes. Slightly bitter for an aftertaste and the citrus really evens it out.     Feel- A medium carbonation fee with a nice creamy texture. It sticks with you    Overall- A great West Coast style IPA. A great hoppy bitterness combined with citrus for a super drinkable brew.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 From Untappd 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 2.75 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Dark blonde color with a small 1/2 finger.    Some tangerine, slight arm pit, rich hop aromas.    Lots of stiff tangerine to start, with suggestions of honey, and a good alcohol presence. Hop resin and pine on the finish.    Feel is slightly hot, with a tight carbonation.    Overall yeah this is a pretty good ipa. I'd have it again. Grows tiresome towards the final half.   
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.5 **  04/17/17    On tap at good dog bar, Philadelphia.    Underwhelmed.    LOOK: yellow, small white head.  AROMA and TASTE are a typical dry/dank hair spray up a.    Not a fan.    Give me any of the Luponic distortions over this.    **   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Can dated 2/13/17 into pint glass. Pours a clear light-amber color with a medium-coarse white head. Initial impression is pine, citrus, and a mild bitterness, balanced nicely by a subtle note of caramel malt. Medium mouthfeel and carbonation. Finish is dry, citrusy, and bitter. Alcohol is well hidden. Very tasty IPA. Not world-changing, but eminently competent.   
look: 3.75 | smell: 3.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 A - Slightly hazy golden amber. Head is fluffy with nice lace.    S - Grapefruit hoppy notes with toasted malts and other citrus lemon and orange flavors.    T - Citrus hops with a bit of floral hops.    M - Medium body, moderate carbonation and smooth finish.    O - Well balanced beer.   
look: 5 | smell: 5 | taste: 4.75 | feel: 4.25 | overall: 5 Light gold in color with a thick head that retains well nice strong taste of hops, the standard for any IPA 
look: 3 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Looks like all the detailed descriptions have been covered here. This is my go to beer. When ever my local store is sold out, a part of my soul dies. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 5 | overall: 4 Pour is a standard semi-golden hue, moderate head. Aroma has grapefruit & other semi-bitter citrus, a little dry malt cardboard as well. Taste is traditional & well-done, fair amount of citra style hop flavors like apricot & mango but with bulky malt backbone. Bitter but nothing abrasive.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.5 |  overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 It's pawwwwwriffic! 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Nice color and outstanding nose on this beer. Strong Pineapple, citrus elements with a malt edge is what I get most. Good flavor with the elements from the scent along with some pine and slightly bitter grapefruit. Falls short of the nose slightly. Alcohol totally hidden. Decent carbonation and a coating mouthfeel with some lingering bitterness.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 Love the union jack by firestone walker. This beer is beautifully clear with a nice copper color. Decelops a nice head when poured into a tulip glass giving it a nice feel and great aroma. Flavor is well balanced without the sharpness or bite others can have.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 L - golden with a minimal white head that leaves some lacing behind  S - pine and floral notes with some citrus as well  T - nice pine, floral, and hop notes with some mild citrus characteristics. Maybe some pineapple as well. There's some malt on the back end.   F - medium to full body with a moderate amount of carbonation - smooth   O - A very solid IPA with nice citrus, pine, hop, and floral notes but in my opinion nothing special that makes it stand out.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 5 | feel: 4 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 One of my favorite IPAs. Tons of hops and bitterness along with a good amount of citrus and a great malt backbone. A decent amount of bitterness and great floral notes. One of FSW's best offerings.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
