look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3 | smell: 3.25 | taste: 1 | feel: 1.75 | overall: 1.75 
look: 1.75 | smell: 1.75 | taste: 1 | feel: 1.25 | overall: 1.75 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 Bigfoot 2013 edition.  Label code of 2356211:20, bottled 12/21/12, just over 6 years old.    Pours a murky deep brown with a slight garnet hue, two fingers of thick creamy tan head. Nose of big dark fruit with a deep malty sweetness. Notes of raisin, pine bark, preserved fig, hard caramel candy, babka cake, fruit leather and just a hint of alcohol. Loved it! Taste follows the nose with the well melded flavors of sweet dark fruit, spicy babka and pine. Additionally I get a bit of roastiness of the back end as well as earthiness that seems to build on each sip. It's got a luxuriously smooth medium+ body with carbonation still there to prick the back of your palette 6 years in. This is the only bottle of '13 I have and I REALLY wish I had some more. Cheers to all of you still holding on to this one after all these days, it was worth the wait.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 3.5 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 Look - Dark amber/brown in color with a heavy, large, prominent foam head  Smell - Minimal. The properties of the beer are hidden and not well portrayed in the aroma.  Taste - The flavor embodies the alcohol well. Strong and hoppy. The flavor is is of bittersweet chocolate and caramel. The alcohol is pronounced.  Feel - Well carbonated. Oily and resiny as expected.  Overall: This is my first of the style. The alcohol and flavor is strong but much milder than similar others of the style. Sweetness is moderate. Carbonation is heavy but hidden in the heavy, oily mouthfeel.. An interesting heavy beer that is well hopped and bitter, yet not too sweet, I prefer this to many other barleywines simply because of the relative low ABV but yet pronounced flavor.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 5 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 Bottled on 12/1/17 (2018 release)    Pours a clean, effervescent deep maroon topped with a thick, fluffy off-white head; very solid retention results in thick walls of lacing and a steady collar when it recedes.    Aroma is heavily piney, but smooths out without becoming too aggressive; fairly one-dimensional, but the intermingling with light tones of sweeter, roasty caramel malt in the background really further the depth of a singular note and has it bursting.    Taste really brings forth some of the restrained aggression in the pine and hops with an earthy bitterness that builds calmly through to the finish; like the aroma, softer notes of caramel malt are present to diversify the profile as its few notes develop.    Mouthfeel shows a fairly robust medium body with a steadily increasing hoppy bitterness and a spectacularly leveled medium carbonation. Drying toward the finish, but a slight stickiness prevents it from doing so fully; overall, silky, gritty, and equal parts easy and aggressive on the palate; so excellently done.    Aggressive, hoppy, and singular in its profile, this is just a beast of a beer with some incredible balance shown throughout; easy to see why this could be considered a quintessential American barleywine. Very enjoyable.   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 Very hoppy, with chili-like taste, little foam, nice amber colour 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 DELICIOUS! 
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4 
look: 3 | smell: 2.5 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Kind of a hazy brown color with a small amount of tan head. Smell of caramel, molasses, burnt sugar and what my initial reaction was hops, but I think it's a pine note that my brain associates with hops. Taste follows the smell almost to a T, including a slight pine hint in there. Flavors are mellow and they mix well together. Medium bodied and a nice dry finish. First time trying this guy and it was excellent   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Pours a chill hazed coppery deep amber producing variable head size from 2 fingers to voluminous depending on the purchase and pour. The head is tan, frothy and lasting. It leaves a wash of sticky lacing 1/2-1 inch above the collar ring regardless of total head height. Aroma is spicy, cake-like bready, sweet grain, caramel/toffee, subtle raisin, fig and white fruits; some grass & pine with a strong alcohol note. Taste is boozy sweet caramel/toffee, sweet bready malt, thin dark fruits with a chocolate hint. Hop presence is earthy herbal and pine. Hints of molasses, sweet potato casserole and white fruits appear as the brew warms. Starts sweet and remians so for most of the sip with a faint peppery prickle appearing briefly in the middle. Bitters between midsip and finish and hangs on into the aftertaste. Aftertaste is caramel malty, bitter pine, alcohol blend. Mouthfeel is moderately heavy with medium carbonation, smooth, silky with an hint of alcohol bite.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Bottled 12/01/17.   Enjoyed 09/29/18.  L. Murky brown, carbonation streaming up, light tan frothy head leaves a thick lacing.  S. Molasses, burnt sugar, dates, caramely, Whoppers (the candy, not the burger).  T. Bitter and sweet, and not shy in either direction. Toasted malts, dark caramel, molasses, some smooth bitter dark chocolate, grassy piney hops, big dates. Pretty scrumptious.  F. Pretty full feel, smooth, sticky and resinous. Not boozy, only somewhat warming way in the end.  O. At 10 months it has terrific balance. I'd buy it again. Cheers ! ! !   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3.25 
look: 3.75 | smell: 2.5 | taste: 2.75 | feel: 3 | overall: 2.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 2012 bottle, so nicely aged.    A - Dark brown body, mostly opaque with strong red and orange highlights, light tan head with an orange tint, and extensive small bubble lacing.    S - Harsh alcohol and pine notes, almost like floor cleaner, but in a manner that is not offensive per se. Caramel and lemon aspects are also there, offering something more pleasant.    T - A sipper, as you might expect. Opens with caramel sweetness, leading to lemon and bread, and a grassy, steeped tea bitter bite in the finish. That bite helps keep things from getting cloying but is itself a bit overpowering, particularly when the beer is still cold. You end up wanting to take another sip quick, but if you let it linger, the biting bitterness does trail off after peaking at about 30 seconds from the drink.    M - Moderate body, with a very dry and building finish.    O - This is a beer designed to sit and grow. And it does offer great flavor range, a mingling of bitterness and sweet caramel. Not a favorite style, but well built and offering quite a bit to chew on.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 2018 version. Pours a clear light to medium brown with ruby red highlights. a one inch creamy tan head that left nice blotches of lacing. Smells of lightly roasted malts, toffee, raisins and hops. Taste is far more bitter than I expected, somewhat sweet roasted malts, toffee, raisins, dates and alcohol. This beer is meant for sipping and needs to be drank at near room temperature. Full bodied, lightly carbonated, lingering dry and bitter finish.   
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 A very dark ruby mixed with copper color on the pour. Very hard to see my finger on the other side of the glass. Tall two finger thick and creamy tan head topping the beer. Thhead looks like the topping on a root beer float! Heavy lacing on the glass just slicks down as you drink it.    The smell is very complex so give me a second here. Smells like toffee and roasted malts. Also picking up stone fruits like raisins. A bit of alcohol on the nose.    Hops, raisins and oh my! Picking up some roasted malts and a touch of sweetness. The hop bitterness is very pronounced at the front and back of the taste. The sweetness is kind of like a toffee unlike any I have tasted, like a bitter toffee.    Mouthfeel is full and that bitterness lingers. Finish seems a bit long and somewhat slick but crisper than what I thought.    Overall this is not a crushable or easy drinking beer. This is more of a sipper. The beer lover in me is trying to pull all I can out of this beer as it seems so complex. By the way this is the 2018 offering. The biigest thing I can pull out of this is the craftmanship that goes into this beer. It seems like it is so complex and wants to give the beer drinker so much more to enjoy. The heavy 9.6% ABV picks up on the tounge with a touch of a burn but very suttle. I cannot wait to see how this changes with time. Cheers!   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 A great diversion from my usual. Nice head and lace. Malty and bitter. The alcohol is quite noticeable with no apparent effort to mask it. Would happily drink again.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 This beer was startlingly bitter. As it got warmer and near room temperature it mellowed out and seemed more well-balanced. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 3.5 | feel: 3.75 | overall: 3.75 Bought a six pack a few days back...never had this before...tried it last night. Can't say I was overwhelmed. It was good but was expecting more from an almost 10% ABV beer. I think they could have cut back on the bitterness just a tad as it was a bit overdone. The extreme taste transition from slightly sweet to very bitter was a bit much. Still have five left so I'll let those sit a while and revisit this one in the fall.   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.5 2018 edition. 
look: 5 | smell: 4 | taste: 4 | feel: 5 | overall: 4.5 Never thought I would see this one again, but here it is in a 2018 version. This is a type of beer that is larger than life, a gigantic malty IPA with a bite. It reminds me of an Italian bitter liqueur called Cynar, which is made from artichokes and claims to "make everything that follows taste sweeter." Just one bottle of Bigfoot in a drinking session changes everything. More than one is not advised!   
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 2018 bottle into my trusty Big Eddy shifter. Beautiful reddish brown color with red highlights around the edges, with a very light tan head and some spotty lacing. Pine, citrus, toffee & fruit aromas. Taste starts out sweet and ends with a bitter finish. It has a medium body, and nice carbonation. Very nice beer.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 2018 vintage poured, at cellar temp, into a large tulip glass. Ruby red in color with an off-white head that quickly fades to a solid cap. Visible carbonation with tiny bubbles rising around the edge of the glass.    Nose is hoppy, herbal, pine, citrus. Some caramel & alcohol.    Tastes follows the smell with a strong bitter bite on the finish. Dark fruit, candied citrus peel.    Mouthfeel is medium bodied & slightly sticky. Carbonation not noticeable.    Overall, a solid american barley wine that I can see benefiting from some time in the cellar. It will be interesting to see what develops.   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Pours rust/brick red with a white head that disappears wuickly    Smell is not nearly as good as I am used too. Big hints of alcohol and faint maltiness.    Taste is much better than the aroma suggests. Candied sugar, caramel, malts, and a boozy punch. This is a really good barleywine.    MF- Mouthfeel is warm and the body is medium.    Oveerall a really solid barleywine. Good for a cold night.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Bought a 6-pack $9.39 Tamura's 2018 batch  Smell of alcohol, molasses  Clear reddish brown color  Heavy mouthfeel  Medium carbonation  Sweet then bitter finish. Malty, caramel tastes.  Overall a complex beer for a cheap price. Nice to sip and enjoy the flavors.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 2.75 | smell: 2 | taste: 2.25 | feel: 2.5 | overall: 2.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 This is my first ever barleywine. I am very...hesitant about this style now. This was a lot hoppier than I was expecting - hops aren't bad of course, I do love my IPAs - but to me it was too overpowering on the bitter, piney hops. The malts do give it just a bit of a bittersweet flavor to it, and there's an interesting almost raisiny after-taste, but to me it feels unbalanced and too intense on my palate. It does look awesome - a deep red color with a head that never dissipated as I sipped it down. It also hides the alcohol well for 9.6%. I couldn't possibly say this is bad. I don't know how well it represents the style, but it's obviously a well-made beer. I just don't think it's for me.   
look: 3 | smell: 3 | taste: 2 | feel: 3 | overall: 2 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 2018 12 oz bottle, 12/01/17  Poured out brilliant red with an off white head, not much retention.  Candy like notes, malt, spicy.estery. taste is a bit of a bitter note, spicy  Caramel perhaps.notes of candy like sweetness.good beer a bit hot.  Alcohol present. and will put 3 or 4 aside for future review tweeking.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 I don't normally like barleywines but this is really good and somewhat hoppy (which I view in a good light) 
look: 2.75 | smell: 3.25 | taste: 3.25 | feel: 2.5 | overall: 3.25 
look: 5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.25 2018 Vintage, poured into a sample size snifter.  Aroma is caramel sweetness at first followed immediately by the hops with citrus and spice. Flavor follows the aroma with some really intense bitterness like a punchy IPA. Warming mouthfeel, medium body and medium carbonation keeps it from sitting heavy on the palate. Barleywines, IPAs and hoppy beers are not my go-to in most cases, but I've had this in the past (fresh and aged) and I enjoy both for different reasons. This is a huge and aggressive beer fresh, looking forward to having another next year for an entirely different experience.   
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Maybe it is my having so many barrel aged beers recently, but I think the 2018 version of this falls a bit short of what I can recall from previous bottles. Don't get me wrong, it is still a fine beer. I just think it is lacking in the overall depth I can recall from previous versions.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 1998 vintage. 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 Review of the 2018 vintage, Poured cold from 12-ounce bottle into a large snifter. Clear toffee-brown colored body, with a light tan head that took a few minutes to settle into a nice cap. This was allowed to warm to cellar temperature in the glass. Malt-forward aroma, mostly caramel and dark bread. The alcohol is very prominent on the nose as well as the palate. As aggressively hopped as this is, there is a ton of resiny bitterness that coats the tongue and lingers on the finish. Some cellaring might mellow this out somewhat. As is, it's still a very good beer.   
look: 4.25 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 3.5 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 2015 batch poured into a snifter. Beautiful on the pour - a clear amber-ruby color in the glass with a thick off-white head that lingered and slowly receded. Caramel, toffee, pine, and resin on the nose. The taste was rounded out with pine, bitter orange peel, caramel, and toffee all mingled together. A full bodied malty finish. Outstanding.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Not as much sweetness left over as most barleywines , still a big flavorful beer but very balanced malt to hop ratio and finishes a tad dry .    Different than other barleywines but very good in its own way..    Will buy again.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 Drinking a 2016 so my numbers are based on 2 years aged. Delicious sauce either way and only gets better with years on them. Had a 2013 the other day and that was by far the best BF I've had so far.   
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 Pours a slightly hazy ruby red with a small off white head. Smells of malt and caramel. Tastes of sweet caramel, booze, malt, hops, and dark fruits. Medium-heavy creamy body with medium carbonation. Overall this is a good barleywine but flavor is very muted compared to most barleywines that I am used to drinking.   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 Pours a deep amber, coppery coloration with a medium, creamy head. Smells of caramel malt and grassy hops, with a hint of toffee, dark fruit and pine. Taste is a nice balance of caramel, bready malt and citrus, piney hops, with a certain grainy, grassy, earthy quality. Notes of toffee, dark fruit, chocolate and pine. This is my first Barley Wine, and I'm not sure what to make of it, to be honest. It kinda reminds me of a strong American Amber Ale, but a little more mellow, with more earthy, grainy notes. Its high ABV is actually hidden rather nicely, except for a slight warming presence, but balance is not quite to my taste. Not bad, but not really for me either.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 2018 version. Have had this offering every year the past 10 years and still look forward to it's release. The main reason I go out of my way for the SN barley wine is the hop profile of course. Might not be as traditional as many other barley wines but that is exactly why I like it so much. It pours a nice reddish brown with a nice fluffy head and leaves a nice sticky lace all the way down the snifter as it's consumed. I like to swirl the sediment on the bottom of the bottle to get that hazy appearance and add a little more head potential from the yeast, also puts some bread dough in the mix if you look for it. The balance of the hops and the malt is just right for my taste, Sweet caramel with a touch of pine seems perfect and almost too easy to drink. Alcohol is almost non present. I chill the beer cold like any other IPA and take my time sipping it to enjoy the other flavors that unravel as it warms. Molasses and candied yams come to mind later on. Not too heavy going down due to the mid range tiny bubble carbonation profile. Bitterness is present somewhere in the middle to end. Balance is the key to this treat and that's why it works in the this years version as well, as it should and as it has in all earlier vintages. Cheers   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 Having had this many times but currently having a 2018 fresh bottle poured into a snifter:    L: more amber ruby, cherry red than remembered but still looks delicious. Also is brown but depends on angle and lighting. Minimal head that turns to super thin lacing     A: deathtone hoppy alcohol faint malts with a bit of sweetness     T: citrus caramel, earthy hops mixed with floral nutty toffee along with grassy, malts, pine notes. But on the sweet side yet can clearly tell you're dealing with a Bigfoot monster.    F: pine bitterness, medium to heavy, smooth subtle warming booze    O: delicious and have amother 2018 as well as a 2017, 2016, and 2014 barrel aged in my cellar. But even fresh this beer is amazing.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Poured from a bottle labelled 2017, bottled on 12/28/16 into the test glass  A - Beautiful copper color, excellent clarity, rather aggressive carbonation. The cap of off white is creamy and last forever.  S - Hot hops in the nose, cascade and burnt butter, notes of toffee, and light charrd oak  T - Follows the nose well, no surprises, add to the nose some orange reduction and a bit of light tobacco  M - Medium in body, just right in slick feel, Carbonation does an excellent job cleaning up  O - A classic for sure, I expect this will simmer down with a year or two resting.   
look: 4 | smell: 1 | taste: 1 | feel: 1 | overall: 1 Very disappointing for me. I don’t care for hoppy beer. Feel mislead. Not how I envision a barley wine should taste. I feel like I just wasted $12 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 A deep amber with a medium head  Smell is sweet with some piney hops detectable  Taste is extremely dense with hops and alcohol  Apart from the hop element it seems light for the alcohol content, this is like a hops liquor as opposed to a malt liquor   
look: 3.5 | smell: 4.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 2 | feel: 3 | overall: 3 Disappointing. Hoppy, astringent, very unpleasant aftertaste and mouthfeel, even for sipping. This did not grow on me over the course of the bottle.   
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 1.75 | taste: 1 | feel: 2 | overall: 1.75 2018 Edition    I had this many years ago (2008) and it was a major milestone on my journey into the world of beer. It was unlike anything I had ever tried before and even in years hence I continued to regard it as a remarkable example of barleywine. Today I saw it while in the checkout line, and on a whim decided to grab a six-pack.    With this latest effort, Sierra Nevada has utterly destroyed this previously-cherished offering.    The description on the bottle already had me a bit worried: "heaps of whole-cone, Pacific Northwest hops." Huh?! What do hops have to do with a barleywine?? They're an afterthought.    Look: Head sticks to the glass, and color is the deep reddish hue that I would expect. Does not bear the same cloudiness that I remember from previous iterations, however.    Smell: Fairly unremarkable. There's a hint of the old Bigfoot deep down somewhere in there, with vanishingly faint notes of raisin and dark fruits under the cacophony of hop oils. I practically have to touch my nose to the liquid to sense it.    Taste: It has not a trace of the sweet raisin flavor I originally fell in love with. The previously rich, syrupy malt has been utterly demolished by an astringent, choking load of hops that has me clearing my throat and chugging water. And for that bitterness I'm not even rewarded with the citrus earthiness of the typical IPA.    Feel: Doesn't have the rich creaminess that it had in previous years. Otherwise unremarkable.    Overall: Literally, what is the point of this beer?? It is literally pointless. It has no place in the world. There are plenty of double IPAs in the world. Why did they need to make one that didn't have the malty sweetness to backup those hops?? They should be ashamed of themselves. They have destroyed something that used to be a cornerstone of Great Beer. This is on the order of the destruction of Palmyra, the ancient World Heritage site which has has recently been ravaged by Syrian conflict.   
look: 3.75 | smell: 2.75 | taste: 2.75 | feel: 3 | overall: 2.75 Bigfoot 2018.    The overall appeal of Sierra Nevada has never been for me. Bigfoot is a bland example of what a Barleywine is. Oh wow. Hops. Celebration is better and that ain't saying much by any means.    I'd say chalky, but I'd attribute that to the overall hop character and a drastic lack of maltiness. Sad really.    I'd never ask for my money back, but if you handed me this beer and called it good? Probably going to judge you really hard.     What do I think this is closer to? A dubble passed off as a Barleywine if that makes any sense.   
