look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 A: Pours a honey color, fully translucent with a pure white head. Head is creamy, a bit lager like and doesn't have much retention. There is some lacing but nothing to write home about.    S: Strong smells of pumpkin, caramel, vanilla and that's pretty much it. Very sweet presentation.    T: It tastes of pumpkin, caramel and vanilla. Maybe some speculoos, but that's pretty much it. To the point and definitely not as sweet as I expected.     M: Heavy-ish medium body with a carbonation that is a bit too lively for the beer in my opinion. Still decent.    O: I usually don't like pumpkin beers, but this one is by far the best I've ever had. Still nothing spectacular, but it really delivers a nice dessert like (but not cloying in any way) pumpkin flavored beer.   
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 On tap 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 2.25 | feel: 3 | overall: 2.75 
look: 4 | smell: 4.5 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 2.5 | smell: 2.5 | taste: 3 | feel: 1.75 | overall: 2.5 
look: 4 | smell: 4.25 | taste: 3.25 | feel: 3.75 | overall: 3.5 everything about this says it's going to be fantastic but there is something about the taste that just doesn't sit right, almost like a hop bitterness that shouldn't be there. smells amazing though, really nails the pumpkin pie aroma and it feels creamy and hides that almost 9%. each sip has that same good pumpkin flavor but with this lingering undertone of bitter in a really not great way. got better as it warmed but still, eh.   
look: 5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 L: Translucent amber  S: Pumpkin, nutmeg, cinnamon   T: Initially very sweet, true to their claim I pick up an amount of whipped cream and vanilla,along with the aforementioned spices, malty finish  F: Creamy with a fair amount of carbonation  O: Probably the best pumpkin ale I’ve had   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4 The first time I had this beer was back in 2014 and it was awful. I had trouble finishing a 12 ounce bottle, It was way too watery & sweety but with some tweaks made to it the 2018 vintage is much better. This beer is balanced better & there is more & spices added to this batch as well. In addition to, the alcohol is also hidden well. I agree that this beer is well carbonated for a pumpkin ale. Although this beer is a little on the pricey side but I still highly recommend that you try the Southern Tier Pumking as well as the other variants of this beer too. This brewery has improved over the years. Southern Tier makes me proud to be a fellow New Yorker. Cheers! A-   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Draught 8oz snifter at the Brass Tap here in Baltimore. I've had this in previous years, and it remains a favorite. 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 Nice....slight booziness for me... 
look: 3.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Exceptional pumpkin beer, really a great combination of flavorful yet not too heavy. Lighter amber color with some mild lingering head and spotty lacing. Smells great, strong pumpkin, spice, nutmeg, cinnamon, malt. Tastes similarly, along with vanilla and some very mild biscuit. Higher ABV is very well hidden. Smooth slightly creamy mouthfeel, good amount of carbonation. Excellent beer to get into the season!   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 5 | taste: 4.25 | feel: 4 | overall: 4.75 Everything a pumpkin beer should be. It slaps you in the face with pumpkin flavor. From bottle is great, but draft is out of this world. 
look: 3.75 | smell: 3.25 | taste: 2.5 | feel: 3.25 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Best pumpkin ale out there, hands down! 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Oh my, pumpkin pie! Pumpkin pie in a glass! 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 3 | smell: 5 | taste: 4.75 | feel: 4 | overall: 4.5 First, if you’re in the mood for this style, and you like pumpkin pie and Oktoberfest and things like this, you’re going to like Pumpking.  Fresh bottle poured to glass.   Nice looking but had to get aggressive to get some head.  Aroma was very rich, soft, full and definitely pumpkin pie.   Very flavorful and not imitation tasting. This is pumpkin pie in a glass!  Wish it were thicker being an imperial but it has a nice bite and it’s very drinkable.   Best pumpkin ale I’ve had. Expensive but glad I bought the 4 pack. Desert beer. Aroma is straight up pumpkin!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Outstanding and the name knows it. I typically do not like pumpkin ale's except form the well know experts but this blew me away. Reluctantly paid $5 for the pint bottle at Costco and now on my 8th or 9th, and I hate pumpkin pie. Great taste that'snot too heavy, plenty strong and natural flavors - not that artificial taste and just heavy enough. Best I've had   
look: 4 | smell: 5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 A: opaque, golden orange body. Small head that did leave some lacing. Not a lot of carbonation bubbles present.     S: Like pumpkin pie! The aroma of the hops came through with a hint of a sweet floral, but the pumpkin, the spices,and malt are what played the biggest role.     F: Rather creamy and smooth. Felt a bit like the end of a milkshake, leaving my mouth extremely full.     T: The actual pumpkin taste was a bit more subdued than how it smelled, yet it does remain the star. The "pumpkin spices" weren't overbearing, and the hop flavors were actually not very noticeable at all. Definitely a good pairing for dessert!    I tried the beer at a my family's favorite pub with my dinner. It was a draft offering, poured into a tulip glass. At my weight, the 8.5 ABV still hit me pretty hard. The sweet and creamy taste can be very tempting, but do take your time and you'll have a good time. It does get pricey, but definitely worth treating yourself to at least once this year! One of my favorite pumpkins!   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Review done many months later. Based on the rating, and the cost ($13 / 4-pack) I was disappointed by this beer. There are a number of better ones. I remember the favor of corn really standing out, which was weird at first, but then OK once I got used to it.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 4 Pours a clear, darker orange. Notes of strong pumpkin pie spice off the nose. On first taste, notes of pumpkin spice and pepper appear. Overall delicious pumpkin beer, leaning more towards the spices and less of sweetness.   
look: 4 | smell: 4 | taste: 1 | feel: 1 | overall: 1 Tasted like they added pumpkin flavored vodka to beer. I got 3 sips in and had to trash it. 
look: 4.25 | smell: 3.75 | taste: 2.5 | feel: 4.25 | overall: 3 Not a very good beer 
look: 3.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Pumpkin pie in a glass 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 A strong pour from a 12-oz. bottle into a 16-oz. mug was needed to get a 1/4 finger sized off-white head that shinks to a ring quickly with minimal spotty lacing.   Clear golden color brightens to yellow in front of light. Lager-like in appearance.  Pumpkin pie spice featuring cinnimon, alcohol and sweet malt dominate the smell.  The taste profile is bitter at first from the kick of the pumpkin spice and peppery alcohol, which does not linger.  The middle is both slightly sour and semi-sweet from the cooked pumpkin/butternut squash-like taste and the late arriving maltyness respectively.   Sweet malt continues and that peppery alcohol bite returns plus hops finally shine through for a semi-dry finish.  Light bodied yet backed up by the abundance of carbonation, dispite the minimal head.   A borderline sipper; the hot spicy kick does not last to long leaving the pumpkin, malt and hops their turn.   The high ABV is disguised well as it's peppery taste is blended with the pumpkin pie spiciness.  Vintage 2018 206 02 07 52   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 I have tried a lot of pumpkin beers, some top ranked and others not. This is my favorite pumpkin beer by far. It is more than just spice, it has a nice pumpkin flavor.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Really good Pumkin Beer, carbination seems lower than some, but the taste & fullness is intact. 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Hands down the best Pumpkin Beer there is on the Market! I put sugar, cinnamon, and nutmeg on the rim of my Pint glass to take it to the next level.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 By far my favorite pumpkin beer 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 Thanks to bbothen for sending this particular bottle. Reviewed from (long-standing) notes. Poured from a 22 oz. bottle into a Cigar City Humidor Series tulip glass.    A: Pours a hazy golden brown with a thin white head that fades quickly. Lots of large-bubble visible carbonation.    S: Pumpkin and bready malts. There’s nutmeg, sweet brown sugar, cinnamon and spices. Pretty standard pumpkin beer approach here, but decent.    T: Tastes like pumpkin pie, with biscuit malts that seem lighter and less bready in taste than most pumpkin beers. Caramelized brown sugar, nutmeg, lighter cinnamon and cloves. The hang is modestly sweet pumpkin and some lingering spices.    M: The body is on the light side for a lot of pumpkin beers. Low alcohol presence, and quite a bit of carbonation sensation.    O: This just is not my favorite style. But honestly this is a little better than I remember from the last time I drank it.   
look: 3.75 | smell: 3.25 | taste: 2.75 | feel: 3 | overall: 3 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 3.25 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.5 Very light, almost Vienna-ish with a touch of amber/orange to it, with a thick (if short) white head. Decent amount of carbonation. Smell is nice...you get a lot more true pumpkin than you do on many, though the typical spicing is there, too. One thing you do NOT get is any hint of the 8.6% ABV it carries. On the first sip, though, alcohol is the very first thing I taste. The other flavors come in to "fill up the tub," but the alcohol is the base of it. The caramel malt is very strong, and there is a bit of hop bitterness that does play nicely with the alcohol. Mouthfeel is interesting; you get that gassy alcohol-ness making it smooth in spite of its full body. Overall, a little lighter of a beer than I'm looking for in this style.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 Awesome as always...Pumpkin Pie in a glass! 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 3.5 | overall: 3.75 Overly heavy clove but great pumpkin taste. 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 2.75 | smell: 2.5 | taste: 2.5 | feel: 2.75 | overall: 2.75 
look: 3.25 | smell: 4 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.25 Pours a clear & bright orange soda amber with no effervescence rising. The pour produces 2+ fingers of short-lived off-white head which diminishes to a minor surface cap & collar leaving motes & strings of lace as it recedes. Aroma is caramel malt, pie crust, pumpkin, nutmeg, cinnamon & other spices. Taste is pumpkin, caramel, Graham cracker, roasted pecans & pie dough with nutmeg, cinnamon, ginger, cloves & alcohol spice. Alcohol is prominent. Mouthfeel is medium to heavy bodied with medium carbonation, smooth, wet & tongue coating but with a nice lively spice. My favorite pumpkin ale. Very close to liquid pumpkin pie with an alcohol kick!   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.25 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3 | taste: 4 | feel: 3.5 | overall: 4 Poured medium Amber ,head was white prob almost inch to a finger, aroma was hint of pumpkin and some cinnamon but not much. Little disappointed by the lack of nose. Taste was bold burnt buttery pumpkin and crust. Unique and surprising. Hops were present in the backround towards the finish. Nice warming beer on windy fall night.   
look: 4.25 | smell: 5 | taste: 5 | feel: 4.5 | overall: 5 Appearance:  Amber-gold color, clear. Medium carbonation rising. Thick bright-white head.    Aroma:  Baked pumpkin pie, pie crust, cinnamon, nutmeg, hint of vanilla.    Taste/Finish/Body:  Baked pumpkin, pie crust, cinnamon, nutmeg, a little vanilla and butter. Hop bitterness is very mild, just a bit spicy-floral, it's almost hard to detect. Finish is semi-sweet, a little dry. Medium bodied, slight creamy, smooth, easy drinking, just a little alcohol warmth.    Overall:  This is a perfect example of a pumpkin ale.   
look: 3.5 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Amber appearance with slight white head. Very very mild aroma. Taste is a significant nutmeg with a minimal pumpkin taste. Very artificially tasting pumpkin beer   
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 Tastes like a spiked dessert! 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours translucent amber, a bit of a head, minimal lacing. Smell is refreshing! The pumpkin on the nose is more like fresh pumpkin meat, not an excess of so-called pumpkin spice, with some nice, grassy hops in the mix. Smells like fall, but not at all artificial. Taste opens with a squash-like sweetness, some caramel notes, and ends with a long stretch of hop bitterness. This is so nicely balanced!   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 3.5 | smell: 4.75 | taste: 4.75 | feel: 3.75 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.25 | overall: 4.5 I love this beer! Smells like pumpkin pie and tastes like it with added hops. Has a good sweet bready flavor to it as well. It's meant for this time of year so you better try it   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3 | taste: 1 | feel: 3 | overall: 1 I guess you love it or hate it. I managed a few sips and poured the rest, a true rarity for me. Nauseating spice aroma, flavor, and aftertaste that unfortunately lingers.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Reviewing after the 4th bottle of my 4-pack. Served in a standard pint glass.    Appearance is fairly generic--clear amber with thin white head.     Smell hint at what is inside with a bready crusty aroma plus some pie spices.     Taste is more of the same. Perhaps a hint of pumpkin but the richness of the crust and spices jumps out. Like many other of Southern Tier's brews, this is a bit like a dessert in a bottle but not cloying like others tend to be.     Alcohol is well hidden. Fairly low carbonation.    Overall this is one of my favorite pumpkin beers. The sweetness and strength limit the number that you can drink at a time but it is always worth seeking out.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 L - Transparent orange body and a finger of white head    S - Graham cracker crust, cinnamon, vanilla, pumpkin    T - More of that pie crust. Delicious cinnamon, nutmeg, and pumpkin flavors. Small bit of vanilla and wood.    F - Medium body with no alcohol.    O - Complex and smooth pumpkin ale with robust flavors   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 on tap at The Brickhouse in Orwigsburg, PA tonight.    Served in a 14oz goblet. Hazy orange color, with big white head which persists in some form all the way down, leaving decent lacing.     aroma is of pumpkin spice, and apples.     Really good taste to this one. Not a cinnamon assault, as some pumpkin beers are, the spices are very nicely balanced with a solid actual pumpkin taste to it. enjoying this one.     mouth is getting pretty close to full, finish is fairly sweet and slightly spicy.     overall, I've been trying to give pumpkin beers another shot this year, and in this particular case, I'm glad I did. Southern Tier rarely disappoints this palate, and certainly didn't here.   
look: 3.25 | smell: 2.75 | taste: 3.25 | feel: 3.25 | overall: 3 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 First few sips were pretty cold, right out the fridge, and I was very disappointed - a medicinal taste. Didn't want to drink more. But then I let it sit for a few and as it warmed it got better and better. It was like "a warm piece of apple pie" and helped me to ring in the fall season a couple days early. Truly the best pumpkin beer I've had.    A sweet, warm, leaf-crunching slip-n-slide of autumnal spices and squashes. KNOCK IT BACK!!   
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 This beer is truly the KING of PUMpkin beers! It comes at you with a wonderful aroma of Pumpkin Spices, coupled with its other flavors, but who cares about those? You want the Pumpkin taste, YOU GET THE PUMPKIN TASTE!!!!!!   
look: 4.25 | smell: 4.25 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 2 | taste: 2 | feel: 3 | overall: 2.75 
look: 4 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 Pours a bright orange with a two finger white head that was well retained and left decent lacing. Smells and tastes like pumpkin pie-pumpkin, nutmeg, cinnamon, cloves, vanilla, caramel and some booze. Taste gets better as the beer warms. Medium bodied and carbonated, smooth mouth feel.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 4.25 Poured from a 22 oz bomber. 2016 vintage.    Appearance: Golden orange body with a 1/2 fingers worth of bubbles on top. Decent lacing left in the glass.    Aroma: Yep, it's a pumpkin pie in a glass! Cinnamon, nutmeg, vanilla. Inviting aroma!     Taste/Mouthfeel: Just like drinking a pumpkin pie! This one tastes even better as you let it warm up. The mouthfeel is light, however there is a little strange after taste which lingers a little after each sip, but is gone shortly thereafter. I rated it lower due to this.    Overall: A beautiful looking and smelling beer and other than the strange bitter aftertaste this is still a fabulous beer. I think sitting it in the fridge for a year helped this one quite a bit, too.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 So many people have reviewed this.   Looks bright orange just like a pumpkin  Smell is incredible. Pumpkin with tones of nutmeg and cinnamon are warm and inviting.   Tastes like good pumpkin pie with an emphasis on spices. There is real pumpkin pie and there is fake pumpkin but this falls into the real category. It's grandma's pie, not the grocery store's. I'm getting cinnamon as it goes down.  Mouthfeel is medium. Nothing special.but It's almost like I should be drinking this beer warm.  Overall a delicious beer!   
look: 3.75 | smell: 4 | taste: 3.25 | feel: 3.25 | overall: 3.5 Clear orang color,less than average carbonation. Aroma is boozy custard pumpkin pie,boosted by a lot of spice. Taste was the same but too much nutmeg or clove,it made it a bit off putting after a few sips. As it warms it starts to taste like a pumpkin pie spice candle,a little artifical. Some will probably like this and I understand why but some probably won't either and I get the reasons why also   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.25 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
