look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 2018 vintage, bottled 4.5 months ago.    Pours near-black with minimal tan head.    The nose and taste are deep chocolate, caramel, bourbon, wood, and faint cherry. Amazing.    The mouthfeel is near-full with some booze on the backend.    Overall, excellent. Top 5 imperial stouts I've had.   
look: 4 | smell: 5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 I tried this beer for the first time tonight and all I have to say is WOW! I am a fan of Dragons Milk. This one is smoother, cleaner and just plain nice. The ABV is a little on the high side to drink more than one a night and that it is a seasonal those are its only down sides.   It has(had :)) a nice bourbon smell, with the normal hints of vanilla. It has a nice buttery back taste(might be what they say is caramel(I make my own caramel and it does not taste like butter.) with a nice soft smoke taste.    IT is my new seasonal favorite.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 3 | smell: 2 | taste: 2 | feel: 3 | overall: 2 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 Dark as night. Tasty as hell. First one was boozy at the 15% mark, but after pacing myself on the next one a week or so later, I was impressed with the rich flavors and smooth finish. Great beer. I’d say take your time and enjoy one.   
look: 4 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 2016 Vintage reviewed Jan 20, 2019 (2017 and 2016 Vintages Below)    Pour: Black with a little brown tonge or maybe that’s the deep tan head. Minimal head that quickly dissipated into a thin ring. Slight bubble lacing while drinking. A bit underwhelming. (Same as 2018)    Nose: sweet malts, just a hint of bourbon up front. Lots of Dark brandied fruit. Really nice but more subtle than the 2018 from Nov.     Taste: rich dark chocolate, sweet bourbon up front. Deep roasted malt, some bitter coffee in the middle. Dark fruits and more chocolate, maybe some burnt toast on the backend. Really well balanced. A little less chocolate, a little more sweet malt than the fresh 2018 but still Outstanding.     Mouthfeel: rich, thick but not syrupy. Coats the tongue, lingers a bit but finishes well balanced and relatively clean. Moderate to low carbonation; just enough to tingle the tongue. Not as pilllowy as fresh 2018. Still really good.    Overall: high expectations and this lived up to them. BCBS remains a/the standard by which other BA stouts are measured. Liked the fresh 2018 a bit better. Maybe more similar to the year old 2017. Ages well but makes me really appreciate the 2018.     ==============    2018 Vintage reviewed Nov 23 2018 (2017 Vintage Below)  Purchased at Total Wine today, Black Friday, or BCBS day.     Pour: Black with a little brown time or maybe that’s the deep tan head. Minimal head that quickly dissipated into a thin ring. Slight bubble lacing while drinking. A bit underwhelming.     Nose: sweet malts, bourbon up front. Dark brandied fruit. Hints of dark chocolate and coffee. Really nice.     Taste: rich dark chocolate, sweet bourbon up front. Deep roasted malt, some bitter coffee in the middle. Dark fruits and more chocolate, maybe some burnt toast on the backend. Really well balanced. Even more chocolate than I recall and bourbon very mellow and balanced. Outstanding.     Mouthfeel: rich, pillowy, thick but not syrupy. Coats the tongue, lingers a bit but finishes well balanced and relatively clean. Moderate to low carbonation; just enough to tingle the tongue. Outstanding.     Overall: wow! I had high expectations and this lived up to them, again. As with the 2017, and previous vintages, BCBS remains a/the standard by which other BA stouts are measured.     ==============    2017 vintage. Reviewed Nov 20 2018. Purchased at Total WIne in Sarasota (Siesta Key) today. Couldn't get last year at home so very happy to find it here.    Pour: Jet black, maybe a hint of dark brown. 1-2 finger deep tan head. Ends in a few clouds and a thick ring. Pretty solid lacing, more like coating of the glass.     Nose: bourbon, dark, sweet fruit, vanilla and oak, chocolate, molasses.     Taste: heavy bourbon, some coffee (recognizing it's not a coffee stout), dark chocolate. Brandied fruit, figs, some vanilla and oak. Fair amount of hops bitterness on the backend. Relatively clean finish despite the intensity of the flavors. You have to like bourbon to like this.     Mouthfeel: thick, thick, milkshake like. Moderate carbonation. Coats the tongue but not cloying and finishes pretty clean.   Perfect.     Overall: this is still the standard for BBA stouts IMO. Have a bottle to age and will likely pick up another one or two assuming they are still on the shelf.   
look: 4.75 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Hands down, the best Bourbon beer you can find. I love this beer so much. Aging them is so much better. Each sip is just amazing. Well respected brew.   
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 4.25 | overall: 3.5 2018 edition    Look: Pitch black. Barely a finger of dark tan head that quickly dissipates into a ring; even changing how I pour it doesn't get more head.    Smell: Very sweet. Chocolate, coffee, milk, and some roast malt.    Taste: A big blast of chocolate and roasted malt, fading into roast coffee notes. Very sweet, almost sickly so.    Mouthfeel: Thick and full-bodied, with virtually no carbonation.    Overall: I'm going to be in the minority and say no to this beer. The insanely sweet taste is an immediate turn-off, to the point where even finishing the glass is hard. It comes off highly unbalanced.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 Great beer at 15$ a bomber, the vanilla is far superior, but somehow cost 7$ more. Take your time and pour in a snifter, I advise sharing it as the almost 15% abv is definitely present. I should have aged it a year or two though mellow out the boozy taste. But seriously, get the vanilla!   
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 2 | feel: 2 | overall: 2 The first sip tastes much like when you've taken a shot of whisky and taken a swig of beer. But the rest of the bottle is a nasty series of progressively overly- whisky-flavored sips. Too much whisky flavoring, guys...   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 L: dark dark dark dark brown, almost no head  S: Smores and Bourbon  T: Hot on the tongue, but alcohol taste quickly dissipates into chocolate, coffee, and something else I can't put my finger on  F: Hot in the chest  O: WOW   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 Exceptional bourbon stout! 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 Wanted to love this beer after waiting so many years for the chance to try it. Unfortunately, I can only say "like" as it seems to be true that you can have too much of a good thing. The over-the-top ABV and flavors just don't meld for a great overall experience. And that's from a guy who loves other "big" bourbon beers like KBS, Parabola, BA TenFidy, BA Expedition, etc. Individual notes of bourbon, leather, tobacco, licorice, chocolate, charred grains, etc are all there, but the ABV is just a couple points too high to allow all that goodness to come together. Instead of doing everything possible to push this beer to 11, I wish they had just the slightest restraint and allowed all the goodness to come out in full. Still a pretty good beer, but definitely not at the hype level. A bit tough to finish the whole thing over the course of a long sitting.   
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 Draught 8oz snifter at the Brass Tap here in Baltimore. Expected more for the price ($12). Probably, benefit from ageing - mellowing out the ABV. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 2018 vintage. Can’t wait to try the 2016 I have. But this hot as hell at first sip. Taste better as it warms in glass. Boozy but pretty easy to drink for ABV.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.75 | overall: 4.25 Since it didn't require any chasing around this year with plenty on the shelf, I decided to buy a couple; one to drink, one for the cellar. Aroma is whiskey with roasted malts, caramel, vanilla, dark fruits. Deep black with just a slight brown tinge around the edges with a back light. Short tan head dies quickly to a ring with an island in the middle. No lacing. Thick, chewy, substantial body initially on the tongue. Deep flavor of whiskey, roasty raisins, caramel, vanilla, and alcohol. Sweet and delicious. The finish is mild (low bitterness) with an alcohol burn. This stout is dangerously easy drinking and smooth. I had to keep reminding myself of the ABV... slowly, sip slowly!   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 1.25 | feel: 3 | overall: 2 With so many really good reviews, i may have have gotten a bad batch. Agree with another reviewers soy sauce analogy. 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 (2018 variant) this is still a bit hot obviously but already drinks very well for it's abv 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 BEST BOURBON STOUT EVER! 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 1 | taste: 1 | feel: 2 | overall: 1 I tried. I truly did try. My father had the misfortune of purchasing one of these during thanksgiving of 2018. Immediately disposed of it after drinking. However, as I’m into much stronger stouts than he is, I figured I’d give it a shot.     Hands down the worst substance to ever neglect my tongue. Taste was of pure soy sauce, with hints of vanilla bean and cheap bourbon flavoring. 2018 is an absolute bust.   
look: 5 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.25 Pours a jet black with slow forming light brown head that looks dense and delicious. Aged oak, caramel, vanilla, and slight applewood smoke on the nose.    On the palate I first noticed the wonderfully smooth mouthfeel. Bourbon hits in the front and the mid, with a sweet smokiness on the end. It's a strong taste, and if you're looking for a bourbon barrel stout you shouldn't be disappointed. It's big and festive, great for the season. Would go very well as an after dinner beer if you're skipping dessert (with a sweet, I'd find it too cloying).    Even though I feel like I'm more over the bourbon barrel craze each year, this is one that makes you stop and appreciate the arc of American craft beer in the last 15-20 years   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 Great tasting stout that sets the standard. 1/4 keg 2017 on tap at home. 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 Amazing beer. Definitely a one per session beer. Lol 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 2018 version tasted on Black Friday evening. This continues to be one of my favorite stouts. Love the taste and aroma. 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 2018 vintage. Bottled on 9/17/18. 16.9oz bottle poured into a tulip. Pours almost black with some brown hues; dark khaki head that fades nice retention and lacing. The aromas are balanced, but pretty bold. The bourbon comes through along with some chocolate. Hints of caramel along with some mild hints of vanilla. It has a chocolate chip cookie vibe going on. Some char and peat most in the mix. Some oak. Malts are there. The flavors basically follow the nose, but are even bolder. Once again everything is balanced, but bold. It's on the sweeter side, but it's not cloying or over the top at all. The bourbon shines without dominating. More chocolate, caramel along with some hints of vanilla. More hints of oak/wood in the mix. There's a subtle spiciness in the finish. Low bitterness. Very nice malt backbone. Mild warmth in the finish, but the alcohol is definitely hidden, which is very impressive. Mouthfeel is very nice. It's full-bodied with moderate to low carbonation. It's fluffy, creamy, velvety and very smooth. This beer is the epitome of being dangerously drinkable.    This is an awesome stout. It's worthy of the hype. In a way it's simple, straight forward and not flashy. It's just just simply executed at the highest level. It's scary how smooth it is. Balance is honestly the key with this one. The craftsmanship is top notch. This is definitely an elite barrel-aged stout. Great stuff.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Deep brown color with a nice brownish head that gives way to significant lacing. The smell and taste are vanilla, chocolate and oak with just a hint of bourbon in the finish. The 15.2% ABV adds absolutely no "heat" to this beer. Mouthfeel is smooth, rich and creamy with a long finish. This is certainly worth a try if you can get your hands on one!   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Had to try one of the barrel aged legends before they ran out at the local store. For the fantastic price ~$12 it blows some of the other breweries away that charge upwards of $20.     Silky smooth, disguised abv, nice caramel and coconut hints that are still noticeable through the chocolate, coffee and bourbon.     Really want to try the Vanilla and (true) Coffee versions   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 This was a good solid stout! Had it on tap and was not disappointed! 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 Very syrupy becoming chewy as it warms up mouthfeel, with nice smoky notes, campfires and whatever other people are saying. You get a nice pecan pie - vanilla lingering flavor about midway through a pour. It's nice but definitely split it with a friend. I do not love BBA stouts as a rule but this is a good one and very worth trying. Once the ABV hits you, you'll appreciate it anew.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 L - Dark as night, but nothing all that distinctive as stouts go - appearance is black than black, so...it's on to  S - Hey there good smellin' - marshmallows on fire, with bourbon to boot, some choco-caffeine noticeable even though this is not the coffee version. Good vanilla whiff from barrels  T- The real kicker and shine to this beer - like jumping into a bourbon barrel of chocolate smores, in a hot tub. Damn.  F - Nice, smooth, carbonation from 2015 mellowed out - not boozy, balanced.   O - Kick ass 2015 regular BCBS   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.5 Bottled 11/15/15, 14.3% abv. Poured into a 12 oz snifter. Color is a deep black with no light penetration. Head is tan and minimal, disappears quickly with no lacing on the glass. Tastes of subtle bourbon, dark chocolate, and ripe plums. Feel is exceptionally smooth, far smoother than any beer of this strength has any right to be. Definitely among the best beers I've ever tasted.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Nice, thick, warm, and the stout character balanced well against the bourbon. I'm up for having this any week. GI is still the godfather of bourbon barrel aged stouts imo, and 2018 didn't prove me wrong.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 2018 vintage - and hoooo boy. Surely worth scavenging if the seller admits to having any in its (ahem, backroom) holdings (yes, this is indeed from a personal experience of which I am alluding to). Pretty much the only product that A-B is going to get any coinage from me with.    I mean, really though. Worthy of the score it has garnered by me fellow toasters - of which I am pleased to contribute to.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 This brew pours a nice rich dark mahogony with nice lite tan foam with minimal to no lacing.  The old factory picks up a lot of things, and hard to decypher, but has chocolate, vanilla, some smoke along with the ABV coming thru a bit.  Taste nicely follows the nose...in just about the same order with a great smoothness to it...with ABV.  This is one fine stout to sit back and enjoy a cheroot (cigar) of your choice, and just grin and have everyone wonder...  Can't wait to try the other one I put in the cellar to come out... in a few years. Patience!   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.5 Pours jet black with a quickly dissipating mocha head. Big vanilla and caramel nose with a bit of smoke and oak coming through. Taste is very complex with coffee, bitter cocoa, caramel, vanilla, oak, and booze being overt. Subtle notes of anise, fig, and oatmeal come in on the back side. Overall, I think this beer lives up to the reputation it has deservedly received as a must try for BBA stout lovers.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Found at my local store Wow!!  Best $10 find ever .  This stuff is top notch stout.  Need to buy another to age .  If you find it get will not dissapoint .   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Hands down the best stout I’ve ever had. From pour to swallow, it’s perfection. 
look: 4.75 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 2.5 | taste: 3.75 | feel: 4.25 | overall: 3.75 A little on the sweet side for my taste. The chocolate is a little too forward also. Nevertheless it is a very enjoyable stout with every sip opening on the tongue to surprise and satisfy. Make sure you are sitting down before you draw your own conclusions.   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 Bourbon forward for sure. 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 Incredible taste. I want to savor every sip. The strong drink is masked by overpowering chocolate, molasses, smoke, and coffee notes. It’s a thick rich stout that lives up to the hype. Amazing.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Taste: rich, complex, toasted, dark chocolate, sweet, vanilla, massive, malt, tobacco, warming. Bourbon, oak wood, boozy, vanilla, maple, nose. Black/brown reddish hue, mostly opaque, tan head some lattice. Full body. 60 IBUs   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.5 | taste: 5 | feel: 4 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 Sampled December 2018 from 16.9oz bottle in snifter style glass. There is a bottled on date of August 12, 2017 date on listed on the bottle.    Appearance: Very dark black, dark color, with a dark tan head of 1 finger. The head lasted only a short length of time, and did not leave much lacing on the side of the glass.    Smell: Strong bourbon, oak, and caramel aromas. There are also roasted fire aromas, along with some coffee, vanilla, and hops in the aroma. Nice combination and balance between the bourbon barrel, hops, malts, and other aromas.    Taste: Pronounced bourbon and caramel flavors. Also coffee and burnt malt flavors. Full-bodied with great balance of malt and hops. It is very smooth. There is a hint of sweetness like chocolate that may be due to the oats and malts, but it has an excellent taste. Light hop flavor as well. The bourbon barrel flavors provide for a unique stout.    Mouthfeel: Full-bodied, with strong alcohol which matches with the 14.1% on the label.    Overall: This barrel-aged Stout is an excellent imperial stout. It has strong flavors as well as alcohol, and the mix of oak, malts, and hops makes for a unique and interesting stout. Probably the best barrel-aged stout I have tried. I would buy this again.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.25 Pours black with a very thin dark brown head that is gone afte the pour is finished. No lacing to be seen.    Smells like soy sauce primarily. But you also get bourbon, chocolate, vanilla, wood. There is a lot going on. Oddly enough I dont get too much alcohol considering the ABV.    The taste consists of large amount of dark fruits and vanilla. Good amounts of oak and bourbon. Sweet chocolate. And a fairly high alcohol warmth.     The mouthfeel is full bodied. Its thick, viscous and extremely smooth. It coats the pallet nicely. Carbonation is soft.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Look is standard for an imperial stout.  Can smell ripe dark fruits like prune. even soy sauce. when agitated, chocalate.  quite sweet, sublte whiskey. alcohol warmth is not overwhelming.  full mouthfeel   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 I’ve been waiting a long time to try this beer, a 2018 15.2 edition. I was elated when I got an email from BevMo, their daily spamming is annoying but news that they have beer that I’ve been impatiently waiting for is the only reason I tolerate it. A hard pour produced a modest head that soon dissolved to a ring around the circumstance with a very very dark body. Very pretty aroma: chocolate, alcohol, dark fruits,licorice, oak barrel, bourbon & plenty more to entertain the nose. Taste is quite sweet with a slightly bitty finish. Flavor, it’s a chocolate chip cookie dunked in bourbon with lots of char & barrel flavors, vanilla, brown sugar, caramel & so much more. Feel is moderately thick & silky smooth. The tongue didn’t find any carbonation, which always seems to run inversely to ABV but sure did enjoy the flavors. Not much heat detected either but once it reaches the stomach, it feel like someone lit a match. Overall this is one of the greatest stouts ever made. I’ll be headed back to BevMo to try the other 2 variants they have there.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 2018 edition. Poured from a 500 mL bottle into a goblet.    Look - Pitch black, like used motor oil. No head or lacing. Very still. Slightly menacing looking.    Smell - Chocolate chip cookies immediately come to mind, but it's quickly covered up with vanilla, oak, alcohol, all the normal bourbon smells. Some hints of mushrooms, meat, bell peppers, and soy sauce in there too if you keep your nose in it long enough. An interesting mix of scents.    Taste - Starts with the usual bourbon suspects, slides into black licorice and soy before transitioning to a sweet chocolate that fades over to bitter chocolate. Ends on a tiny bit of herbal earthiness and a spicy alcohol warmth. Each sip is like a little journey.    Feel - Thick, oily, creamy, viscous. Coats you mouth, and has an almost chewy texture. No real carbonation to talk about.    Overall - Everybody already knows this is a good beer, and I definitely cannot deny it either. I'm glad it only comes around once a year though, I feel like I might get tired of it if I always had it.   
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 2018 Vintage poured into a 5oz stem at about 48F. This particular bottle states 14.7% ABV - weird - I have another that says 15.2%    Pours a thick, used motor oil blackish brown. Midnight black in the glass, with subtle mahogany highlights on the very thinnest edges. A vertical hard pour yields barely a centimeter of mocha head, that dissipates very fast, leaving nothing behind. A still, black abyss.    Nose is just delightful. Fudgy cocoa, caramel, vanilla, some currant/cherry/cranberry/dark fruit, definite bourbon, barrel char, oak, and extra doses of chocolate, bourbon, vanilla, and oak. Smells like the perfect BBA stout.     Palate begins as sweet dark chocolate. I mean massively sweet. But it's not TOO sweet, because you get that lovely char that cuts in. Lightly tannic barrel char. You get the immediate notes of bourbon, which is organic and restrained. Dark fruit comes in big, with cherry and currant coming to mind. Some fig and dates. These fruity notes take center stage and occupy the mid-palate, offering beautiful contrast to the dark chocolate base. Then, after the chocolate covered cherry middle, you get that bourbon, that char, that oak, some smoke, some vanilla, some tobacco, all immediately after the swallow. These linger and fade, leaving bourbon, oak, and vanilla as the lasting impression. Absolutely wonderful.    Mouthfeel on this is full and rich, but it's not in a syrupy way. No, it's not quite...sludgy. it's more like a sweet liqueur. It's a little viscous, but at the same time, very liquid and fluid. Hard to describe. I've had some THICK BA stouts before, and this isn't like that. It feels more...fluid. nevertheless, a great feel.    Overall, this is just a remarkable barrel aged imperial stout. It shares my #1 BA stout spot with Bell's BA Expedition. Both are unique. There's just something about this that just seems so refined and perfect. Well rounded and nuanced. It's big, bold, sweet, complex, smooth, and just an absolute treat. A bottle is a lot to drink at once, but only because of how rich it is. I will seek this out ever year. It's just that good.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 De Hopt. En copa Teku. Viendo los 100 2x07-09. Bourbon bien integrado, aunque mas alcoholica que la avery tweak, con mas bourbon y chocolate y menos madera. Birrote pero prefiero la avery. 50cl se hacen demasiado por el abv, en 33cl hubiese estado mejor   
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
