look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 DATE: April 29, 2018... OCCASION: A nice baseball weekend ends with the Cavs eliminating the Pacers--and a beer that I have meant to experience for a while... GLASSWARE: Corsendonk tulip... pours a dark amber body animated by a swirling cascade of effervescence... a three-fingered head stands proudly as a thick mesa centering an even screen of white bubbles... a real looker.... that textbook Centennial aroma--pineapple, mango, lemon, orange amid a bouquet of spring flowers--mingles with mild spices to balance dankness and fresh-baked bread in an IPA that invites the first sip quickly... and that sip is grounded in a thick, almost syrupy draw, coating the throat thoroughly... creamy and smooth--worth savoring... at 65 IBUs, not the tooth-ringer as expected... still, a drinkable, mild 7.2% ABV... the flavor profile is sweet, almost like a sugary brown, with a thicker blanket of malts grounding the aromatic hops... I get some lemon, grapefruit, and honeysuckle... some boozy funk also adds a dimension that makes this chewy... as Founders go, another winner, and one that allows the drinker to indulge in a singular hop's offering... sticky sweet, and one I will seek in fifteen-can packages in the near future...   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.75 | overall: 2.5 meh. I don't get the glowing ratings/reviews. An OK beer but nothing to seekout or buy more than once. So many more distinctive, flavorful, interesting and satisfying beers out there. Really, don't bother.    Look: average brown  Smell: slightly sour, otherwise unexceptional  Taste: as above, it's a pleasent. but not profound, beer... as many are  Overall: experiment elsewhere   
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.5 Nice IPA, amber color with some head and some lingering lacing. Smells of floral and citrus hops, tastes the same along with some biscuit and malt. Finishes somewhat bitter although quite mild and not unpleasant. Mild carbonation that fades as the beer warms. Thin, surprisingly smooth mouthfeel. A nice IPA to drink but not quite what I would call “sessionable.”   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4 | overall: 4.5 I didn't realize in this review that it was an IPA and not an APA so I judged it as an APA.    Look: Amber and clear with a nice and tall head that leaves large lace and large bubbles as it dies down. The head of a DIPA but the body of an APA.    Smell: Orange, plum, pine, and barley packing a good American pale ale profile. There's also a bit of a sticky stink to it if you smell it too long and it's not light and bright but still smells great!    Taste: Actually kind of malty and yeasty for a pale ale. The thing I notice first is the crackeriness from the malt followed by an exceptional sweet plum taste and a very slight yeastiness. It's not bright and citrusy like your typical bright west coast IPA but it's definitely still very sweet and fruity.    Feel: Surprisingly crisp like a lager but also very sticky sweet. The finish is probably the weakest part of this beer. While it's enjoyable to drink the only thing that lingers around is a sugary sweetness but it lacks a big defining aromatic note. IBU is higher than typical APAs but the sweetness keeps the perceived bitterness much lower than SNPA.    Overall: I got this on clearance at Kroger for $4.50 for a 6-pack and it was a steal at this price. At regular price I'd probably go for the cheaper and more widely available Sierra Nevada Pale Ale but this beer is an excellent choice if you're tired of the same old. The finish needs a little more depth than just sweetness but it's still pretty high class!   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 Malty style. I have found myself leaning more hop style of late. This is middle between hops and malt ipa. Meh. Not a bad beer just not my preference. Glad I tried it.   
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Great brew through and through. Pours a beautiful amber, and smells of a floral bouquet soaking in citrus infused malts. Taste is similar to the smell, strong in personality, yet very light in the mouthfeel. This makes it a great IPA for drinking as the resinous maltiness doesn't accumulate after your second beer, like in most other IPAs. Staple to the IPA style.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Pours a deep amber, coppery coloration with a medium, fizzy head. Smells of caramel, biscuity malt, orange rind and pine. Taste follows the note, being driven by caramel, biscuity malt and hoppy citrus notes of orange rind and tangerine. Quite resinous, with a strong pine note as well. Finishes with a medium bitterness and more pine coming through. Smooth mouthfeel with a medium body and carbonation. This has quite a resinous character and a very nice malt/hop balance. Very nice east coast IPA.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Clear amber with one finger of white head. Nice array of lace.  Smell is floral and resinous.  Taste is dank resinous floral with a good malt support.  Mouthfeel is medium with ample carbonation. The finish is dry and medium bitter.  Overall a tasty IPA. Bottled on 11-17-2017.   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Heavy body classic IPA that is good all around. 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Pours a slightly hazy reddish amber with a white head. Smell is very piney and resin-y Taste is fairly malty and sweet for an IPA but bitter and piney on the finish. Smooth, medium-bodied, decently carbonated. Nicely balanced, just a solid beer all around.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 4.25 Pours a dark amber with a small frothy head. Aroma of fruits, herbs, some sweetness, citrus fruits again, alcohol in the background. Taste is sweet, slightly salty, with hints of alcohol again. Medium to full malt body, plays nicely with the hops. Carbonation is nice and sparkling, but not too fizzy. Very nice. Complex, yet easily drinkable. Very malty.   
look: 5 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 Pours a hazy copper color. One inch head of an off-white color. Great retention and great lacing. Smells of spicy hops, citrus hops, hint of piney hops, alcohol, sweet malt, hint of yeast, and slight tea. Fits the style of an American IPA. Mouth feel is smooth and clean, with an average carbonation level and an elevated bitterness. Tastes of spicy hops, citrus hops, hint of piney hops, alcohol, sweet malt, slight earthiness, and a hint of yeast. Overall, good appearance, aroma, body, and blend.   
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Beautiful amber color. Thick, foamy, off white head that lasts forever. Pronounced lacing. Fairly strong carbonation. Hoppy, with prominent orange flavor lasting through the finish. Smells like an IPA, nothing special there. Not as alcoholic tasting as some IPA's, despite it's 7.2% ABV. Very drinkable, everyday IPA. Everyday, but not ALL day, unless you want to go to the floor.     This has nothing to do with taste, but the bottle is a fairly unique squatty style with a pretty label. You can't judge a beer by its bottle or label, but it is fun presenting something aesthetically pleasing and unique to guests, knowing the beer inside is quite good.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
