look: 4.5 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 3.75 A slightly sweet hearty Porter. Lightly off white head with some light lacing. Goes down smooth. Good mouth feel and very drinkable. Not a complete standout from the crowd, but definitely quality.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 5 | overall: 4.25 
look: 3 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Poured into pint glass. It pours nearly black with dark walnut and cola hues when held to the light, and a large, foamy, khaki-colored head and lacing. The nose features roasted malt, burnt coffee, and nuts. The taste is similar to the nose but there is an additional hoppy bitterness at the finish. This Porter is fairly light in body with moderate carbonation, and with an ABV of only 5.2% and only 30 IBU, it's really easy to drink. Overall, it's quite good.   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 Deep, dark brown body topped with a thick, frothy, light tan head. Robust aroma of charred grain with notes of chocolate; roasted nuts. Rich, malty flavor; milk chocolate; cocoa and marshmallows; brown sugar hints; fine bitterness for depth and complexity. Heavy body.    It has been many years since I last tried this beer. It still stands up as a fine example of the American porter style. It delivers a lot of dark, rich lusciousness to the palate; deep sweetness without being cloying and enough bitterness and a touch of dryness to balance everything out. An excellent dark ale.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4.5 | overall: 3.75 Super-deep blackish brown with only the faintest of red hues coming through. Big 'ol creamy, thick khaki head that won't quit. Roasty malt is strong on the nose. There's a lot of chocolate in the taste, and there's a rich creaminess, too. Still, a touch of bitterness to balance. Its body is rich and substantial, a lot like a stout. A good beer, but not necessarily one unique enough to seek out.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 Tastes awesome for Fall weather. This beer is amazing. 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 4.5 | overall: 4.75 Enjoyed with bacon and a chocolate muffin.    Thin head of fine bubbles, plenty of lacing. Two thirds black, with reddish-brown towards the bottom. Fair amount of carbonation.     Smells of malty chocolate with a hint of coffee    Taste follows the nose, understated, with carbonation popping relentless. Taste reminds me of Black Toad Ale, without the without the grimy twist.     The carb storm settles down by the end of the first pint, by the beginning of the second pint, the experience becomes Grand!     Not bad, it certainly seems boring (style, %), at first, especially compared to their ruling Obsidian Stout, but towards the middle of the second pint, it's old charms present itself commendably. Good show.   
look: 3.75 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 A bit watery/lighter than expected. Not bad, but not something to go hunting for either. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 4 | overall: 3.5 L: Had this beer on-tap at Rivermont Pizza, poured into a pint glass. Had a dark brown color and an opaque consistency. There was an inch of creamy, tan-colored, fairly long-lasting head. Fair lacing.    S: An underwhelming aroma of roasted malt, chocolate, and a little coffee.    T: Tasted of a little bit of chocolate / cocoa (not nearly enough), light coffee notes, a lot of roasted malt, light hops (mostly in the finish), and slight nutty quality. The problem here is that all of the ingredients seem not to be pushed far enough. The flavor has a bland, watery quality that's inescapable.    F: A decent amount of carbonation with a mostly smooth finish. Medium-bodied.    O: The high rating for this beer is somewhat mystifying. It's not the worst porter ever, but certainly not deserving of so much praise.   
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Well, the old rankings had this at 100 and 92..something like that. Now, 90.2% "like" this beer. I'm really missing the old rating system already. Anyway...    Pours a dark brown with a somewhat creamy light brown head. Lacing is apparent, slow falling but not really sticky.  Aroma is a faint milk chocolate. There's also a slightly wet woody/coffee aroma as well, but not powerful at all.  Taste is sort of woody/grainy light chocolate. Tastes a little roasted.  Feel is light with light-medium carbonation. A bit watery for the style, yet somehow, also a little bit creamy.  Overall, I think this is an okay porter. It's pretty straight up and fairly clean tasting, but nothing I would really recommend, unless you're looking for a very mild porter. I was a little disappointed by this, to be honest.   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a dark brown/black with a nice head on a hard pour. The head dissipates living a thinner head and some nice lacing. Taste is roasted malt with chocolate notes with a nice smooth mouthfeel. For me this is the Porter that defines porters. The ABV is low enough that you can enjoy more than one but there is enough taste and mouthfeel to make you happy. I'm glad to see these guys in NC and happy that they are putting an east coast brewery up in Roanoke.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 2.5 | taste: 2.75 | feel: 2.25 | overall: 3.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 from a 12 oz. bottle to my mug, pours dark brown, nice thick mocha head. A pleasure to the nose, sweet, mocha and coffee with hints of nut, tastes like nothing else first bitter, then the sweetness.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 A quality dark brew. Complex bordering on a bit dense (may have over-chilled it). Carries a stiff price tag, though, in my east-of-the-Mississippi burg.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 I've been keeping two of these in the fridge for a few weeks and am finally busting out the first one. Expectations are high given the brewery's reputation and how hard it is to get in the East Coast. (ordered from Tavour) Reviewed live.  Pours a black/brown opaque color with a half a thumbnail length tan head. Once it dissipates, it leaves a ring of lace and a small swirl of film.  Oddly enough, my first impression of the nose is of mild herbs and spices rather the roasty aromas associated with porter. This gives way to toasted and biscuity malts, thus highlighting more the base pale malts. However, soon enough aromas of cocoa, nutty tones and light coffee roast begin to develop. They become more pronounced as the drink warms.   When I get to tasting it, it is truly a pleasant surprise. I'm amazed by the lightness and high drinkability. Creamy, silky and smooth along with a moderate but gentle carbonation. The flavors are nutty, cocoa, coffee and lightly roasted malts. Surprisingly there is a nice touch of citrus hops and lemon twang in the finish, adding some refreshing qualities.   Perhaps I'm drinking this at the right time because lately I've become a bit saturated with the often overbearing sweetness and booziness of today's hyped stouts and porters. It is such a refreshing change of perspective to be able to drink a porter that is clean, understated and elegant in its own mellow way. The low ABV is a bonus in that this is a porter that could truly be a session beer. A quiet classic.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Giant Eagle 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 This is a good-ass porter. Always great to run into a beer of this ilk that's readily available in a city you're visiting - bottle shops, grocery stores, gas stations in Cincinnati. No distro in my home state. Scooped up a chilled six pack, forgot to look for the bottled date.    Charcoal-black pour with a porus, tightly packed brown head that sits and stays. Aroma of bitter chocolate, coffee grounds and char. Taste is right down the pipe as far as porters go - char, chocolate, roasted grains, burnt bread, dark roast coffee, light marshmallow. I seem to pick up marshmallow in porters for some reason. Chewy, thick mouthfeel but still soft. Nice bitter, slightly sweet and roasty feel throughout. Tons of taste for a sessionable ABV. Dinged it a bit on the feel as I picked up a ligering acridity. Great example of the style.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.75 
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 Beautiful dark porter with great head retention and a good amount of lacing. Strong roasted malt on the nose. A bit of coffee and chocolate on the front of the tongue. Then on the back, you get that roasted malt again with a slight bit of bitterness. Great beer. This is how a porter should be done.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Overall great beer. Black rich and thick hence its name. Dark black in color. Rich in malty taste. about 1.5 finger heard . Rich and bold taste. no after taste. just great   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 Poured extremely dark, holding up to the light reveals the beer is a dark copper color, it had a small head  Smells deliciously of dense malt and alcohol     Best porter I've tasted, clean malt taste with a chocolatey finish     A very impressive brew   
look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 Great beer to relax and have with food. Highly recommended porter with great notes of molasses and a deep complex color. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.5 | overall: 5 Still my go to favorite!    Pours black with a crimson tint when held to the light. Creamy tan head that hangs on for a while. Smell is full of subtle hints of coffee chocolate toasted grains. The smell alone could sell this beer. The feel is full but not heavy.     The taste comes in as a extremely balanced yet flavorful porter. All the coffee and toasted bread crust and chocolate flavors that are expected from a porter yet balanced so unbelievably well. The finish leaves you with small nuances that only leave you wanting another drink.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 I love Black Butte Porter by Deschutes Brewing. Nice and thick and just loaded with flavor from all the dark malts. Also well balanced with tasty molasses notes.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 For me, the standard of American porter! 
look: 4.75 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 Pours a pure black and tan of course. Smells of molasses, caramel and plum. Yum. A perfect marriage of sweet and toasty on the palate with notes of molasses, black grape, roasted malt and taffy. Medium and not watery as some straight porters tend to be.     How in the world I've avoided this classic for so long is beyond me. But having tried it, I can say it deserves its place in the pantheon. A classic style for the modern drinker, but not trendy. Whatever the F that means.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3.25 | taste: 3 | feel: 2.75 | overall: 2.75 
look: 4.25 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours a coffee black with a tan head. Smell is of coffee beans. Taste is of chocolate and roasted coffee. Mouthfeel is medium. Not quite creamy. Overall great porter.   
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 Tasted at the Portland Public House, served in a 4 oz sample glass. Deep dark brown, but still some clarity, with a nice foam of tan head. Gentle toasted malt aroma with slight char but still some malt sweetness as well. Silky smooth without being too full bodied, layers of nice malt flavors: roasted coffee, burnt caramel, toasted bread, and earthy hops. Finishes with a clean hop and toasted malt bitterness. Terrific balance - hits the mark for a flagship brew.   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Twelve ounce bottle copped from Uppercrust in Phoenix. Pours a jet black ebony hue with minimal frothing. Mellow aroma replete with hints of chocolate and molasses. Similar overall flavor profile.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 The nose on this brew is of toasted biscuit,roasted coffee beans. Lots of lacing here. One finger thick brown tinted head dissipated quickly. Soft buttery mouth feel. Dry finish. 5.2 ABV is hardly noticeable, it just blends into the roasted coffee bean taste really. A dark roast of a brew. Overall it is a very nice porter.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 Black Butte Porter brewed by Deschutes Brewery, with an ABV of 5.20% This American Porter pours out a deep brown color with a small light brown head. This brew has the look of coffee, not saying that is a bad thing. There is also a decent amount of lacing to this brew, it sticks to the side of the glass well. The smell of Black Butte Porter is rich with roasted grians and malts. There is also a nice sweetness and a decent amount of hop bitterness in the smell as well. So far this porter is really inviting. Now for the taste, it is bold but smooth with flavors. There is alot going on in this brew. You first pick up on the sweet Roasted grains and malts and it end with a nice mild hop bitterness. There is a lot going on in Black Butte Porter. This American Porter has a lot going on in it. There is nothing overpowering about this brew, it has a super nice balance to it. I really like how smooth this brew goes down.   The mouth feel is Bold, Rich, Smooth, Roosted, Clean and Refreshing. The body of this brew is a soild medium. I can't get over how smooth this brew goes down. Overall I'm giving Black Butte Porter a 4.75 out of 5. I would definitely look this brew up again givin the chance to. Deschutes Brewery, did a super nice job with this brew. If you are a fan of Porters you should look this one up.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 L -- Very dark brown, slight ruby. Small white had that dissipates quickly from an average pour.     S -- Roasted malt, coffee, chocolate, slightly sweet banana bread.     T -- Coffee comes first, followed by general roast. Chocolate comes in later, with a nice light sweetness. I get momentary notions of the banana bread, which I would be interested in here.     F -- Medium body, good carbonation.     O -- A very nice beer.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Deschutes is an amazing brewer. They dabble in so many styles and do so very well.    Look- Very dark ruby brown. There is a light tan, fairly thick with a creamy appearance. There is a bit of lacing.    Smell- Chocolate and a little banana.     Taste- Chocolate and banana again, with banana being more dominant. There is a mild bitterness.    Mouthfeel- Milky, but not heavy enough to feel creamy. I would list the body as medium. A little bit of a hoppy bite on the swallow. The aftertaste is light, lingering and bitter banana stays with you.    Overall- I am a fan of stouts, so I need to be careful when rating porters. This one is certainly one the better porters I have tried, to date.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 A dark brown almost black porter except for some dark cherry highlights. Two finger head that dissipates quickly leaving a rim of foam at the edges. Lots of lacing. Smells of sweet malts, definitive chocolate (semi-sweet), with a wonder full tobacco warehouse aroma. The taste is a follow through of the aroma with the addition of mild lightly coffee. Lush and juicy. Chewy. Smooth as silk. Overall this a a fine porter that is only produced by the best of the Craft Breweries. I will definitely keep some on hand. This one leaves you craving another. If you are tasting this for the first time I suggest you buy two. You will need the second.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours jet black and leaves the same color body with a two finger white foamy head that dies within thirty seconds, good amount of lacing left in the wake, smell has a lot of milk chocolate up front but tries to balance with some coffee, taste is exceptionally sweet through the chocolate, smooth on the palate and pretty drinkable, this is a very good American Porter that one should not pass up on if seen.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 Pours the typical dark porter color. The smell is coffee beans and vanilla. The flavor is predominantly coffee with cream. My only deduction on mouth feel is it's a little thin for a porter but overall a darn good beer.   
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Solid porter. Had on way to Bend. 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3 | smell: 2.5 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3.5 | taste: 3.5 | feel: 4.25 | overall: 3.75 At the Deli Restaurant with Jer on St. Paddy’s Day, celebrating his birthday and the like... on draught, brought out with its all-black majesty and a ring of brown head with residual smear in its middle... smells of lactic milk, toasted barley malts, and some earthy, peat/marsh funk... appealing on a snowy, rainy day like this... mouth feel is swift, a bit crunchy and warm at the finish, with an easy-drinking, textured medium body... the prevailing flavor is roasted malt, though enough hops make their way to the forefront to evoke pine and hard fruits--apple, pair... a solid, unspectacular porter that is as it should be--not to be confused with its bourbon-barrelled cousin, but no insult there...   
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4 Poured hard into a frosted pilsner glass. Quite active thick creamy head. Over two fingers. After 5 minutes mellowed to a tan overcoat with light irregular lacing. Color is brown almost black. Nose is faint chocolate and coffee. Taste is a smooth roasted, dry earthy character with coffee upfront then bitter dark chocolate. Nice. Finish is lightly carbonated with medium body. Definitely a well done porter.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Smoked coffee, and slightly acidic. Hops come through subtly, creating a satisfying contrast. Almost a meaty and chocolate taste on the finish. Deschutes is making some of the absolute best beers. Masterpiece.   
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 Good and balanced porter. Acidic malts with some roasted notes are balanced with citrus hops mostly on the tangerine and the orange. This beer is quite dry. The carbonation is a bit low.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Poured from 12oz bottle into Seidel. Best by June 20th 2017.    L: Black oil with ruby edges. Thin beige head fades quickly into a ring.     S: Rich coffee, bittersweet chocolate, leafy hops.    T: Again, coffee, chocolate, leafy hops. Astringent bitterness, toasted biscuits, really a well rounded brew. Very good.    F: Silky smooth, creamy, good carbonation levels, Medium-full body.     O: Great porter. Great beer. Noice.        Revisit:    Poured from 12oz bottle into Bell's Oberon Pint Glass. Best By July 22nd 2017.     L: Black with ruby edges. Finger width beige head stays around for quite some time. Good stick to the glass as well. Bumping up this beer's looks.     S: Bittersweet chocolate and leafy hops with coffee undertones.     T: Pretty on the mark the first time, not sure I would change much here.     F: Same again with an added note that this is dry.     O: Again a really stellar beer and porter.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Pours the darkest brown, a touch of red, almost black. Thick tan head. Malty, bready, toasty, roasty, smooth. A hint of hops. Definitely bready, but more on the dark toast side than fresh-baked. Dark, but not overpowering. Overall, a great beer, and a good Porter.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 3.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 really liked it better than their stout. Very drinkable, with a nice mellow background flavor. The flavors are subtle. Creamy mouthfeel, no bitter aftertaste, and smell is also somewhat muted. Good if you are going for mellow.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Being new to drinking, this is my 2nd true craft beer I've had, and the 6th one overall.   The look is dark, an almost dark amber color. Very nice foamy head after an aggressive pour.  As for the smell, you can definitely smell some coffee and chocolate, as expected of a Porter. No boozy or off putting smells to be had.  The taste is vibrant with coffee and bakers chocolate, not much bitterness.  The feel is very creamy, and very easy on the palate. No dryness on the back end, and not much of a lingering aftertaste.  All in all, probably the easiest craft beer to drink that I've had so far. At 5.2 abv, it is highly sessionable and all the more enjoyable. I love that it's available in a 6 pack, especially since I just got off work! It's definitely worth a try if you want to go beyond pale ales and lagers   
look: 4.25 | smell: 3.75 | taste: 4.75 | feel: 4.75 | overall: 4.5 Poured from a 12oz longneck bottle into a nonic pint. Extremely dark brown, almost black, with just the barest hint of light coming through the edges. The head is two fingers tall, pillow-you, falling away slowly while leaving a good bit of sticky lacing.    Aroma is mildly sweet, roasted malts, with a bit of toasted bread.    Flavors start out with dark semisweet chocolate up front, with a bit of caramelized sugar. This leads into rich tones of coffee, toasted nuts, with just a touch of herbal hops in the background. The finish is drying and bitter with both hop and coffee notes but not overly long on the palate.     Mouth feel is medium bodied, smooth, very easy drinking, lightly carbonated. The alcohol at 5.2% ABV invites you to have more than one.     Deschutes hit all the marks with Black Butte- rich flavors and easy drinking character make this the model of what a great Porter should be, for me. It's great out of the bottle, and amazing if you cam find it on draft... this one is definitely going to become a go-to beer for me.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
