look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 A little too syrupy for me. I like the 60 minute better. Think this one is overrated. 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Not too hoppy, delicious beer, spot on brewery! 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Pours a very clear, copper color with lots of bubbles and a minimal head that dissipates quickly.     Aroma is piney with some grapefruit and lots of caramel malt. In fact, the malt aroma overwhelms the hops.    Taste is also very malty with some of the dank hop flavor sneaking through. Very strong malt backbone which is so different from today's IPA's.     Mouthfeel is medium with a decent amount of bitterness. Actually, just about the perfect amount of bitterness.    Overall, I prefer my IPA's to tilt in the favor of more hops, less malt. However, I did rate this beer higher (even though it's not my favorite) because it is exactly what they were going for and they executed it flawlessly.   
look: 4 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.5 | smell: 3 | taste: 4.75 | feel: 3 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 3.25 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 smells boozy, taste malty/nutty, bitter rind after taste. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Had this on tap at the Church Key in Edmonds, WA 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 From notes 8/23/13: Pours a nice deep gold/pale amber producing 2 inches of creamy, chunky, beige head which leaves behind moderate webby lacing as it recedes. Aroma is caramel, faint vanilla swimming pine, citrus, floral and fruity hop notes. Taste is caramel malt sweetness balanced with pine and citrus hops with a hint of apple/pear in the finish. Starts sweet; finishes dry and bitter. A good example of an early American craft Imperial IPA.   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 3.75 Comes in a clear copper color with fluffy white head. Perfect retention. Lots of vibrant carbonation. Streaky lacing left behind.  The aroma is grapefruit zest, orange peel, blood orange, pine cone, caramel, mineral water, honeycomb, pine sap, pine needle.  The taste follows the nose pretty closely with lots of pine needle and pine sap, crystal sweetness without cloy. Caramel and biscuit. Some citrus presence through orange zest, grapefruit, and blood orange essence. Zesty and bitter citrus rather than juice, with the pine most forward. Crisp and clean overall. A hint of alcohol warmth. Quite bitter, with lingering citrus bitterness. Dangerously drinkable.  Medium-plus mouthfeel, smooth and and oily and highly carbonated.  Sets the standard for old-school IPA, unremarkable but well-made. A solid beer.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Rich malt, not much citrus, a delicious complex taste. Lovers of great porters are likely to enjoy this as it is less juicy than a great west coast IPA. This to me is an ample and very good Winter IPA. This is leaning towards Russian Rivers all time favorite Pliny the Elder Double IPA in its rich, slightly heavy taste. Excellent.   
look: 4 | smell: 4 | taste: 4.25 | feel: 3 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Solid Imperial, always consistent. 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 By far the best IPA ever. All the others are imposters. 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 So good, I cant do it justice with words. 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 Widely available (having mine on an Amtrak) and not too expensive. Nothing to complain about whatsoever. Fairly tastey for a 9%-er, expected it to be more boozy flavored.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 For me, this is everything you look for in an ipa. Easily one of the best beers you can get. A true icon among icons 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 3.75 Bottled 8/1/18    Picked up a sixer and will definitely age some of this. Clearish orange color with a two finger head, smells of piney, fruity, floral hops. The taste is unfamiliar and dark at first, but settles to a sweet and bitter tropical taste. Very floral and hoppy on the aftertaste. A thinner mouthfeel than expected but with moderate carbonation. IPA is not my favorite style, but DFH did a damn good job on this one. Truly a classic brew, highly complex but balanced.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 A: Pours a thick one and a half finger head that holds very well. Color of ripe tangerine, clear, and carbonated. Lacing is beautiful.    S: Smells bright and hoppy, but a balance of piney, grassy, fruity hops. There's a floral sweetness, some island fruits, pomelo,     T: Wow. When they say that there's a malt backbone, they weren't kidding. Perfect balance between the hops and malt, shining together in perfect harmony. There's a creaminess, richness, caramel, nuttiness, spices, sweetness, and a whole lot of flavors I can't quite pick out.    O: One of the best imperial IPAs I've had. This one knocks it out of the park in so many ways. So drinkable for 9%. This is both complex, yet approachable beer.   
look: 4.25 | smell: 4.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 Will always hold a place in my heart as my introduction to double IPAs 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 3 | taste: 4.25 | feel: 5 | overall: 5 I like it because of the abv. I can drink two and be done. So smooth and no gross old alcohol smell like some cheap beers have. 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.75 This one totally lived up to the hype for me:    Look: Amber. 1/8” retaining head.    Smell: effervescent hops.    Taste: same.    Feel: warm, perfect level of carbonation for the style.    Overall: top 5 IPAs brewed in America   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Rich distinct flavor but not altogether pleasing 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 For my tastes this is Dogfish’s best brew. It appears to be easily obtainable on the east coast and that makes me happy. A lot of the really great beers seem to be in short supply or only at the brewery itself. Yay for Dogfish.   
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4 | taste: 4 | feel: 3 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Dogfish brews some excellent IPA's and this is one of them. A very smooth and easy drinking beer for 9% as it hides the alcohol well. Surprisingly, not as potent of a hop bomb as one would expect. An excellent beer and very enjoyable.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Don’t let the feel fool you; the alcohol content is there. Rich hop and malt blends make the bitters sweet. You’ll want another before your head tells you, one’s enough. But if you’re home by the fire, grab a good blanket and a nice warm friend.   
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 5 | taste: 5 | feel: 4 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4 | feel: 4.5 | overall: 4.5 Four years this was my go to choice. And they credit it as the one that solidified my love for hops. Compared to the 60 minute ipa, the 90 is far stronger from the first taste but with a less bitter aftertaste than the 120. Excellent complement to a well grilled ribeye.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 I am in agreement with another eater with regard to the best overall IPA I have ever had. This beer kicks ass. If I just want to pound lighter beers down or quench with a crispness, I will pull another beer, but when I want the ultimate IPA experience, I grab this beer.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Dogfish Head 90 Minute IIPA - 9% ABV - 90 IBUs  Date: 08/01/18, enjoyed on 09/05/18.  Appearance: Deep rich copper color with two fingers of off white head.  Aroma: Sweet malts up front followed by a pleasant but somewhat restrained dank hop aroma. There are some sweet tropical fruit aromas as well, such as pineapple and mango. Overall, 90 Minute is wonderfully aromatic and juicy.   Taste: The nose would led one to believe that this was going to be more malt driven, however, the first sip reveals a very balanced relationship between the hops and malts. Sticky and resiny Pine hop flavors come out on the taste more as well. While it is balanced, there is a big sweet bread malts character to combat the intense hopping this beer gets. Tropical fruits from the aroma are here as well, but are harder to nail down to a specific fruit. As the beer warms, it gets sweeter and stickier and exhibits a nice full palate coating mouthfeel.  Biased comments: Its a classic, what else can I say that hasn’t been said. Its a totally enjoyable palate wrecker, that is perhaps a tad too sweet, but has a place in my fridge anyway. Also, its now in six packs.   
look: 3.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Look - poured from a 12 oz bottle. Light copper in color, a small half-inch head with lacing.  Smell - surprisingly, malts first, then hops. slightly sweet. would not think this is an imperial IPA just from the smell alone.  Taste - once again, a dominant malt presence that is supplemented by strong, but not overpowering, hoppy flavor. a fairly sweet finish, with a bit of warmness in the end from the booze. a really nice experience.  Feel - medium bodied, light to moderate carbonation, and heavy on ABV at 9%. however, alcohol is well masked and not too detectable, especially when cold.  Overall - a really, really good beer, and a thoroughly enjoyable IPA. Unlike the trend of current craft IPAs, 90 Minute's malty backbone has always made it an extremely balanced beer, and easily approachable by many. A great go-to beer for any occasion.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 3.25 | feel: 4.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 This beer fits my favorite style profile. Working through 1st 6 pack, like everything about it. Bought in SE Florida where it was perfect end to a hot humid day. Trying to find it now in Northern Michigan.   
look: 4 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Imo is the best IPA in the wold. Pour it in a brandy snifter or my favorite in a 16oz beer gobble. Taste and feels amazing, never had anything better and I've been drinking beer since I'm 13. Now I'm 38 and I've had hundreds of different ipas. Dog fish had 90 minute imperial ale is hands down the best craft beer. FOR a session beer I go with yuengling lager.   
look: 4 | smell: 3.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Heavy bodied beer with terrific blend of malt and hops. Not too hoppy, but extremely reasonably priced compared to the 120 minute IPA which is also a great beer from Dogfish.   
look: 4.75 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 12 Oz Bottle poured into glass  Look - Mostly clear, rich amber color. Thick foam head trickles away leaving good lacing on glass  Smell - Bottled only a month ago but not much of an aroma. Malt and some floral hops. A Belgian note.  Taste - Powerful flavor. Malt is the main thing, like biscuits and french toast but the hops are very present as well. Fairly sweet. Extremely well balanced, not much bitterness and cannot pick up the alcohol much even at 9% ABV. Carbonation is medium-low.  Certainly a medium-heavy body, not a beer that will be good for parties. The thing i like about the hop profile is that it isn't really grapefruit, its more earthy, piney, oily.    Overall, a really good brew. Not as bitter as I was expecting but pleasant drinking and smooth. Good beer for dessert. Will be buying it again at some point. Grade is an A   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 4 | overall: 3.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 Lots of malt. Wish it were less. Great overall. 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 5 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.25 | overall: 3.75 
look: 4.25 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3 
look: 4.75 | smell: 2 | taste: 4.5 | feel: 4.75 | overall: 4.5 One of the more “boozy” tasting double ipa’s. Maybe it’s just me, but I just smell alcohol and some malt. Big beer. Very good beer. Nice white head with good lacing. I’m very happy with this beer. :-)   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 2 | taste: 2 | feel: 3 | overall: 3.5 Very hoppy but also lots of maltiness so its pretty balanced. Lots of smoky flavor and the typical bitterness of an IPA. Not my favorite type of beer but for the price and abv its a great value.   
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 3.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Excellent IPA - amazing that it’s a double and not just a standard one since the alcohol is so well-hidden despite the high ABV. Nice amber color with just a little head and minimal lingering lacing. Smells great, nice fruity hops. Tastes of citrus and floral hops, caramel, grain and a great malt backbone. Very little bitterness. The hops flavor was definitely a little understated - that could be both a good and bad thing. Nice and smooth, goes down easy and mild mouthfeel. Just the right amount of carbonation. Very well done - will have to try this brewery’s other IPAs.   
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 5 | overall: 4.5 Dogfish Head has made an incredible Imperial IPA. Wonderful balance of malt and hops and a great citrus backbone to it. I had to slow myself down while drinking this one. The feel is seemingly tailored to my exact preference and the taste is complex enough to make it stand out from the rest of the IPAs that I have tried. Do yourself a favor a try this beer! You will, most likely, not be disappointed. Ha, ha. Cheers!     Consumed on: 07/11/2018  Bottled on: 03/07/2018   
