look: 3.75 | smell: 3.75 | taste: 3.25 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 appearance: a bright hazy orange with a fairly small tan head. head very quickly becomes a gentle ring around the edge.     smell: very strong resin, dankness, and pine. at the same time, there's a subtle hint of sweetness, almost like a gentle molasses.     taste: some almost toffee-like flavors take over the back end, while a very nice juicy pine holds the front. the flavors blend together very well. there's a gentle maltiness to hold all of it together. a bit of an alcoholic kick but not nearly as much as you'd expect from a beer this strong.    feel: very thick, creamy, and smooth. absolutely wonderful.    overall: i've been putting off buying this due to its price, but i'm very happy that i got some. it has the feel and qualities of a russian imperial stout: big, bold flavors and a thick velvety mouthfeel, but it tastes like an ipa. very high quality beer, dogfish head never ceases to amaze me.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Definitely great as advertised! Need to treat this with respect (extremely high ABV!) 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Damn. Heard about this forever and now that I had it it’s better than expected. Crazy ABV. Not as crazy hoppy tasting as I thought it would be. Love it.   
look: 4.5 | smell: 4 | taste: 5 | feel: 4.25 | overall: 4.25 An extremely unique beer. So much bitter that you don't really notice it. Starts off as about a 3.5 out of 5, turns into a 4.5 after 6 months aging in a cupboard. I'd love to have the patience to keep one for a year or more!   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 There are times such as these when you wonder why can't all craft be like *this*...    I've had the 60-minute and wasn't much impressed, I've had the 90-minute and loved it, I have a bottle of their 75-minute yet to partake, but this 120-minute IPA lives up to all the hype (and then) some in my book. From the moment you pour it out of the bottle and inspect to that next moment up to your nose, and then the subsequent step of bringing it up to your lips, the whole thing just impresses and surprises one step after the other. A dark orange colored brew with weak foam but some lacing to mention gives way to a uniquely smelling IPA - what I consider and almost perfect blend between the juicy smell one expects and the bitter touch of those hops. Mouthfeel is cream - creamy I tell you! - and that's something I've never experienced with an IPA. And then there's the taste - as unique if not more so to the smell - lightly sweet, incredibly juicy, and at just the right amount of bitter flavor makes this superb. I can see now why people in my circles go ape-shit over this - and I can tell you whenever I can grab one (or two) to take home I will...   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 Interesting look, zero head with a murky brownish orange tinge. Dark fruit, Liquored sweet nose. Flavor pops with sweetness and slight bitterness on the end. I like this one better than the 60 and 90 min for sure. It’s got some heat for sure. Thicker with almost not carbonation.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 2.25 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 2.5 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 Bought this spring of 2016 and have been aging this for 2.5 years one the wine rack.    Hideous looking beer. Brown, hazy and low carb.    Nose is booze and more booze. Murkey earthy bitter moss. Orange mushrooms in autumn. Wet compacted oak leaves that have been on the ground for months.    Wow. Taste is out of this world. Rich sweet malt at first but quickly turning bitter. Long decomposed hops. The hop acids have been crushed down to mellow florals. Dried orange and figs. Dried apricots. Salty with a touch of molasses.    Silky smooth up front the gives way to a puckering bitterness. Lovely mix of sweet and sour. Spicy and smooth.    Like nothing I've ever had before and that is saying something. The ipa of barley wines. Not the beer for every occasion, but a fascinating l brew. I thoroughly enjoyed it.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 Smooth beer, went down easy. Great beer to sip in a coozie on a hot day, or b y the fireplace in winter. 
look: 5 | smell: 5 | taste: 3 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 Despite the whopping 18% ABV, this beer is really smooth and easy to drink. It is very aromatic and leaves you with a fruity aftertaste. If you have the chance, you gotta try this hoppy masterpiece.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3 | taste: 1.5 | feel: 1.5 | overall: 2 not good 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 Pour from a bottle at The Local craft beer bar in la Mirada .ca during a dogfish event.    Look. Copperish  Smell. Some fruit, also strong alcohol scent  Taste. A bit sweet. Surprisingly, no bitterness even though this is an up A.  Feel. I drank a little bit of the 60 minute ipa, it was noticeably thinner than the 120 minute vetsion  Overall. I love barrel aged beers. This one tasted a bit like it was barrel aged and it was around 17 percent abv. It tasted good even as it got warm.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 This is rated after having a bottle that was personally cellared for 2 years. 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3 | feel: 3 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Look: It pours cloudy cooper with an off white head. Head retention is very low.     Smell: It has a strong alcohol aroma. There is a moderate amount of deep caramel with floral and pine.     Taste: It has caramel flavors with some stone fruit, floral, and pine. The alcohol is very evident and strong. There is even a bit of dark cherry way in the background.     Feel: It has a full body that is a bit syrupy in texture. For such a strong ABV, it has smooth alcohol with only a slight hot kick to it.     Overall, this is a wonderfully complex beer that quite favorable with a potent kick.   
look: 4.25 | smell: 3.75 | taste: 3.25 | feel: 4 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.5 Fresh 2018 bottling.    Pours a nice hazy orange, looks very good in the glass. Not much head, but that may be due to this bottle being very cold upon the pour. I let it warm for a few minutes before drinking. What is there is leaving a lot of lacing on the glass as it moves down.    Smell is very heavy on citrus, especially blood orange and pineapple, doubling up on pine tree hoppiness and sweet malt as well. The alcohol is also prevalent, almost like a very sweet liqueur.    Tastes just like it smells. Very citrusy, I feel like I bit into a blood orange with that mix of bitter and sweet along with a lot of hop resin. Lots of alcohol, which becomes more forward as it warms in the glass.     Mouthfeel is oily and slick, the hop resin oilslick makes the high alcohol and big hop character easily drinkable and pleasant to sip. It does remind you of a barleywine.    Overall a very tasty Imperial IPA,. It is best shortly before it reaches room temp, as the warmer it gets, the more it enters hoppy barleywine territory. I paid $35/4-pk, and I'll likely let the remaining 3 age for years and compare against fresh bottles at those times. I think as it ages, the alcohol heat will dissipate and bring out some very complex flavors.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 This is definitely sippin beer! 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 Poured from a 12 ounce bottle, bottle date illegible.    Look - Burnt orange opaque body with a lot of floating bits. Tall white head with heavy lacing.    Smell - Sweet spiky citrus hops on top of a light salty cracker-like scent. Not as strong as I expected honestly. Quite pleasant actually.    Taste - A fairly balanced and tasty beer falls away into alcohol. The flavor matches the smell, light cracker malt with some sweet hops on top. It's just that the alcohol comes through and washes it all away.    Feel - Medium body and medium carbonation all checks out, but the sinus-clearing alcohol really roughs it up.    Overall - A great IPA with too much alcohol for its own good. I'll have to try DFH's lighter offerings sometime.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3 | taste: 2 | feel: 2 | overall: 2 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a clear orange with a finger of white head and lots of floaties.  Aroma is citrus, stone fruit, booze, sweet malt.  Taste is citrus, apricot, booze, some sweetness.  Mouthfeel is medium and sticky.  Tasty, potent stuff.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Solid Beer with great hoppiness. I found it very drinkable despite the high ABV. I’d love to have it aged a bit more to temper the alcohol levels. Either way a must drink.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 2.5 | feel: 2 | overall: 3 This is barely a sipping beer for me. I would rather drink a good rum on the rocks. It is so dry, stringent and hoppy that there is no joy here, for me.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Hmmm...drinking this beer was a little confusing. On the one hand, great reputation beer, amazing brewery, nice smooth strong flavors. On the other hand, it tastes more like a barley wine or even a strong old ale than an imperial IPA. Nice orange-copper, slightly hazy color with some mild head and very spotty lingering lacing. Smells of some dark fruit, fruity and piney hops. Tastes of some bitter citrus zest - grapefruit, orange, lemon - as well as some mild piney hops, vanilla, raisin, fig and some malt. The dark fruit hits me a little more than the brighter hoppiness. Quite dry and bitter but still tasted good. Smooth mild mouthfeel with a little bite, and a fair amount of warming alcohol. Definitely a slow sipper.   
look: 4 | smell: 3 | taste: 1 | feel: 1 | overall: 1 
look: 3 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.5 | taste: 1.5 | feel: 4 | overall: 2 Bought a 4 pack. I don't want to do that now. 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 Bottled in April, 2017. Copper color with a thin head with short retention.  Aroma with notes of caramels, pine, booze, orange peel, resin and candy.  Flavor with notes of pine, caramel, grapefruit, melon, booze, sugar cane, oak and toasted malts. Very dry and bitter aftertaste.  Full velvety body with mild carbonation. Alcohol of 15-20% abv give a warming and numbing effect. It is somewhat sticky.  This is quite powerful hop juice. Good fix for hopheads. I felt this more of an American Barley Wine rather than a DIPA, though. This is better for sipping on a colder night. So, a bit more in the liquor territory than beer. I want to have another aged version to see how complexity evolves and hops mellow out.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 3.75 This beer is far more like a barley wine than an IPA. It was actually bottled in 2015, so I am not sure if that makes a difference. Pours a very cloudy orange color with a finger width foamy head. Head retention is minimal to non-existant. Lacing is good. Has a aroma of candied malts, maybe some dark fruits. You can definitely get the alcohol content. Very sweet taste. Candied malts, brown sugar, with some bitterness. The high ABV is still very detectable on the taste, but it doesn't strike me as something as high as 18% would be, but then again, I am not sure if I have had a beer this strong before. Medium bodied with moderate carbonation.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Dogfish Head Craft Brewery "120 Minute IPA"  12 fl. oz. brown glass bottle, "BOTTLED ON 02/22/18 1718"  $9.99 @ Total Wine & More, Cherry Hill, NJ    Notes via stream of consciousness: Well I haven't had one of these in a long time, years in fact. I don't really think of it as an IPA, although I won't argue that term, I just think of it as more of a barley wine, or at least a beer to sit down and relax with at the end of the day. Truth be told though, the last time I had one was at a pool party - BBQ and I still enjoyed that so... I don't know, you get the idea I think. It's quite hazy, even cloudy in the glass with a deep amber/orange body beneath a finger-thick head of creamy yellowed off-white. The head holds fairly well but it has dropped now and only a thin surface covering remains surrounded by a thicker collar and 'distant mountains' of lace rising along the rim. In the nose it's quite floral and malty. Some alcohol is in there as well, which isn't usually good, but it doesn't come off in a bad way. For a beer of 15-20% abv that's to be expected though; and I just happened to notice that that's no longer listed on the label. On to the flavor... there's a nice fruitiness to it, I assume both from yeast and the hops. I'm getting citrus including grapefruit and orange, and maybe a squirt of lemon, apple, pear, and dried orange. Maybe some other dried fruits as well. It remains floral and I wonder how much of that is from hops and how much is from alcohol. You can definitely taste the alcohol but it doesn't quite go over the edge and crash and burn at the bottom of a ravine. I've had better vintages that have had less alcohol, and more hops, but it's still OK. The malt has just a bit of caramel to it, which is nice, too much caramel would've weighted it down. It's sweetish and fruity, but there's also some solid bitterness to it, and the alcohol helps to cut through the malt and dry it out in the end so that it doesn't become too sweet or cloying. In the mouth it's full bodied and viscous, dextrinous but also cut by the alcohol, and modestly sharp due to that, coupled with a slightly less than median carbonation that allows it to have a slight edge and then become very soft and velvety smooth. It really is like a barley wine, an American barley wine, and I'm perfectly content to just slowly sip at it. It's not the best iteration that I've tried, and, in fact, it might be the worst, but I'm familiar enough that I can group the memories of those previous examples together with what's in front of me and come up with a composite score.   Review# 6,209   
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 5 Are you kidding me? OMG this beer is off the hook (so 90's terminology). To quote my counterpart above "Way to high ABV". But this guy doesn't even know to spell "too". I agree it is "Way to high ABV" and it is AWESOME! Excellent use of the word "high" BTW. Beer is a gift from G-d and I am thankful that this is an example of the Lord on High.    This is the highest ABV beer I have ever had that still just tastes like an excellent craft beer. Kudos to Dogfish Head Brewery for the genius move in crafting this beer!!    To my friend above I spit three times “pooh, pooh, pooh” . Yes I'm Jewish and I know this beer would get Bubbe's seal of approval.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 2 | taste: 2 | feel: 2 | overall: 1 Typical over done beer. Way to high ABV. To strong of an alcohol taste. Not the selection if you are looking to drink “beer”. Actually poured it out after 1/2 the glass. If you are looking for a substitute for a mixed drink it’s a choice.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Deep copper with a little haze, a few sluggishly slow bubbles and 2 fingers of off white head. Looks syrupy.    Smells of candied malts like a barley wine. Light fruity qualities like melon and pears. Some alcohol and stinky foot.    A huge balance of sweet, malty, barley wine like alcohol, and fruity, citrusy, slightly piney hops.     Syrupy body with low to moderate carbonation. Certainly hides the ABV, so that I'd put it down to 10-12% if I didn't know better.    More hoppy than I'd expected, this was bottled on July 3rd 2018, drinking in Redding, CA, August 9th, 2018. Just over a month old. Worth a try as a beer to seek out.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from a 12 oz bottle into a goblet    L: Nearly clear golden amber pour. 2 fingers of fluffy white head leave great lacing.    S: Sweet and boozy. Resinous pine and citrus hops.    T/F: Thick and sweet... toasty grains and alcohol (not surprising giving the hefty ABV). Bitter hop profile... so much so that it almost balances the ethanol. Fresh and citrusy... pine, resin, and dankness. Oily on the mouth... coating the tongue and warming on the way down. The finish is more sweet malt and citrus.    O: An outstanding and over-the-top kinda beer. Great flavor... complex and great for aging (I've had different vintages and they definitely change over time... becoming fuller/mellower with less bitterness... more like a big barleywine as they get older). A beer that only Dogfish Head could truly do justice to.   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Tastes like a barrel-aged beer even though it isn’t. Excellent beer, but I can see it improving with a few more years of age. This beer was bottled in Feb 2018, so only 5 months old.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 This is a 2017 keg aged by the bar owner of McK's Tavern in Daytona Beach. I have had the beer fresh but this review is for an aged keg.    The look is a nice cloudy copper color with 1/2" khaki head that dissapears quickly leaving nice lacing. The smell has slight hop, caramel and some alcohol. Taste starts with caramel malt and cane sugar followed by a little alcohol with some citrus and pine kicking in at the finish. The feel is nice with slight, fine, prickly carbonation, full bodied side of medium and an enjoyable warming from the ABV.    Overall a year in the walk in cooler changed this as would be expected. The hops have faded but the caramel and some sweetness has evolved. The mouth feel has gained some viscosity and the alcohol heat has faded. Still a sipper and pretty darn good.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 How do you even rate something as unique as this? On the one hand I’m surprised and impressed by the enjoyable bright citruseyness that breaks through the thick 18.5% ABV cloud of this brew. On the other hand, the alcohol burn is very potent and absolutely demolishes any flavors here aside from those related to citrus. This is a fun after dinner drink to share with friends but not something I’d generally seek out over a more balanced option.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Nice, honey flavored beer, slightly floral with an alcohol smell. It goes down way too easily. I first had this one at a local pub many years back. Still like it ever since then.   
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 Beware, very powerful and soothing at the same time, woop ass deluxe, and still great. Liquors come to mind, like Grand Marnier without the orange. Love it.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Amazing!! This made my taste-buds dance. 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Has a nice aroma of caramel,orange,alcohol,and malt  Taste follows the nose,not too sweet,definitely not too bitter, and the malt really stands out. The alcohol is barely hidden and also has an impact on the taste. It is worth the investment to try,not necessarily worth investing in another bottle   
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Poured from 11.2-ounce bottle into a proper tulip glass. Bourbon colored body, with a finger or so of eggshell colored foam that settles without a trace. Aromas of spruce and pine resin, with undertones of caramel and orange peel. These are prominent on the palate as well, with a ton of alcohol burn. Well balanced. Drinks like a cordial, although there is not much sweetness to speak of. Not much bitterness, either, considering the vast number of hops that gave their lives to produce this. Overall, an interesting brew that's worth a try if you're not put off by the expense.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 Too boozy and sweet. Barleywine-esk. Candied tobacco, smoke, syrup, resinous, and deciduous sap. The opposite of a 100% Malt Beverage. Aggressive in a bad way. Not a fan.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 Have a plan. Tell your spouse and friends you are hitting the 120 and don’t make any other decisions for the night. This IPA is an experience like no other. It’s golden, beautiful, surprisingly complex and sweet. It’s going to knock you on your ass. For me, I only get cranky when my 120 is empty. I feel it’s really a Trippy beer experience...a party in your mouth. That said, you need a plan. One will make you very happy. Two on same day, you are not driving and probably a bit bent. Take on a 4 pack like I have more than a couple times and you are missing work the next day. I don’t care how bad you are...you are done. For the best experience, plan on one and what you will follow it with before your first sip. It’s such a great beer that it is so easy to build a happy 120 rave. That said, most don’t have that luxury or blind fortitude. Enjoy the ride. I love this beer. Ps 60 min is mainstay groupie, 90 minute is my favorite.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4.75 | overall: 4 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 Whoa.     Completely opaque deep amber and comes out of the tap with a big head. Surprisingly subtle on the nose, hints of flowers but almost like smelling a gin.     You won’t be ready for the first taste. Nothing like an IPA at all- it drinks more like a spirit than a beer (the batch I had was marked at 16.8% ABV., so that’s not terribly surprising).     It’s rich and complex. It reminds me of if you took a field of wildflowers and distilled it down into a beer- Grassy, earthy, and floral.     Delicious.   
look: 4 | smell: 5 | taste: 4.25 | feel: 4.25 | overall: 4.5 Shit, 40 proof beer, no other words........ 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 Found this in a craft beer bar, expensive and only 8oz pour, but almost impossible to find where I come from, so it was a sort of bucket list Imperial IPA. I loved it, found it smooth and tasty and irresistable.   
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.75 Pours a burnt orange. Smells like a picnic of wine flowers and caramel. You know there something in there of interest. First taste is unexpected. Doesn't blow your head off with hops. Enjoyable. Worth the money. Have two you won't be disappointed.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Deep amber appearance with light amber head that disipates quickly. Aroma is a very pleasant citrus fruity without a lot of hops that I expected. Taste is definitely high alcohol with a pleasant citrus fruit.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
